success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed
False,16.85,0.575398471719393,0.26459186894514225,True,103.03763968325798,1442.362928625125,0.05867665418227216,73.90363308894645,0.010264302739284697,0.2606721804711201,0.0065453505823630295,0.0065453505823630295,140.43491925328993,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5393278195288795,False,False,22.85,22.55,22.85,19.55,40.0,23.200000000000003,0,74.80262324373422,2.5413373314215817,1.0,s4_narrow_passage_medium,M6,10
False,16.85,0.6893263996235592,0.26655460892850413,True,102.38022181788159,1439.49599106056,0.06158967956720766,74.92017259278124,0.012057231710157509,0.25663273662266534,0.004180780735540577,0.004180780735540577,139.82727887252892,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5433672633773345,False,False,23.1,22.55,23.1,19.55,40.0,23.200000000000003,0,74.8052416588168,2.5413376215087196,1.0,s4_narrow_passage_medium,M6,11
False,16.900000000000002,0.7098194420906181,0.2655373755902962,True,103.22607765422646,1472.864356371162,0.06928838951310862,74.06550255205681,0.010265331858398806,0.26067382100001985,0.006550071619014365,0.006550071619014365,140.39510230255092,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.53932617899998,False,False,23.200000000000003,22.6,23.200000000000003,19.55,40.0,23.150000000000002,0,74.80519340200487,2.541337391120613,1.0,s4_narrow_passage_medium,M6,12
False,16.650000000000002,0.6069243949927572,0.2668387086852282,True,102.79330055388436,1438.0237638953197,0.0570120682480233,73.92495784234086,0.010261727590035822,0.260659417122157,0.006538022828148796,0.006538022828148796,140.1168783709059,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.539340582877843,False,False,22.950000000000003,22.5,22.950000000000003,19.400000000000002,40.0,23.400000000000002,0,74.78941351606052,2.541338512079847,1.0,s4_narrow_passage_medium,M6,13
False,16.650000000000002,0.631853402766769,0.2617601918189301,True,103.09767529617912,1443.9006191486292,0.052434456928838954,75.08979020563365,0.012057378886774899,0.2566277311545248,0.004175507022516465,0.004175507022516465,140.33381284469226,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.543372268845475,False,False,22.8,22.450000000000003,22.8,19.400000000000002,40.0,23.400000000000002,0,74.79801581891796,2.541338515761491,1.0,s4_narrow_passage_medium,M6,14
False,16.95,0.6284366159167807,0.26619061250255854,True,101.72946804282687,1368.8985113660563,0.06325426550145652,73.06114923484832,0.010261565145952127,0.2606614969408311,0.006534317455117829,0.006534317455117829,139.1444569595169,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.539338503059169,False,False,24.0,23.1,24.0,19.650000000000002,40.0,23.1,0,74.78337652610946,2.5413370522727825,1.0,s4_narrow_passage_medium,M6,15
False,16.75,0.5857212827210401,0.2666327338206874,True,101.72134610367033,1360.7093538526242,0.05867665418227216,75.32061904299202,0.01205282027078647,0.2566568935754058,0.004234036739758145,0.004234036739758145,138.99382177999348,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.543343106424594,False,False,23.0,22.400000000000002,23.0,19.450000000000003,40.0,23.3,0,74.83874748377495,2.541333928970219,1.0,s4_narrow_passage_medium,M6,16
False,16.7,0.6850506974987265,0.2600712377119918,True,103.98487750058598,1491.3390012471411,0.060965459841864335,74.10741093948779,0.010265617562668266,0.2606740943252322,0.0065515836146985895,0.0065515836146985895,141.03052831818354,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5393259056747675,False,False,22.700000000000003,22.35,22.700000000000003,19.400000000000002,40.0,23.35,0,74.79829900540763,2.541329766913651,1.0,s4_narrow_passage_medium,M6,17
False,16.95,0.6374183072239636,0.2637943677302278,True,102.39674323383929,1434.16486715221,0.05826050769870995,74.80659214693688,0.012053514945903841,0.25665780203899596,0.0042305163173269374,0.0042305163173269374,140.05308971860165,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.543342197961004,False,False,22.950000000000003,22.650000000000002,22.950000000000003,19.650000000000002,40.0,23.1,0,74.82238874671567,2.5413368181771716,1.0,s4_narrow_passage_medium,M6,18
False,16.650000000000002,0.6373501753376816,0.2692446955700662,True,102.56487002285871,1405.7863140684108,0.0599250936329588,73.03625286677598,0.010261636452506025,0.26066001258742316,0.006537197200684577,0.006537197200684577,139.8919451966957,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5393399874125766,False,False,22.85,22.75,22.85,19.450000000000003,40.0,23.400000000000002,0,74.79031374604774,2.541338406128079,1.0,s4_narrow_passage_medium,M6,19
False,16.75,0.740347472129524,0.2666467832464452,True,103.3221849522171,1459.8590578467956,0.06304619225967541,75.33866761274001,0.012056964429801356,0.25661965261280734,0.004169474827084562,0.004169474827084562,140.58379818999595,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5433803473871923,False,False,23.05,22.450000000000003,23.05,19.450000000000003,40.0,23.3,0,74.79655735339668,2.541338450320239,1.0,s4_narrow_passage_medium,M6,20
False,17.0,0.6696524869055203,0.26020624188013924,True,103.52754998519207,1472.8019044334537,0.05867665418227216,75.50524399369928,0.012056226741101411,0.2566169802555211,0.004171978735216633,0.004171978735216633,140.79811548357372,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.543383019744479,False,False,22.75,22.650000000000002,22.75,19.700000000000003,40.0,23.05,0,74.82596851852135,2.5413329202491153,1.0,s4_narrow_passage_medium,M6,21
False,16.5,0.6035604821641372,0.266917853035815,True,102.7688607927868,1392.6650658232209,0.06075738660008323,75.00924070684088,0.010269588155370017,0.26068145482980914,0.0065803004789530195,0.0065803004789530195,139.77733321046034,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5393185451701905,False,False,22.8,22.700000000000003,22.8,19.35,40.0,23.55,0,74.82021614786925,2.5413381209420476,1.0,s4_narrow_passage_medium,M6,22
False,16.25,0.5787059019010903,0.264826643900387,True,103.0611603365349,1410.468716848726,0.06013316687473991,75.5143961833544,0.012053198236359239,0.25664565468975736,0.004219453380273047,0.004219453380273047,139.74964328495997,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5433543453102425,False,False,22.450000000000003,22.1,22.450000000000003,19.25,40.0,23.8,0,74.82579660514676,2.5413325065741357,1.0,s4_narrow_passage_medium,M6,23
False,16.150000000000002,0.6657412699303571,0.24274226767784415,True,103.98134178843776,1475.059120747848,0.06013316687473991,75.44396106333834,0.012056671287119394,0.25661777625056625,0.004170795743191867,0.004170795743191867,140.72286599327614,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5433822237494335,False,False,22.900000000000002,22.3,22.900000000000002,19.3,40.0,23.900000000000002,0,74.80164131783249,2.5413382072708255,1.0,s4_narrow_passage_medium,M6,24
False,16.75,0.7068152776931529,0.26714195284073844,True,103.37874451588726,1465.9003730926659,0.0626300457761132,73.41684498472466,0.010262004632376065,0.26066532228855566,0.006534751901620062,0.006534751901620062,140.62541591158154,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.539334677711444,False,False,22.85,22.85,22.85,19.450000000000003,40.0,23.3,0,74.79700869917743,2.5413380023849528,1.0,s4_narrow_passage_medium,M6,25
False,16.8,0.7100169807626819,0.26116211465850575,True,103.12245733262394,1470.2792529034614,0.06824802330420308,75.01886854405156,0.010269589262855061,0.26068168203008885,0.006579960651512019,0.006579960651512019,140.46731673984374,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.539318317969911,False,False,22.900000000000002,22.450000000000003,22.900000000000002,19.5,40.0,23.25,0,74.83445643492618,2.541335004767733,1.0,s4_narrow_passage_medium,M6,26
False,16.650000000000002,0.6169629137704506,0.2640838592589289,True,103.11189235011753,1449.738088007663,0.05201831044527674,75.20363316355623,0.012057277708463316,0.25662390272868624,0.0041718878799308174,0.0041718878799308174,140.33762229800237,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5433760972713135,False,False,22.8,22.35,22.8,19.400000000000002,40.0,23.400000000000002,0,74.80254277278165,2.5413384019109104,1.0,s4_narrow_passage_medium,M6,27
False,16.8,0.6550637426997488,0.26489677344975526,True,102.94333699115887,1445.1218271053647,0.0570120682480233,74.10856377615953,0.010265574987978025,0.2606741611041124,0.006551802562614764,0.006551802562614764,140.29319005723775,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.5393258388958873,False,False,22.950000000000003,22.700000000000003,22.950000000000003,19.5,40.0,23.25,0,74.8050759089795,2.541337463895539,1.0,s4_narrow_passage_medium,M6,28
