success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,speed_scale,t_pred
False,14.350000000000001,-0.23219652461694928,0.4238059107839362,True,89.92179311761545,0.17393972386891282,0.1940974773450894,261.4470708633713,0.26129279059169547,2.0057588852869475,1.7381722510795645,1.753651621346013,115.93263626523319,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9942411147130525,False,False,68.0,68.0,68.0,13.5,68.0,53.7,0,261.69428841385866,0.9912035380416775,0.0,e1_tracking_single_obstacle,M7,20,0.6,0.3
False,14.450000000000001,-0.20943646800796023,0.42305648781280436,True,89.56494321601335,0.1575632951787001,0.19593436198873376,261.794126670043,0.2622286665521933,2.010697044223914,1.7445998974997061,1.761224654997027,115.87546265505148,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9893029557760862,False,False,68.0,68.0,68.0,13.5,68.0,53.6,0,262.0009886688206,0.9860123109943902,0.0,e1_tracking_single_obstacle,M7,21,0.6,0.3
False,14.450000000000001,-0.2877353602503524,0.43231844030550665,True,89.30072312668304,0.15533213291963885,0.1961792799412197,261.7812686819004,0.2621918744311185,2.0104945240653556,1.7443377371607425,1.7609151621990753,115.71988605961091,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9895054759346444,False,False,68.0,68.0,68.0,13.5,68.0,53.6,0,261.9903170484281,0.9862246533447874,0.0,e1_tracking_single_obstacle,M7,22,0.6,0.3
False,14.350000000000001,-0.32677531894534384,0.4246458922997324,True,89.33288789375621,0.1862164576426414,0.19373010041636052,261.8452001040892,0.2624046879258319,2.011763497273868,1.7459652928906313,1.7628449715998913,115.6420621198232,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.988236502726132,False,False,68.0,68.0,68.0,13.450000000000001,68.0,53.7,0,262.0272520892558,0.9849139614135558,0.0,e1_tracking_single_obstacle,M7,23,0.6,0.3
False,14.350000000000001,-0.25800368953597763,0.4250218016232463,True,89.57788621309199,0.17633409580382767,0.19421993632133236,261.70309391143627,0.26198727775448866,2.00944454598745,1.7429672807249388,1.759303976281047,115.72206949688825,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9905554540125499,False,False,68.0,68.0,68.0,13.450000000000001,68.0,53.7,0,261.9133829836848,0.987344355504913,0.0,e1_tracking_single_obstacle,M7,24,0.6,0.3
False,14.350000000000001,-0.2604735987935295,0.42445056507083234,True,89.5884115708219,0.1734677743165097,0.19373010041636052,261.5932227667253,0.26168974906131987,2.007875989920945,1.7409258519052844,1.7568992065625217,115.65679573411401,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9921240100790549,False,False,68.0,68.0,68.0,13.450000000000001,68.0,53.7,0,261.8151709516964,0.9889977476858343,0.0,e1_tracking_single_obstacle,M7,25,0.6,0.3
False,14.350000000000001,-0.2776380979738161,0.41904166796248155,True,89.56022258909526,0.20867193760904568,0.19373010041636052,261.3446058073481,0.26099586147836945,2.0039778383276405,1.7358800604971976,1.7509275650874516,115.37756789332435,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9960221616723595,False,False,68.0,68.0,68.0,13.450000000000001,68.0,53.7,0,261.6450127720298,0.9929701259657702,0.0,e1_tracking_single_obstacle,M7,26,0.6,0.3
False,14.350000000000001,-0.27683432587864876,0.4227487927006325,True,89.43909798253337,0.18839362527044498,0.1934851824638746,261.8586205020325,0.26240294299177996,2.0116167850306694,1.7457961186501916,1.7626330767086447,115.84825863920838,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9883832149693306,False,False,68.0,68.0,68.0,13.450000000000001,68.0,53.7,0,262.0622031769897,0.9850349985620204,0.0,e1_tracking_single_obstacle,M7,27,0.6,0.3
False,14.4,-0.23572132637338106,0.4219781465595218,True,89.63983930826885,0.19967724860968006,0.19373010041636052,261.8010234532888,0.2622454372845119,2.0107779440842948,1.7447062880089994,1.7613492168252878,115.86807817954723,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9892220559157052,False,False,68.0,68.0,68.0,13.5,68.0,53.650000000000006,0,262.0087020118592,0.9859243416920953,0.0,e1_tracking_single_obstacle,M7,28,0.6,0.3
False,14.350000000000001,-0.21467839965177726,0.42312595872698167,True,89.77840200761793,0.2174155150334974,0.19336272348763164,261.82261736095086,0.2623196740944274,2.011230320059999,1.7452852772648255,1.762036578261105,116.01362076415158,0,1.0,False,False,False,False,True,False,True,True,True,True,False,0.9887696799400012,False,False,68.0,68.0,68.0,13.5,68.0,53.7,0,262.01931663287127,0.9854597303154713,0.0,e1_tracking_single_obstacle,M7,29,0.6,0.3
