success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,topo_rho_floor
False,17.650000000000002,0.9221157922950101,0.29915678254204797,True,92.00852128312869,789.1086579532193,0.03141905950894715,72.0295825928177,0.08064335293302664,0.6350354726881795,4.826162013238518e-05,4.826162013238518e-05,123.49408449961369,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1649645273118203,False,False,23.8,23.400000000000002,23.8,20.3,40.0,22.400000000000002,0,72.35732077801445,2.1617786116601647,1.0,s4_narrow_passage_medium,M7,13,0.65
False,17.55,0.9676186700610356,0.31639604224403706,True,92.25228765380616,812.1380227967571,0.02600915522263837,72.29330385992822,0.07289850835996993,0.6412890145846406,0.006849862737796184,0.006849862737796184,123.63814428990634,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158710985415359,False,False,24.25,23.55,24.25,20.200000000000003,40.0,22.5,0,72.34072497548863,2.161758767108826,1.0,s4_narrow_passage_medium,M7,14,0.65
False,17.900000000000002,0.9381207952668105,0.2985466880470389,True,91.95436676451412,733.3961599298982,0.03766125676238036,72.05095298735992,0.08061280929540561,0.6350593548375377,5.126064694392566e-05,5.126064694392566e-05,123.91643620100317,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164940645162462,False,False,24.3,23.8,24.3,20.55,40.0,22.150000000000002,0,72.4009368176816,2.1617824718388747,1.0,s4_narrow_passage_medium,M7,15,0.65
False,17.650000000000002,0.8805183157719922,0.3006058986422748,True,92.21885366785007,747.2394197104059,0.03412401165210154,72.06590741002191,0.08064157672962434,0.635036787606027,0.0001225934431833042,0.0001225934431833042,123.80168003134432,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164963212393973,False,False,23.900000000000002,23.400000000000002,23.900000000000002,20.3,40.0,22.400000000000002,0,72.34215125822571,2.1617867058987126,1.0,s4_narrow_passage_medium,M7,16,0.65
False,17.6,0.8451498861890319,0.32688144117330487,True,92.89700919513601,766.9984640180196,0.041406575114440285,72.02888725941305,0.08062774959831359,0.6350477667259682,0.00010146333106777592,0.00010146333106777592,123.99854764614079,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1649522332740316,False,False,23.5,23.150000000000002,23.5,20.200000000000003,40.0,22.450000000000003,0,72.37797291136243,2.161786142899287,1.0,s4_narrow_passage_medium,M7,17,0.65
False,17.900000000000002,0.9716126768995561,0.29910583318086836,True,91.87625839421419,783.3115503344834,0.0359966708281315,72.01840737004319,0.08064143911378331,0.635037013181321,6.410361811767084e-05,6.410361811767084e-05,123.74526469562582,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164962986818679,False,False,24.0,23.75,24.0,20.55,40.0,22.150000000000002,0,72.39073974964732,2.1617801332238984,1.0,s4_narrow_passage_medium,M7,18,0.65
False,17.5,0.8086762966255179,0.29709071780320556,True,91.88481575231988,771.8799712371938,0.04057428214731586,72.0871940033145,0.07696277663369515,0.6380232774334703,0.00308052412586565,0.00308052412586565,122.8965718115189,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1619767225665294,False,False,24.1,23.55,24.1,20.200000000000003,40.0,22.55,0,72.27845688774707,2.161753488391851,1.0,s4_narrow_passage_medium,M7,19,0.65
False,17.8,0.9827342953508695,0.300775283760192,True,92.13910801827836,736.8931442920424,0.03058676654182272,72.11479958921217,0.0728465089160041,0.6413418278313863,0.006464704533806075,0.006464704533806075,123.95685104241177,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1586581721686136,False,False,23.75,23.75,23.75,20.450000000000003,40.0,22.25,0,72.35028288407372,2.1617784846743175,1.0,s4_narrow_passage_medium,M7,20,0.65
False,17.95,0.8965582005871628,0.33359585643505035,True,92.61520591930974,719.1724008272834,0.03141905950894715,72.00595829618689,0.0805968438490955,0.6350718317775782,6.634825938866174e-05,6.634825938866174e-05,124.35452622118683,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1649281682224215,False,False,23.75,23.6,23.75,20.6,40.0,22.1,0,72.27516339074589,2.1617919070266156,1.0,s4_narrow_passage_medium,M7,21,0.65
False,17.55,0.861352003080919,0.29959816164966774,True,92.35920953630946,648.7938964806901,0.03162713275072826,71.99294611366872,0.08063685316028947,0.6350405079348479,5.3974913025764865e-05,5.3974913025764865e-05,123.73840701666725,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164959492065152,False,False,23.75,23.450000000000003,23.75,20.25,40.0,22.5,0,72.34442344689346,2.161793461364592,1.0,s4_narrow_passage_medium,M7,22,0.65
False,17.2,0.8114273981823061,0.2992688044411752,True,93.06486879835612,661.7757897294049,0.039950062421972535,72.07582546671712,0.0728202247369458,0.6413651578440306,0.006318023142286924,0.006318023142286924,123.61440543391531,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158634842155969,False,False,23.450000000000003,23.05,23.450000000000003,19.900000000000002,40.0,22.85,0,72.29781881016011,2.1617867708502705,1.0,s4_narrow_passage_medium,M7,23,0.65
False,17.75,0.9057169143978043,0.30024432882699487,True,92.2470567894501,736.1228013213426,0.033707865168539325,72.09684261973742,0.07284251177543395,0.6413459498044565,0.006423532122307168,0.006423532122307168,123.85169742032576,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158654050195543,False,False,24.0,23.5,24.0,20.450000000000003,40.0,22.3,0,72.36224821548242,2.161771607741199,1.0,s4_narrow_passage_medium,M7,24,0.65
False,17.8,0.8341664315539756,0.3207258899775514,True,92.60730665935797,815.3007593664438,0.0328755722014149,72.08316708110294,0.07285595121537893,0.6413335232084667,0.006362751752132799,0.006362751752132799,124.30100043655938,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158666476791533,False,False,23.400000000000002,23.400000000000002,23.400000000000002,20.450000000000003,40.0,22.25,0,72.39921983753648,2.1617613142504752,1.0,s4_narrow_passage_medium,M7,25,0.65
False,17.8,0.9276930563311787,0.2989886585805061,True,92.04353647661779,801.4773543102955,0.03454015813566375,72.0510580625211,0.08064583127134896,0.6350335181063594,5.8014940039718414e-05,5.8014940039718414e-05,123.79666562620528,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1649664818936403,False,False,23.700000000000003,23.700000000000003,23.700000000000003,20.450000000000003,40.0,22.25,0,72.38280560738605,2.1617775217336703,1.0,s4_narrow_passage_medium,M7,26,0.65
False,17.55,0.9352373562999354,0.29907838362757705,True,92.06120529441978,770.6171154580419,0.025801081980857263,72.06835509968947,0.07283992678054065,0.6413482403178533,0.006356151058245655,0.006356151058245655,123.48400887896508,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1586517596821464,False,False,23.450000000000003,23.35,23.450000000000003,20.25,40.0,22.5,0,72.35404638912298,2.1617677434805898,1.0,s4_narrow_passage_medium,M7,27,0.65
False,17.8,0.9688025274516046,0.29996752580382746,True,92.19374051206658,699.3586559822566,0.027881814398668332,72.07970154737087,0.07284364307571119,0.6413455764838368,0.006290067057479871,0.006290067057479871,123.88355442194711,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158654423516163,False,False,24.05,23.75,24.05,20.450000000000003,40.0,22.25,0,72.35606214455316,2.161776681421963,1.0,s4_narrow_passage_medium,M7,28,0.65
False,17.75,0.9044444616124137,0.2993972053408295,True,91.63753290900159,684.9490154011586,0.031835205992509365,71.99365243572453,0.08063063541067625,0.6350451200554409,0.00018510455006762725,0.00018510455006762725,123.13521373520587,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164954879944559,False,False,23.900000000000002,23.75,23.900000000000002,20.450000000000003,40.0,22.3,0,72.27676879123885,2.161791519348227,1.0,s4_narrow_passage_medium,M7,29,0.65
False,17.7,0.942505658122675,0.33437395589357616,True,92.59341226146879,741.131508447627,0.03162713275072826,72.1040437404067,0.07286319835737333,0.6413269984116441,0.006306566477521391,0.006306566477521391,123.97861374167286,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1586730015883555,False,False,23.700000000000003,23.35,23.700000000000003,20.35,40.0,22.35,0,72.37975677149193,2.1617796100891167,1.0,s4_narrow_passage_medium,M7,30,0.65
False,17.5,0.8987661482262481,0.31219208070310056,True,92.08303196847407,699.3177169176173,0.02725759467332501,72.09449659922537,0.07284258366555267,0.641345845815366,0.006434702056367457,0.006434702056367457,123.31360237630966,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158654154184634,False,False,23.75,23.200000000000003,23.75,20.150000000000002,40.0,22.55,0,72.32838893782316,2.161776487539274,1.0,s4_narrow_passage_medium,M7,31,0.65
False,17.75,0.9000607372270693,0.29837895482555704,True,91.91280644350992,665.8894990718354,0.030378693300041615,72.06163086327881,0.08059985645326567,0.6350695040312289,4.3483938428394715e-05,4.3483938428394715e-05,123.46691312846693,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.164930495968771,False,False,24.3,23.85,24.3,20.400000000000002,40.0,22.3,0,72.3753400710541,2.1617840673478907,1.0,s4_narrow_passage_medium,M7,32,0.65
False,17.85,0.9191669529175559,0.29841635157568974,True,91.87241304718758,652.9275528064842,0.028297960882230546,72.06557099271662,0.07281717111382312,0.6413680368840065,0.006294004365152163,0.006294004365152163,123.52382206586026,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.1586319631159934,False,False,24.400000000000002,24.0,24.400000000000002,20.5,40.0,22.200000000000003,0,72.37799256604063,2.161786667264984,1.0,s4_narrow_passage_medium,M7,33,0.65
False,17.650000000000002,0.8869233633611111,0.2987323656125281,True,91.68283025211925,653.2141094724453,0.02871410736579276,72.03994287821116,0.07282555160929029,0.6413622712802619,0.006288454209231779,0.006288454209231779,123.04794669457377,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158637728719738,False,False,24.150000000000002,23.75,24.150000000000002,20.3,40.0,22.400000000000002,0,72.36255235154562,2.1617812303964645,1.0,s4_narrow_passage_medium,M7,34,0.65
False,17.7,0.9130522166813433,0.2984983663924993,True,91.8294049069212,745.3141131273482,0.030378693300041615,72.12993542992676,0.07285360403246852,0.6413349363323247,0.006367828061356779,0.006367828061356779,123.42484022626383,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158665063667675,False,False,24.25,23.85,24.25,20.400000000000002,40.0,22.35,0,72.4097609485238,2.1617668043147606,1.0,s4_narrow_passage_medium,M7,35,0.65
False,17.8,0.9288042399496412,0.29770522579142283,True,91.80103156335028,751.9335222713452,0.029546400332917187,72.02152182501435,0.07282617202186455,0.6413621103458041,0.006214228843665558,0.006214228843665558,123.53607802465028,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.158637889654196,False,False,23.8,23.75,23.8,20.450000000000003,40.0,22.25,0,72.32184402831973,2.1617640180343862,1.0,s4_narrow_passage_medium,M7,36,0.65
