success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,dwell_success,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,25.75,0.7220623877549255,0.2414856653365273,True,102.77303707840306,3505.9354032597357,0.04329725228975854,72.39087923310564,0.014293992876928644,0.2884696023764655,0.0015057914129960877,0.0015057914129960877,155.39769033660582,0,0.0,True,True,True,False,True,False,True,2.511530397623534,False,False,26.8,0.05,3.0,1.2,1.2,0.7,s4_narrow_passage,M7,0
False,27.35,0.7283655193919321,0.25076104717260767,True,87.517279893899,2481.727131012421,0.029697474326949764,74.43051462817486,0.01604349407322043,0.2928953961314345,0.003645315624891928,0.003645315624891928,141.22552002877575,0,0.0,True,True,True,False,True,False,True,2.5071046038685654,False,False,28.0,0.05,3.0,1.2,1.5,0.3,s4_narrow_passage,M7,0
False,27.0,0.7274417983286579,0.24959983585077788,True,95.00708181517933,2995.2419657156993,0.03635859006383569,72.8197941978103,0.013868728442148122,0.2975106690026604,0.007564629048628083,0.007564629048628083,149.54321973005392,0,0.0,True,True,True,False,True,False,True,2.5024893309973395,False,False,27.6,0.05,3.0,1.2,1.5,0.5,s4_narrow_passage,M7,0
False,27.0,0.7226388365753207,0.27584697567545924,True,104.57199628456698,3703.343671072223,0.0446849847349431,73.95835021254962,0.01606360933087828,0.2927823328228061,0.0035554203625702357,0.0035554203625702357,158.71016506285042,0,0.0,True,True,True,False,True,False,True,2.5072176671771937,False,False,27.650000000000002,0.05,3.0,1.2,1.5,0.7,s4_narrow_passage,M7,0
False,28.75,0.7287396303039302,0.24991189735906744,True,86.00369644192645,2412.2175719855704,0.03025256730502359,73.64950530933133,0.014288700595445842,0.30091132660211317,0.007494795126482925,0.007494795126482925,139.79004956874027,0,0.0,True,True,True,False,True,False,True,2.4990886733978868,False,False,28.700000000000003,0.05,3.0,1.2,1.8,0.3,s4_narrow_passage,M7,0
False,28.450000000000003,0.7276505354607934,0.2565355491195405,True,93.72203150044123,2956.402900476975,0.038301415487094086,74.12690330623857,0.014300031908894091,0.3009423083585877,0.00753432261892111,0.00753432261892111,148.51883088809134,0,0.0,True,True,True,False,True,False,True,2.4990576916414122,False,False,28.55,0.05,3.0,1.2,1.8,0.5,s4_narrow_passage,M7,0
False,28.400000000000002,0.7241585275768296,0.2515958754597339,True,103.64309117368062,3668.3100258892446,0.04579517069109076,73.66915318956796,0.016437804873680375,0.29681493160942496,0.0036311731769883577,0.0036311731769883577,157.8384275078394,0,0.0,True,True,True,False,True,False,True,2.5031850683905748,False,False,28.400000000000002,0.05,3.0,1.2,1.8,0.7,s4_narrow_passage,M7,0
False,31.1,0.7284417529555267,0.2011181222176818,True,88.50711825559691,2577.2244898199015,0.02941992783791285,72.68979645731757,0.012706475152008739,0.2741805382392652,0.002129214985776311,0.002129214985776311,145.96036048603517,0,0.0,True,True,True,False,True,False,True,2.525819461760735,False,False,31.35,0.05,5.0,0.6,1.2,0.3,s4_narrow_passage,M7,0
False,30.35,0.7272204498562445,0.2132461151461887,True,97.10967762739034,3182.9471941426673,0.03649736330835415,72.66355166135675,0.012704752600267573,0.2741843432160889,0.0021379520675323263,0.0021379520675323263,156.06362397852305,0,0.0,True,True,True,False,True,False,True,2.525815656783911,False,False,30.6,0.05,5.0,0.6,1.2,0.5,s4_narrow_passage,M7,0
False,30.150000000000002,0.7244041183339769,0.19909944554758832,True,107.10580175600144,3913.3723445136675,0.04288093255620316,72.5026680811606,0.012699764760148323,0.27419536488478763,0.002163209032147765,0.002163209032147765,165.88504594575835,0,0.0,True,True,True,False,True,False,True,2.5258046351152124,False,False,30.3,0.05,5.0,0.6,1.2,0.7,s4_narrow_passage,M7,0
False,32.2,0.7285132007686295,0.2134469923231265,True,87.84186861651717,2550.163412226283,0.030668887038578962,72.64752287559772,0.012852591877099766,0.2756608120158869,0.00212698016950808,0.00212698016950808,145.5857407384986,0,0.0,True,True,True,False,True,False,True,2.524339187984113,False,False,31.900000000000002,0.05,5.0,0.6,1.5,0.3,s4_narrow_passage,M7,0
