source_run,source_file,scene,method,success_rate,completion_time_mean,completion_time_std,collision_rate,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,control_cost_mean,control_smoothness_mean,input_sat_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,radius_error_final_mean,success_geom_final_rate,success_no_collision_rate,gmax_reach_time_mean,obs_collision_rate,agent_collision_rate,dwell_geom_success_rate,dwell_success_no_collision_rate,time_to_inside_mean,time_to_gmax_mean,time_to_radius_mean,time_to_full_geom_mean,success_hold_time_mean,post_success_violation_count_mean,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate_mean
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,a1_single_goal_reach,M2,1.0,14.7,,0.0,inf,inf,0.0,0.0,11.62951442737975,199.52882608571736,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0329180034525636,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,15.0,20.0,5.3500000000000005,0.0,0.0,1.2533073875377068,0.0
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,a3_multi_agent_safety_crossing,M10,0.0,28.0,,1.0,inf,0.001066528977406,120.05899164216056,0.0650420851508265,50.22411939746328,1711.3826172290865,0.0255496137849079,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2848662005343279,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,0.0,117.04667366459331,0.2458548843848735,1.0
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,a3_multi_agent_safety_crossing,M7,0.0,28.0,,1.0,inf,0.49278243623422,60.00000013179474,0.0240638241350909,22.121672247341237,1.7126199773649895,0.0255496137849079,455.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4455251068664301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,0.0,60.000000594222186,0.4455251068649936,1.0
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,s1_single_obstacle,M1,1.0,12.9,,0.0,0.6367026504269993,inf,0.0,0.0,12.55325778699309,1.8157947088508977,0.3166904422253923,387.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.889159887486774e-10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35.0,0.0,13.2,35.0,22.15,0.0,0.0,3.30271469776273e-07,0.0
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,s1_single_obstacle,M2,1.0,23.75,,0.0,1.1920672380724624,inf,0.0,0.0,15.333830679189717,475.6415972672548,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0014048750987386,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35.0,0.0,24.05,35.0,11.3,0.0,0.0,0.0190398538798542,0.0
outputs/group_A_smoke,outputs/group_A_smoke/summary_metrics.csv,s1_single_obstacle,M3,1.0,16.6,,0.0,1.2632622728756395,inf,0.0,0.0,20.770647651199276,807.425102577293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0077976889568203,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35.0,0.0,16.85,35.0,18.45,0.0,0.0,0.0190398538798542,0.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,b1_static_uniform_encirclement,M4,0.0,38.0,,0.0,inf,1.037885781542176,60.00000014740986,8.604812148730004e-19,13.97685479030335,0.4652221107058675,0.0543144984669294,701.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7592401337095565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,60.00000081563543,0.7592401337095563,1.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,b1_static_uniform_encirclement,M7,0.0,38.0,,0.0,inf,0.9177670005741302,60.000549449975,2.228055072150645e-13,13.037332738109544,0.1511605174871169,0.0374507227332457,681.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8764666458361946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,60.00169875976586,0.8764666457023992,1.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,b3_moving_target_open_encirclement,M4,1.0,15.1,,0.0,inf,0.4716943223398041,273.93598952989635,0.2020748542232268,97.17796671758516,0.067736050401331,0.2139379964130156,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.930697669088258,0.0,1.0,65.0,0.0,0.0,1.0,1.0,65.0,65.0,14.2,65.0,49.95,0.0,273.8868252884068,0.9289375348967563,0.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,b3_moving_target_open_encirclement,M7,1.0,15.1,,0.0,inf,0.4708933974949356,272.32343956783075,0.1595649029161359,97.13448253055338,0.0635738005119984,0.2136817832436587,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9301164361425448,0.0,1.0,65.0,0.0,0.0,1.0,1.0,65.0,65.0,14.2,65.0,49.95,0.0,272.3283753387635,0.9281435063702698,0.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,b3_moving_target_open_encirclement,M9,1.0,15.15,,0.0,inf,0.4891189123102153,86.27146655292917,0.0224275181651354,104.38371518074536,0.0487668812652936,0.2209838585703305,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.3132771881397045,0.0,1.0,22.0,0.0,0.0,1.0,1.0,19.8,22.0,14.25,65.0,49.900000000000006,0.0,84.52198012333349,1.3132858312130669,1.0
outputs/group_B_smoke,outputs/group_B_smoke/summary_metrics.csv,s2_same_side_expansion,M4,0.0,80.0,,1.0,inf,0.083208556278598,275.4222304201124,0.1840607596206412,29.198262863440064,0.3537319494198941,0.0438267749323339,1405.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.024129304471973,0.0,0.0,80.0,0.0,1.0,0.0,0.0,80.0,80.0,3.85,80.0,0.0,0.0,275.4222342984672,1.0241292965273707,0.0
