scene,method,success_rate,collision_rate,obs_collision_rate,agent_collision_rate,min_obs_distance_mean,min_agent_distance_mean,completion_time_mean,input_sat_mean,control_cost_mean,control_smoothness_mean
s4_narrow_passage_medium,M6,0.0,1.0,0.0,1.0,0.6567363704523594,0.2635160302772477,16.720000000000002,0.06032043279234291,102.97089754505231,1436.9030912325945
s4_narrow_passage_medium,M7,0.0,1.0,0.0,1.0,0.9218680217256948,0.2676007125682671,17.7,0.03236232487168817,100.72122043791195,1410.2780681535244
