success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,scene,method,seed
False,50.0,inf,6.427356940097788e-10,True,28.233456969973954,0.07626849077993239,0.0720945720945721,97.07938265274004,3.950346976096853e-23,9.8818426450572e-10,1.2173477020011014e-10,1.2173477020011014e-10,32.31678256280683,842,0.0,s3_static_encirclement,M1,1
False,50.0,inf,6.549882053681824e-10,True,28.305743334152496,0.07626849034912743,0.07226107226107226,96.45578243165875,5.559515111215379e-23,9.90057042564621e-10,1.2666167001590275e-10,1.2666167001590275e-10,32.389060661095144,841,0.0,s3_static_encirclement,M1,2
False,4.4,inf,0.005075215219529223,True,174.18170486494455,11948.528538854005,0.0,124.52831673728738,6.487840701355053e-05,0.021291495833708905,0.006811013162674361,0.006811013162674361,228.47824655825121,0,0.0,s3_static_encirclement,M3,0
False,4.3500000000000005,inf,0.0019237752136500898,True,174.18170486494455,11960.129051998523,0.0,237.38413029040754,4.4213559833160575e-05,0.029583555563270015,0.020847851796452266,0.020847851796452266,228.47824655825124,0,1.0,s3_static_encirclement,M3,1
False,4.3500000000000005,inf,0.0030755046686256485,True,174.18170486494455,11950.84864148291,0.0,237.22444795991797,0.00014888162265196272,0.016209848691839862,0.012924106776693586,0.012924106776693586,228.47824655825124,0,1.0,s3_static_encirclement,M3,2
False,50.0,inf,0.8671006810503857,False,26.46715349851108,0.8841906242914827,0.08108558108558109,60.000000113479246,8.344681563684604e-19,1.040088567492021,1.634402738098824e-09,1.634402738098824e-09,30.035499531629583,838,0.0,s3_static_encirclement,M4,0
True,3.35,inf,0.8691090077510162,False,26.35013478644678,0.8536104791107222,0.08058608058608059,60.000000112524546,8.365808281216703e-19,1.040088567492021,1.6283767021674743e-09,1.6283767021674743e-09,30.068164030446404,836,0.0,s3_static_encirclement,M4,1
True,3.35,inf,0.8521469497735467,False,26.444637115065696,0.8554967026160554,0.08091908091908091,60.000000113936125,8.408753766139338e-19,1.040088567492021,1.6401848788417354e-09,1.6401848788417354e-09,30.193151738623843,835,0.0,s3_static_encirclement,M4,2
False,50.0,inf,0.8671006810503857,False,26.46715349851108,0.8841906242914827,0.08108558108558109,60.000000113479246,8.344681563684604e-19,1.040088567492021,1.634402738098824e-09,1.634402738098824e-09,30.035499531629583,838,0.0,s3_static_encirclement,M5,0
True,3.35,inf,0.8691090077510162,False,26.35013478644678,0.8536104791107222,0.08058608058608059,60.000000112524546,8.365808281216703e-19,1.040088567492021,1.6283767021674743e-09,1.6283767021674743e-09,30.068164030446404,836,0.0,s3_static_encirclement,M5,1
True,3.35,inf,0.8521469497735467,False,26.444637115065696,0.8554967026160554,0.08091908091908091,60.000000113936125,8.408753766139338e-19,1.040088567492021,1.6401848788417354e-09,1.6401848788417354e-09,30.193151738623843,835,0.0,s3_static_encirclement,M5,2
True,3.4000000000000004,inf,0.7091173533743204,False,25.269099646815164,0.39534224771157833,0.07109557109557109,60.000054437415876,3.742578095087242e-15,0.8968179784616316,4.737356014010281e-07,4.737356014010281e-07,29.08485370863953,844,0.0,s3_static_encirclement,M6,0
True,3.35,inf,0.709298543972642,False,25.10379924300753,0.39497163795090107,0.07026307026307026,60.00005649973061,4.065304012768099e-15,0.8968179784616468,4.937126735855793e-07,4.937126735855793e-07,28.98953691480254,842,0.0,s3_static_encirclement,M6,1
