scene,method,success_rate,completion_time_mean,completion_time_std,collision_rate,obs_collision_rate,agent_collision_rate,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,control_cost_mean,control_smoothness_mean,input_sat_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,dwell_geom_success_rate,dwell_success_no_collision_rate,radius_error_final_mean,success_geom_final_rate,success_no_collision_rate,gmax_reach_time_mean,time_to_inside_mean,time_to_gmax_mean,time_to_radius_mean,time_to_full_geom_mean,success_hold_time_mean,post_success_violation_count_mean,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate_mean
s3_static_encirclement,M4,0.8,12.690000000000001,20.856935297401677,0.0,0.0,0.0,inf,0.8660883620586635,60.00000011305038,8.347965588282106e-19,26.392944324955078,0.8299114567515087,0.08085248085248084,836.4,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.8,0.8,0.6599114325079789,0.0,1.0,0.0,0.0,0.0,3.37,3.37,0.8300000000000001,0.8,60.00000011305038,0.6599114325079789,1.0
s3_static_encirclement,M6,1.0,3.37,0.027386127875258393,0.0,0.0,0.0,inf,0.7111576217894783,60.00005612533649,3.991122433395051e-15,25.15378064916398,0.3806512111825764,0.07059607059607059,842.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8031820215383568,0.0,1.0,0.0,0.0,0.0,3.37,3.37,1.07,1.0,60.0003348695176,0.8031820215279379,1.0
s3_static_encirclement,M7,1.0,3.37,0.027386127875258393,0.0,0.0,0.0,inf,0.7111576217894783,60.00005612533649,3.991122433395051e-15,25.15378064916398,0.3806512111825764,0.07059607059607059,842.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8031820215383568,0.0,1.0,0.0,0.0,0.0,3.37,3.37,1.07,1.0,60.0003348695176,0.8031820215279379,1.0
s4_narrow_passage_easy,M4,0.2,15.74,0.0741619848709566,0.8,0.0,0.8,1.0836041543814248,0.2699273856221808,72.18219484438464,0.068587199592917,90.75025948039374,452.790241453578,0.00036401456058242327,0.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,1.0,0.2,2.193430184719506,0.0,0.2,22.660000000000004,21.87,22.660000000000004,18.660000000000004,32.0,16.310000000000002,0.0,89.60679675129282,2.164243441941751,0.984
s4_narrow_passage_easy,M6,0.0,15.74,0.0741619848709566,1.0,0.0,1.0,1.0837085708114422,0.20318120647571472,75.82534574323623,0.007540205222103061,99.68827427254503,1075.4826667705142,0.041549661986479455,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.5913273386136595,0.0,0.0,22.68,21.9,22.68,18.660000000000004,32.0,16.310000000000002,0.0,91.30437987067948,2.506026756673409,0.9709999999999999
s4_narrow_passage_easy,M7,0.0,16.92,0.057008771254956035,1.0,0.0,1.0,1.4115919302009725,0.19756148333800536,76.58552328053875,0.007146304919630085,94.8685803302901,946.8672445128832,0.034165366614664586,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.590279017007464,0.0,0.0,23.490000000000002,23.09,23.490000000000002,19.76,32.0,15.13,0.0,113.78212683876377,2.3773163961183257,0.867
s4_narrow_passage_hard,M4,0.6,18.380000000000003,0.057008771254956965,0.4,0.4,0.2,0.2838496945020982,0.4694865468007934,72.20069430438443,0.17612058227435026,105.75481274246923,1743.9037900684175,0.06602830974188176,0.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,0.6,1.825035720320464,0.0,0.6,23.880000000000003,23.520000000000003,23.880000000000003,20.75,60.0,41.67,0.0,72.19516373264571,1.8279496773194208,1.0
s4_narrow_passage_hard,M6,0.0,18.380000000000003,0.057008771254956965,1.0,0.4,1.0,0.2882548703355212,0.32923658882960605,73.81471024878707,0.025171882354559232,109.8674477390119,1992.9574604136808,0.0662503469331113,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.440927186726031,0.0,0.0,23.720000000000002,23.44,23.720000000000002,20.75,60.0,41.67,0.0,73.97113300149819,2.4398840292059676,1.0
s4_narrow_passage_hard,M7,0.0,27.970000000000006,0.0908295106229245,1.0,0.0,1.0,0.7311100813922693,0.31837286747667803,74.20677568382938,0.025868885529999143,110.98839814378525,2820.0732024487966,0.04784901470996392,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.4388125574783066,0.0,0.0,33.190000000000005,32.72,33.190000000000005,30.01,60.0,32.08,0.0,74.1623538634723,2.437297582591337,1.0
s4_narrow_passage_medium,M4,0.6,16.860000000000003,0.04183300132670363,0.4,0.0,0.4,0.7040056476016661,0.34795715619463197,72.20208671979005,0.09205728261977149,94.32988879383338,829.4356621377179,0.0640033291718685,0.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,0.6,2.084147214233134,0.0,0.6,23.080000000000002,22.78,23.080000000000002,19.57,40.0,23.190000000000005,0.0,72.31543767970575,2.0872098314565064,1.0
