step,time,agent,x,y,ux,uy
0,0.0,0,-7.088267075925242,-2.358001971219555,0.9659401682760111,0.25876551386934626
0,0.0,1,-7.162544420585444,-1.3786419314884486,0.9872339599068962,0.15927682900424728
0,0.0,2,-7.019886458355111,-0.489881355879052,0.9988970592975874,0.04695385791530568
0,0.0,3,-6.932556594335653,0.4686349239580615,0.9956944046271466,-0.09269656110795609
0,0.0,4,-7.061985308644113,1.2639385121534068,0.9842298931228588,-0.17689408506940082
0,0.0,5,-7.0603945825459,2.134814871412873,0.9674374332145069,-0.25311027768611066
1,0.05,0,-7.039970067511442,-2.3450636955260875,0.9663576844151585,0.2572019160664487
1,0.05,1,-7.1131827225901,-1.3706780900382363,0.9874562027749811,0.15789315200921153
1,0.05,2,-6.969941605390232,-0.4875336629832867,0.9989249660015247,0.046356360343968915
1,0.05,3,-6.882771874104296,0.4640000959026637,0.9957740462496758,-0.09183707672636272
1,0.05,4,-7.01277381398797,1.2550938078999367,0.9844728901276468,-0.17553668691163557
1,0.05,5,-7.012022710885175,2.1221593575285675,0.9678115732128838,-0.25167589993772976
2,0.1,0,-6.991652183290684,-2.332203599722765,0.9667755144721525,0.2556268852700841
2,0.1,1,-7.063809912451351,-1.3627834324377757,0.987676879315344,0.15650681108225542
2,0.1,2,-6.919995357090156,-0.48521584496608827,0.9989524032954992,0.04576129144344269
2,0.1,3,-6.8329831717918115,0.45940824206634556,0.9958529385922852,-0.09097760461897357
2,0.1,4,-6.963550169481588,1.246316973554355,0.9847148932593074,-0.17417399013766832
2,0.1,5,-6.9636321322245305,2.109575562531681,0.9681864338642376,-0.25022995251315183
3,0.15000000000000002,0,-6.943313407567077,-2.3194222554592607,0.9671935617985095,0.25404057524452284
3,0.15000000000000002,1,-7.014426068485584,-1.3549580918836628,0.9878959384016942,0.15511806708976966
3,0.15000000000000002,2,-6.870047736925381,-0.48292778039391615,0.9989793713745413,0.04516874374426212
3,0.15000000000000002,3,-6.7831905248621975,0.4548593618353969,0.9959310675730804,-0.09011830272920471
3,0.15000000000000002,4,-6.914314424818622,1.2376082740474714,0.9849558421312092,-0.17280621776337324
3,0.15000000000000002,5,-6.9152228105313185,2.0970640649060237,0.9685619333701089,-0.2487725488855799
4,0.2,0,-6.894953729477152,-2.306720226697035,0.9676117284304736,0.25244314777409627
4,0.2,1,-6.965031271565499,-1.3472021885291743,0.9881133301207871,0.15372718264764892
4,0.2,2,-6.820098768356654,-0.48066934320670307,0.9990058706842618,0.044578808648419684
4,0.2,3,-6.733393971483544,0.4503534466989366,0.9960084197520402,-0.08925932794947311
4,0.2,4,-6.865066632712062,1.2289679631593027,0.9851956770493402,-0.17143359579799677
4,0.2,5,-6.866794713862813,2.0846254374617446,0.9689379886457888,-0.24730380913135372
5,0.25,0,-6.846573143055628,-2.29409806930833,0.9680299151837837,0.25083477263489024
5,0.25,1,-6.91562560505946,-1.339515829396792,0.9883290058190505,0.15233442192357335
5,0.25,2,-6.770148474822441,-0.47844040277428207,0.9990319019170881,0.043991576384783654
5,0.25,3,-6.683593550495941,0.44589048030146294,0.9960849823368335,-0.08840083599616778
5,0.25,4,-6.815806848859595,1.2203962833694029,0.9854343390715244,-0.17005635307861433
5,0.25,5,-6.818347814430523,2.0722602470051767,0.9693145153875068,-0.24582385992824268
6,0.30000000000000004,0,-6.798171647296439,-2.281556330676586,0.9684480217516851,0.24921562755564275
6,0.30000000000000004,1,-6.866209154768507,-1.3318991083006133,0.9885429181471661,0.1509400504371573
6,0.30000000000000004,2,-6.720196879726586,-0.4762408239550429,0.9990574660082474,0.0434071359659082
6,0.30000000000000004,3,-6.6337893013791,0.44147043850165457,0.9961607431876273,-0.08754298128603527
6,0.30000000000000004,4,-6.766535131906019,1.211893465715472,0.9856717700656857,-0.16867472109960624
6,0.30000000000000004,5,-6.769882088661148,2.0599690540087647,0.969691428142445,-0.24433283454557225
7,0.35000000000000003,0,-6.749749246208855,-2.269095549298804,0.9688659468060163,0.24758589816775983
7,0.35000000000000003,1,-6.816782008861148,-1.3243521057787555,0.9887550211025152,0.14954433485828564
7,0.35000000000000003,2,-6.670244006426174,-0.4740704671567475,0.9990825641315074,0.042825575146295654
7,0.35000000000000003,3,-6.583981264219719,0.4370932894373528,0.9962356908208858,-0.08668591681421431
7,0.35000000000000003,4,-6.7172515434027344,1.2034597296604919,0.98590791276703,-0.16728893383740157
7,0.35000000000000003,5,-6.721397517254026,2.0477524122814863,0.9700686403814834,-0.2428308728260351
8,0.4,0,-6.701305948868554,-2.256716254390416,0.9692835881011811,0.24594577794437741
8,0.4,1,-6.767344257806022,-1.3168748890358413,0.9889652700694156,0.14814754280395873
8,0.4,2,-6.620289878219598,-0.4719291883994327,0.9991071976946825,0.04224698038216661
8,0.4,3,-6.534169479678674,0.4327589935966421,0.9963098144121574,-0.08582979403415596
8,0.4,4,-6.667956147764383,1.1950952829686219,0.9861427108340265,-0.1658992275707564
8,0.4,5,-6.672894085234952,2.0356108686401844,0.9704460645745708,-0.24131812115905465
9,0.45,0,-6.652841769463495,-2.244418965493197,0.969700842580816,0.24429546812842964
9,0.45,1,-6.717895994302552,-1.3094675118956434,0.9891736218570756,0.14674994263398047
9,0.45,2,-6.570334518334864,-0.46981683938032437,0.9991313683349166,0.04167143679279145
9,0.45,3,-6.484353988958066,0.4284675038949343,0.9963831037978509,-0.08497476273965825
9,0.45,4,-6.618649012222682,1.186800321590084,0.9863761089030632,-0.16450584069684704
9,0.45,5,-6.624371782006223,2.0235449625822315,0.9708236122686131,-0.23979473244558283
