success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,k_s,k_t,r0,topo_rho_floor
True,15.9,0.9556159039587531,0.5329451603975316,False,91.2890629974271,474.7262906248866,0.01924076963078523,72.38689890265793,0.13465688077840773,0.8318835062750747,0.005062987062487475,0.005062987062487475,117.35694453664453,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9681164937249251,False,True,21.75,21.75,21.75,18.6,32.0,16.150000000000002,0,92.49796734674153,1.9376779282001309,1.0,s4_narrow_passage_easy,M4,20,3.4,1.4,1.8,0.65
True,15.8,0.8611075707745632,0.4321191128612277,False,91.30998725754947,461.1227292487043,0.038221528861154444,72.34322282200998,0.12906370346612214,0.8353306255314773,0.009566709145910597,0.009566709145910597,117.24225591082359,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9646693744685226,False,True,21.900000000000002,21.700000000000003,21.900000000000002,18.650000000000002,32.0,16.25,0,91.39773067547516,1.9376304845408694,0.995,s4_narrow_passage_easy,M4,21,3.4,1.4,1.8,0.65
True,15.350000000000001,0.9427053434184192,0.29252023307002667,False,91.57558398005887,404.45480784868556,0.028341133645345813,72.29874709435813,0.12797845124867088,0.8360008221834042,0.010938895417384669,0.010938895417384669,116.69821445072671,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9639991778165955,False,True,22.05,21.75,22.05,18.400000000000002,32.0,16.7,0,84.68441034797063,1.9458906072654114,1.0,s4_narrow_passage_easy,M4,22,3.4,1.4,1.8,0.65
True,15.850000000000001,0.9374458485914694,0.4994765477516991,False,91.358561826218,476.25640431638067,0.02470098803952158,72.35911657867246,0.13004512515007483,0.8347209238872365,0.008207834813615542,0.008207834813615542,117.36267527906855,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9652790761127634,False,True,22.1,21.400000000000002,22.1,18.55,32.0,16.2,0,91.98498897271831,1.9391527837548126,1.0,s4_narrow_passage_easy,M4,23,3.4,1.4,1.8,0.65
True,15.850000000000001,0.9650717260583139,0.5135264546570152,False,91.4210386161543,476.8087556342672,0.022880915236609463,72.36404006962348,0.13010837489737043,0.8346817623258511,0.008135415260873297,0.008135415260873297,117.36933693842403,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9653182376741487,False,True,22.1,21.400000000000002,22.1,18.55,32.0,16.2,0,92.00922546194947,1.939206004863866,1.0,s4_narrow_passage_easy,M4,24,3.4,1.4,1.8,0.65
True,15.850000000000001,0.9479331673496518,0.5230923831998796,False,91.37702006565797,472.3678252059258,0.0234009360374415,72.39222959695964,0.1343457875145339,0.8320732127600609,0.005036334116051034,0.005036334116051034,117.26469275389773,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9679267872399389,False,True,21.650000000000002,21.35,21.650000000000002,18.55,32.0,16.2,0,92.03161063377718,1.9392132528646238,1.0,s4_narrow_passage_easy,M4,25,3.4,1.4,1.8,0.65
True,15.8,0.9397663077984126,0.4748689003208288,False,91.58367023260553,471.49319042481795,0.022880915236609463,72.34442450490918,0.12948005437183877,0.8350698518418426,0.008723878014783854,0.008723878014783854,117.43780669989172,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9649301481581571,False,True,21.6,21.400000000000002,21.6,18.5,32.0,16.25,0,91.29739121229046,1.9403769042783767,1.0,s4_narrow_passage_easy,M4,26,3.4,1.4,1.8,0.65
True,15.850000000000001,0.9625174960372216,0.5083675980427069,False,91.06770131018311,476.42012415589716,0.0234009360374415,72.3854058151177,0.1303251350672612,0.8345482107804485,0.007973542846308648,0.007973542846308648,117.11227748204894,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9654517892195513,False,True,21.5,21.400000000000002,21.5,18.6,32.0,16.2,0,92.27798972173287,1.9385541855481594,1.0,s4_narrow_passage_easy,M4,27,3.4,1.4,1.8,0.65
True,15.950000000000001,0.9283803841487508,0.5318186003609534,False,91.11218147782847,477.20157466269137,0.02236089443577743,72.45614988407144,0.13356619609303516,0.8325533860285694,0.0056541199787639735,0.0056541199787639735,117.33614994567576,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9674466139714304,False,True,22.35,21.450000000000003,22.35,18.650000000000002,32.0,16.1,0,93.36911988553443,1.9362720402746836,0.995,s4_narrow_passage_easy,M4,28,3.4,1.4,1.8,0.65
True,15.350000000000001,0.9472621802781869,0.2912724834799914,False,90.82542241416775,370.1557248877365,0.03692147685907436,72.67621663308611,0.1374512099667343,0.830149247473941,0.005458802158703294,0.005458802158703294,116.01620159999021,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.969850752526059,False,True,22.05,21.8,22.05,18.400000000000002,32.0,16.7,0,84.25238497018766,1.9443409558301523,1.0,s4_narrow_passage_easy,M4,29,3.4,1.4,1.8,0.65
True,15.65,0.9545336489138587,0.36685853019509573,False,91.57031098291485,453.287947275006,0.02574102964118565,72.26487808899631,0.1368251200092331,0.8305569600478789,0.0043734750708674,0.0043734750708674,116.95519610651704,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9694430399521208,False,True,21.75,21.6,21.75,18.5,32.0,16.400000000000002,0,89.00461813243241,1.942531410133922,0.995,s4_narrow_passage_easy,M4,30,3.4,1.4,1.8,0.65
True,15.700000000000001,0.9473946804796372,0.43794739629426443,False,91.33873907731439,470.97433955670374,0.02002080083203328,72.32485520211884,0.12891406167081393,0.8354187153645247,0.009158841870224841,0.009158841870224841,117.04928583506901,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.964581284635475,False,True,21.6,21.5,21.6,18.45,32.0,16.35,0,89.96286712865484,1.9431155275833774,1.0,s4_narrow_passage_easy,M4,31,3.4,1.4,1.8,0.65
True,15.700000000000001,0.8905671399152197,0.4204227162815523,False,91.28437321812527,462.84704749349504,0.0358814352574103,72.3353359237212,0.13637925180877988,0.830830408570494,0.004576175476098457,0.004576175476098457,117.1172223237049,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9691695914295058,False,True,21.85,21.55,21.85,18.55,32.0,16.35,0,90.51276737791875,1.9397039583578208,1.0,s4_narrow_passage_easy,M4,32,3.4,1.4,1.8,0.65
True,15.8,0.834482191761587,0.33868963489982734,False,91.07687198526816,440.08377176966053,0.02782111284451378,72.12556867364405,0.13773235404685938,0.8300046691623306,0.004935463670750851,0.004935463670750851,116.89715312833661,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9699953308376692,False,True,22.150000000000002,21.75,22.150000000000002,18.55,32.0,16.25,0,88.55668609350468,1.9414508790745537,0.99,s4_narrow_passage_easy,M4,33,3.4,1.4,1.8,0.65
True,15.65,0.9310973244614131,0.38711933045829794,False,91.29667293495478,461.3161186214478,0.031461258450338016,72.27648058833783,0.12839605224306358,0.8357403230176664,0.009826586716714322,0.009826586716714322,116.93512866396874,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9642596769823335,False,True,21.6,21.5,21.6,18.45,32.0,16.400000000000002,0,89.02850266246558,1.943672612895383,0.995,s4_narrow_passage_easy,M4,34,3.4,1.4,1.8,0.65
True,15.850000000000001,0.972267116056877,0.5094271862132296,False,91.24682324346895,477.77084294054555,0.015340613624544981,72.39274810077188,0.13046693697065487,0.8344603025292434,0.007793137501604007,0.007793137501604007,117.33420702731536,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9655396974707564,False,True,22.200000000000003,21.700000000000003,22.200000000000003,18.55,32.0,16.2,0,92.27750261283386,1.9389403528852562,1.0,s4_narrow_passage_easy,M4,35,3.4,1.4,1.8,0.65
True,15.5,0.9275994780345873,0.3106443401691663,False,91.5276724275804,435.11912002517374,0.036401456058242326,72.32152714143614,0.1373093195121469,0.8302562911351731,0.004496533054857607,0.004496533054857607,116.96025437530272,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9697437088648266,False,True,22.150000000000002,21.700000000000003,22.150000000000002,18.45,32.0,16.55,0,87.67331759108875,1.944316841885158,0.995,s4_narrow_passage_easy,M4,36,3.4,1.4,1.8,0.65
True,15.850000000000001,0.9641771907618382,0.4561953275755179,False,91.6167929568625,467.1211812534371,0.02470098803952158,72.34810563935466,0.12929107339267332,0.8351884977329931,0.009146584624376635,0.009146584624376635,117.43207006586799,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9648115022670067,False,True,21.5,21.5,21.5,18.6,32.0,16.2,0,91.47243813764526,1.938639320291333,0.995,s4_narrow_passage_easy,M4,37,3.4,1.4,1.8,0.65
True,15.700000000000001,0.8022977578741051,0.5500479895864533,False,90.41948224617732,413.9703562714847,0.03692147685907436,72.50863575204032,0.13729015415661275,0.8302506639623459,0.0053438277515525405,0.0053438277515525405,116.79984994711921,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.969749336037654,False,True,22.150000000000002,21.700000000000003,22.150000000000002,18.6,32.0,16.35,0,88.1447506813941,1.9402225973613605,1.0,s4_narrow_passage_easy,M4,38,3.4,1.4,1.8,0.65
True,15.75,0.9575930732069566,0.41365986961563783,False,91.60716820760523,463.27363084848986,0.028341133645345813,72.32600949518127,0.13641358058601963,0.8308088734307976,0.004493799549187939,0.004493799549187939,117.25057364769434,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9691911265692021,False,True,21.55,21.55,21.55,18.55,32.0,16.3,0,90.17452206067641,1.940571276667285,1.0,s4_narrow_passage_easy,M4,39,3.4,1.4,1.8,0.65
True,16.3,1.054295255960565,0.5924714094201801,False,90.18962582955336,459.4610958998479,0.0062402496099844,72.55343462899317,0.13194047443720314,0.833560203010736,0.007581272906250657,0.007581272906250657,117.3064163813975,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9664397969892637,False,True,21.700000000000003,21.700000000000003,21.700000000000003,18.95,32.0,15.75,0,96.12769725984396,1.9251404766198874,0.98,s4_narrow_passage_easy,M5,10,3.4,1.4,1.8,0.65
True,16.1,1.0405831663385805,0.3783632562980617,False,89.90944173725855,442.7138921688821,0.005980239209568383,72.32690410648533,0.12895431419406342,0.8354032387444232,0.010332259079637,0.010332259079637,116.76904823535995,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9645967612555766,False,True,22.0,21.900000000000002,22.0,18.75,32.0,15.950000000000001,0,91.78949340518771,1.9334078050293317,0.995,s4_narrow_passage_easy,M5,11,3.4,1.4,1.8,0.65
True,16.2,1.064484732688534,0.5501329490618042,False,90.14665042201473,466.8485169216717,0.007280291211648466,72.53285205409503,0.13279643704478558,0.8330313667936841,0.006664510007617277,0.006664510007617277,117.21544411401283,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9669686332063159,False,True,22.35,21.650000000000002,22.35,18.85,32.0,15.850000000000001,0,95.59744685236285,1.9284429765290947,0.99,s4_narrow_passage_easy,M5,12,3.4,1.4,1.8,0.65
True,15.65,1.0324750516044539,0.29146364810425657,False,89.72350284549469,366.1491543141147,0.0046801872074883,72.56187819086388,0.127921719581187,0.8360370081801797,0.012016545344456094,0.012016545344456094,115.78129444099025,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.96396299181982,False,True,22.25,21.950000000000003,22.25,18.6,32.0,16.400000000000002,0,85.52970851146445,1.9401728054197789,1.0,s4_narrow_passage_easy,M5,13,3.4,1.4,1.8,0.65
True,15.75,1.0642835847655152,0.34908059131450964,False,90.5661493544136,440.5519920134109,0.0015600624024961,72.29074914953074,0.1353203853018949,0.8314830462917503,0.004269894153634373,0.004269894153634373,116.81407391136582,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9685169537082494,False,True,22.05,21.85,22.05,18.650000000000002,32.0,16.3,0,89.96345442395894,1.9375546558794456,0.995,s4_narrow_passage_easy,M5,14,3.4,1.4,1.8,0.65
True,16.25,1.079992421888384,0.5006916729109656,False,90.66226014081059,469.9604108808629,0.0039001560062402497,72.53501982120211,0.13169627485845473,0.8337094036421284,0.007597271255851668,0.007597271255851668,117.614752872758,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9662905963578714,False,True,22.1,21.650000000000002,22.1,18.900000000000002,32.0,15.8,0,96.10322213936213,1.9271084485549264,0.985,s4_narrow_passage_easy,M5,15,3.4,1.4,1.8,0.65
True,16.1,1.0490906545668754,0.49806766157395793,False,90.32276073772847,464.4624740899354,0.0,72.38426878830514,0.1351561035293459,0.8315827631260673,0.005345301954911104,0.005345301954911104,117.3124519831079,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9684172368739326,False,True,22.150000000000002,21.75,22.150000000000002,18.8,32.0,15.950000000000001,0,93.9360607723409,1.931637789833582,0.99,s4_narrow_passage_easy,M5,16,3.4,1.4,1.8,0.65
True,16.25,1.0589601697046116,0.532200742452082,False,90.84662288569835,459.8409319171471,0.0,72.5421019072687,0.131853745751727,0.8336122297099146,0.0072579903462719805,0.0072579903462719805,117.65578841797353,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9663877702900852,False,True,21.650000000000002,21.650000000000002,21.650000000000002,18.900000000000002,32.0,15.8,0,95.31617671125233,1.9272922764813385,0.975,s4_narrow_passage_easy,M5,17,3.4,1.4,1.8,0.65
True,16.2,1.0788966312437402,0.5375520100035517,False,90.35416881867745,468.0972282986005,0.0078003120124804995,72.46103031264865,0.13441524633924726,0.8320375168317629,0.005751586404358215,0.005751586404358215,117.32313805980196,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.967962483168237,False,True,22.150000000000002,21.650000000000002,22.150000000000002,18.85,32.0,15.850000000000001,0,95.01818466426826,1.9293341004566589,0.985,s4_narrow_passage_easy,M5,18,3.4,1.4,1.8,0.65
True,15.8,0.947733200824898,0.43714002304760696,False,90.72355852395711,456.3611306279549,0.003640145605824233,72.36149038453567,0.12915991800792867,0.8352745924695576,0.009858235628342807,0.009858235628342807,117.36365573196431,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9647254075304423,False,True,22.0,21.700000000000003,22.0,18.75,32.0,16.25,0,92.81061853391981,1.9329512907491135,0.99,s4_narrow_passage_easy,M5,19,3.4,1.4,1.8,0.65
True,16.2,1.0613817879318699,0.44191768108283347,False,90.39220647557337,459.8811004443585,0.004420176807072283,72.39365919661432,0.135495549347772,0.8313772365484251,0.00538427882607926,0.00538427882607926,117.30277719429986,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9686227634515747,False,True,21.950000000000003,21.85,21.950000000000003,18.85,32.0,15.850000000000001,0,94.01397966319755,1.929842079886349,0.99,s4_narrow_passage_easy,M5,20,3.4,1.4,1.8,0.65
True,16.150000000000002,0.999748039459095,0.4549767546050246,False,90.35590558615273,453.1748308457152,0.014040561622464899,72.3813638365304,0.12954795814954104,0.8350376386640113,0.009816675548678301,0.009816675548678301,117.25618424849597,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9649623613359886,False,True,21.8,21.8,21.8,18.900000000000002,32.0,15.9,0,94.3792651207458,1.927822992215747,0.98,s4_narrow_passage_easy,M5,21,3.4,1.4,1.8,0.65
True,15.700000000000001,1.0607836800589072,0.293239336601068,False,90.68606203608711,401.4653422045356,0.004420176807072283,72.11169134853199,0.13740360891722406,0.830209515024744,0.005269728018528495,0.005269728018528495,116.69583989978625,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9697904849752557,False,True,22.3,22.0,22.3,18.650000000000002,32.0,16.35,0,86.06053128638327,1.939841600564824,1.0,s4_narrow_passage_easy,M5,22,3.4,1.4,1.8,0.65
True,16.150000000000002,1.0327066563446619,0.4994765477516991,False,90.38101175034507,463.01959105382406,0.0013000520020800832,72.44653280763906,0.1345412736489204,0.8319593584324437,0.005637080354923241,0.005637080354923241,117.30371844310261,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9680406415675562,False,True,22.05,21.6,22.05,18.8,32.0,15.9,0,94.24367906377557,1.9305630118180408,0.99,s4_narrow_passage_easy,M5,23,3.4,1.4,1.8,0.65
True,16.150000000000002,1.0828002816417146,0.5197220463427829,False,90.4511858998658,466.6554979174997,0.0,72.4267230986967,0.1347573973525809,0.8318272524721132,0.005540105092117861,0.005540105092117861,117.32136005602182,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9681727475278867,False,True,22.35,21.75,22.35,18.8,32.0,15.9,0,94.46328621536661,1.9305707041286966,0.99,s4_narrow_passage_easy,M5,24,3.4,1.4,1.8,0.65
True,16.150000000000002,1.061864165651976,0.5230923831998796,False,90.46048639805342,469.35727516253286,0.0020800832033281333,72.49071354164151,0.13112335730422406,0.8340605715800226,0.007851911939901547,0.007851911939901547,117.28638711316609,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9659394284199774,False,True,22.1,21.6,22.1,18.8,32.0,15.9,0,94.78610950927276,1.9305182486841028,0.985,s4_narrow_passage_easy,M5,25,3.4,1.4,1.8,0.65
True,16.150000000000002,1.06313468649395,0.4416265553055424,False,90.54794940323984,455.03164837500026,0.00078003120124805,72.37932311944175,0.13582017778698016,0.8311778500917549,0.005156255826585858,0.005156255826585858,117.34699715964946,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9688221499082448,False,True,21.950000000000003,21.85,21.950000000000003,18.8,32.0,15.9,0,93.03727114899168,1.9321379406038293,0.99,s4_narrow_passage_easy,M5,26,3.4,1.4,1.8,0.65
True,16.150000000000002,1.0713107659040406,0.5083675980427069,False,90.13637982735742,466.2835304279062,0.0075403016120644826,72.44719791273101,0.1345449400800107,0.8319575890797076,0.005654573528759565,0.005654573528759565,117.08716898283885,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.968042410920292,False,True,22.450000000000003,21.75,22.450000000000003,18.8,32.0,15.9,0,94.71741160872828,1.9300620056066347,0.99,s4_narrow_passage_easy,M5,27,3.4,1.4,1.8,0.65
True,16.2,1.0424730497828536,0.5318186003609534,False,90.2566740093333,465.36331984046745,0.004420176807072283,72.53724246580883,0.13281607026332307,0.8330196285900002,0.0067131512108200035,0.0067131512108200035,117.31217657443538,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9669803714099996,False,True,21.75,21.650000000000002,21.75,18.85,32.0,15.850000000000001,0,95.82821559489847,1.9278635480115742,0.98,s4_narrow_passage_easy,M5,28,3.4,1.4,1.8,0.65
True,15.65,1.0767177846247606,0.29144950678185233,False,90.01614576802825,372.7230174129747,0.005200208008320333,72.6417729977027,0.1341980180178865,0.832158259158751,0.008258723271111308,0.008258723271111308,116.08449550344639,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9678417408412487,False,True,22.3,22.0,22.3,18.650000000000002,32.0,16.400000000000002,0,86.3365017229219,1.9384138532971043,1.0,s4_narrow_passage_easy,M5,29,3.4,1.4,1.8,0.65
True,16.05,1.0857363712189323,0.3733078247609596,False,90.52131880311761,443.8673548145932,0.002860114404576183,72.31716049393734,0.12899220575221929,0.8353796248652147,0.010320308217127374,0.010320308217127374,116.95875265960626,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.964620375134785,False,True,22.1,21.900000000000002,22.1,18.75,32.0,16.0,0,91.35513919021956,1.933937382070431,0.99,s4_narrow_passage_easy,M5,30,3.4,1.4,1.8,0.65
True,16.05,1.073512730770425,0.4147125038997584,False,90.27593940827875,455.2201893398822,0.0,72.34052780627282,0.12898968904861877,0.8353785740611549,0.009913575970154666,0.009913575970154666,116.95406199401268,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9646214259388448,False,True,22.0,21.700000000000003,22.0,18.7,32.0,16.0,0,91.73855693904996,1.9355807036968518,0.99,s4_narrow_passage_easy,M5,31,3.4,1.4,1.8,0.65
True,16.0,1.0267407626917358,0.4331278634865583,False,90.30006756001876,444.96348867606196,0.009880395215808632,72.37028011424249,0.12904444516867264,0.835347560825011,0.01010032003984717,0.01010032003984717,117.01209216181572,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9646524391749889,False,True,22.200000000000003,21.85,22.200000000000003,18.8,32.0,16.05,0,93.19292464943268,1.9311037594672056,0.985,s4_narrow_passage_easy,M5,32,3.4,1.4,1.8,0.65
True,16.150000000000002,0.9878225236482288,0.33777131931846877,False,89.99458294249597,429.51112296883844,0.00858034321372855,72.22614985999196,0.12793234767656947,0.8360403761563205,0.011622884817963367,0.011622884817963367,116.8459521864838,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9639596238436794,False,True,22.5,22.05,22.5,18.85,32.0,15.9,0,91.83968212567838,1.9317999712691978,0.995,s4_narrow_passage_easy,M5,33,3.4,1.4,1.8,0.65
True,16.05,1.0536156434844197,0.39514637409445313,False,90.12172912932766,449.4606049768335,0.006760270410816433,72.32951488725595,0.12895895194255655,0.8353990289665877,0.010155648086386526,0.010155648086386526,116.87839692139468,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9646009710334122,False,True,21.900000000000002,21.8,21.900000000000002,18.75,32.0,16.0,0,91.64474454955842,1.934624364780629,0.99,s4_narrow_passage_easy,M5,34,3.4,1.4,1.8,0.65
True,16.150000000000002,1.0917237070190273,0.5094271862132296,False,90.36055849065458,465.8914857060728,0.0,72.42114984679989,0.1347852568597523,0.8318097789668197,0.005495774279369814,0.005495774279369814,117.28668122389828,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.96819022103318,False,True,21.950000000000003,21.85,21.950000000000003,18.8,32.0,15.9,0,94.27480226727434,1.9311146096255292,0.995,s4_narrow_passage_easy,M5,35,3.4,1.4,1.8,0.65
True,15.8,1.0227663583492044,0.32215024050303104,False,90.47883347034781,433.41132676510546,0.009880395215808632,72.25244567202094,0.1370459485687728,0.8304298870467556,0.005068697479815255,0.005068697479815255,116.97961371440736,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9695701129532441,False,True,22.35,21.950000000000003,22.35,18.75,32.0,16.25,0,90.18692595422995,1.9356523183486187,0.99,s4_narrow_passage_easy,M5,36,3.4,1.4,1.8,0.65
