success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,speed_scale,t_pred,variant
False,9.4,inf,0.5655624330689045,True,103.30662826488799,0.0521168252901366,0.1273938384679434,271.41758582700913,0.2918906306028775,2.084782540931982,1.8587205670722335,2.2468245100861868,176.93192422838632,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152174590680178,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,271.4198343555289,0.7152145731074705,0.0,s6_fast_target,M7,26,0.5,1.0,c_like
False,9.4,inf,0.572286706255528,True,103.22594510468099,0.06975379126656867,0.12975298362475715,271.41557855948594,0.29188517472330394,2.084780677571612,1.8587158649312736,2.246820201065253,176.76431169938132,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152193224283878,False,False,60.0,60.0,60.0,7.95,60.0,50.650000000000006,0,271.41586111929917,0.7152187110322527,0.0,s6_fast_target,M7,27,0.5,1.0,c_like
False,9.4,inf,0.5664853811084515,True,103.49119801449193,0.07565170307080261,0.1301693033583125,271.4158767700921,0.2918858726914648,2.0847807029754044,1.8587162223711768,2.246820456493705,176.9657211592223,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152192970245954,False,False,60.0,60.0,60.0,7.95,60.0,50.650000000000006,0,271.41627408574357,0.7152191435176688,0.0,s6_fast_target,M7,28,0.5,1.0,c_like
False,9.450000000000001,inf,0.5715130702837821,True,103.36958426081551,0.06750800250391494,0.13141826255897862,271.41638714307226,0.2918873952719844,2.0847814776056177,1.8587178263957584,2.2468220115278252,176.8994241430297,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152185223943821,False,False,60.0,60.0,60.0,8.0,60.0,50.6,0,271.41749778745344,0.715216821255478,0.0,s6_fast_target,M7,29,0.5,1.0,c_like
False,9.450000000000001,inf,0.5795034034664291,True,103.42695970097348,0.058048699134492995,0.12975298362475715,271.41537101531617,0.2918845847474177,2.0847804270160566,1.85871530021811,2.2468196670571094,176.94126132529135,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152195729839432,False,False,60.0,60.0,60.0,8.05,60.0,50.6,0,271.4154094163966,0.7152193834504362,0.0,s6_fast_target,M7,30,0.5,1.0,c_like
False,9.35,inf,0.5678969202656067,True,103.0187488721298,0.07521633752460442,0.1298917568692756,271.4153763966408,0.29188460539507594,2.0847804447319542,1.8587153301955235,2.246819697587903,176.62647075021948,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152195552680456,False,False,60.0,60.0,60.0,7.9,60.0,50.7,0,271.4154297212262,0.7152193092214029,0.0,s6_fast_target,M7,31,0.5,1.0,c_like
False,9.5,inf,0.601721327212064,True,103.31245520542289,0.0572461682460303,0.12725506522342492,271.69975621674763,0.29268253092243696,2.0850851160732087,1.8594372239738495,2.247499463467372,176.79299316027235,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7149148839267911,False,False,60.0,60.0,60.0,8.0,60.0,50.550000000000004,0,272.0078653658001,0.7145627454986396,0.0,s6_fast_target,M7,32,0.5,1.0,c_like
False,9.450000000000001,inf,0.5804677792677705,True,103.3008725110613,0.05691251750079972,0.12711629197890648,271.41565529116406,0.29188539732179253,2.0847807781629313,1.8587160848440427,2.2468204095947732,176.76819924091043,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152192218370685,False,False,60.0,60.0,60.0,8.0,60.0,50.6,0,271.41603533324036,0.7152184102414105,0.0,s6_fast_target,M7,33,0.5,1.0,c_like
False,9.3,inf,0.5741305628231231,True,103.27560380247314,0.06698088716107961,0.1273938384679434,271.4272151460655,0.2919170536972709,2.08479200480905,1.858743839433347,2.2468459873944715,176.84517920759947,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.71520799519095,False,False,60.0,60.0,60.0,7.9,60.0,50.75,0,271.4392778178198,0.7151925796286982,0.0,s6_fast_target,M7,34,0.5,1.0,c_like
False,9.4,inf,0.5776596219596455,True,103.4023624608574,0.06636122128287138,0.13030807660283097,283.9223066853752,0.3117779067856056,2.073424950629077,1.8519665997205963,2.240070030464435,176.91464599138578,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7265750493709229,False,False,60.0,60.0,60.0,7.95,60.0,50.650000000000006,0,284.0624482236409,0.7263837661606825,0.0,s6_fast_target,M7,35,0.5,1.0,c_like
False,9.5,inf,0.5768690851435119,True,103.23010780554007,0.0589098377310283,0.12905911740216486,271.42265480735455,0.29190440028250747,2.0847872191834953,1.8587324050188057,2.246835351010877,176.80584432852135,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152127808165045,False,False,60.0,60.0,60.0,8.0,60.0,50.550000000000004,0,271.42985168328033,0.7152042462420991,0.0,s6_fast_target,M7,36,0.5,1.0,c_like
False,9.55,inf,0.5777566153006025,True,103.50495768170848,0.04582789031179166,0.12878157091312795,271.4158964972955,0.29188602659591834,2.0847809494625564,1.8587165775209562,2.246820850557331,177.0791475449074,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152190505374434,False,False,60.0,60.0,60.0,8.1,60.0,50.5,0,271.4164703380406,0.7152182043211545,0.0,s6_fast_target,M7,37,0.5,1.0,c_like
False,9.35,inf,0.5693132670366692,True,103.3838104736302,0.0732075216103959,0.12933666389120177,271.41630700130844,0.2918869977946109,2.084781005869106,1.8587170989156687,2.2468212338548836,176.8180883674296,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7152189941308937,False,False,60.0,60.0,60.0,7.95,60.0,50.7,0,271.41705551200914,0.7152186872113445,0.0,s6_fast_target,M7,38,0.5,1.0,c_like
False,9.450000000000001,inf,0.5796136770856428,True,103.65530271627182,0.0783907279299531,0.12822647793505412,271.47023543427696,0.2920305162862799,2.084823673225357,1.8588334150232253,2.246925848173153,176.88697024262177,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7151763267746429,False,False,60.0,60.0,60.0,8.0,60.0,50.6,0,271.51858263225824,0.7151399659926798,0.0,s6_fast_target,M7,39,0.5,1.0,c_like
False,9.450000000000001,inf,0.5744230085294953,True,103.93531873253417,0.0665715004496181,0.1325284485151263,268.1463376225609,0.28531186146341453,2.0424359483390235,1.8069952737879855,2.3115307531175286,177.34076519675034,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575640516609763,False,False,60.0,60.0,60.0,8.0,60.0,50.6,0,268.14723495153595,0.7575621648309734,0.0,s6_fast_target,M7,10,0.5,1.3,c_like
False,9.3,inf,0.5729042439379205,True,103.48119800951909,0.09247053237586515,0.12836525117957256,268.1468424100862,0.2853127866691631,2.0424356110041217,1.8069953584690683,2.3115304092552322,176.79501260729631,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575643889958781,False,False,60.0,60.0,60.0,7.8500000000000005,60.0,50.75,0,268.1477305855054,0.7575642049383419,0.0,s6_fast_target,M7,11,0.5,1.3,c_like
False,9.35,inf,0.5736922110075342,True,103.72873747457814,0.0735451830185311,0.12947543713572024,268.1456642789484,0.28531001774881776,2.042435028521709,1.8069932854931468,2.3115289378182395,177.14024739119236,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575649714782906,False,False,60.0,60.0,60.0,7.9,60.0,50.7,0,268.14571845580724,0.7575647627032344,0.0,s6_fast_target,M7,12,0.5,1.3,c_like
False,9.35,inf,0.5823654870390361,True,103.12577021639086,0.05774187825787035,0.12850402442409103,279.11577437954435,0.30187886456386465,2.0295492447975825,1.7972526747516053,2.301786909836207,176.7510905058205,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7704507552024173,False,False,60.0,60.0,60.0,7.9,60.0,50.7,0,279.142822621643,0.7704105325702116,0.0,s6_fast_target,M7,13,0.5,1.3,c_like
False,9.3,inf,0.5750855805458774,True,103.67391198503748,0.06098835110352158,0.12781015820149874,268.1506195752689,0.28532200178735395,2.042438263719753,1.8070030747862236,2.3115364549168254,177.12832322878253,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575617362802469,False,False,60.0,60.0,60.0,8.0,60.0,50.75,0,268.1546504312693,0.7575595909405612,0.0,s6_fast_target,M7,14,0.5,1.3,c_like
False,9.4,inf,0.5706635246117907,True,104.33904057680384,0.08256139074178236,0.1315570358034971,279.13518844239945,0.3019097574733888,2.0295799804930748,1.7973033379639962,2.3018369728810595,177.56135684567684,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7704200195069251,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,279.18402201751326,0.7703452351826923,0.0,s6_fast_target,M7,15,0.5,1.3,c_like
False,9.35,inf,0.5700735701784481,True,103.50036600177577,0.05740508008260405,0.12905911740216486,279.11286689474224,0.3018742869729603,2.029544847352485,1.7972453455786797,2.301779726126164,177.0050756022515,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7704551526475147,False,False,60.0,60.0,60.0,7.9,60.0,50.7,0,279.13728384732457,0.7704187539122731,0.0,s6_fast_target,M7,16,0.5,1.3,c_like
False,9.5,inf,0.5674243836744103,True,104.2161880234738,0.05001481093865537,0.13030807660283097,268.23068083674855,0.2855237356826461,2.042507886267851,1.80718496521479,2.31168729987042,177.54612072988263,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7574921137321486,False,False,60.0,60.0,60.0,8.1,60.0,50.550000000000004,0,268.3098474759042,0.7574137859042247,0.0,s6_fast_target,M7,17,0.5,1.3,c_like
False,9.4,inf,0.5671754503918105,True,103.53176068870262,0.05330882816265508,0.1279489314460172,268.14724055725173,0.28531414177596176,2.0424367614444243,1.8069973626660387,2.3115324988747323,177.10147063190465,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575632385555755,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,268.1489977457237,0.7575603975873338,0.0,s6_fast_target,M7,18,0.5,1.3,c_like
False,9.4,inf,0.5719793826197216,True,103.62632619235056,0.062080735536261845,0.1308631695809048,268.1499024180335,0.2853209735410362,2.0424393828185003,1.80700383116483,2.3115380027295953,177.12628348608695,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575606171814995,False,False,60.0,60.0,60.0,7.95,60.0,50.650000000000006,0,268.1543496484018,0.7575541854846513,0.0,s6_fast_target,M7,19,0.5,1.3,c_like
False,9.35,inf,0.5642594418613862,True,104.10161924592364,0.08728270379650663,0.1301693033583125,268.1923040156129,0.2854262621300487,2.0424729958983985,1.8070957038461697,2.3116123321858826,177.32735202452753,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575270041016013,False,False,60.0,60.0,60.0,7.95,60.0,50.7,0,268.2344906452966,0.7574882609110927,0.0,s6_fast_target,M7,20,0.5,1.3,c_like
False,9.4,inf,0.5786299172268732,True,103.94784901237547,0.058671455991389315,0.12975298362475715,268.1468552140073,0.2853128301757462,2.042435652019151,1.8069954277303497,2.3115304864973236,177.3350515291825,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575643479808489,False,False,60.0,60.0,60.0,8.05,60.0,50.650000000000006,0,268.14777075671935,0.7575640973767908,0.0,s6_fast_target,M7,21,0.5,1.3,c_like
False,9.4,inf,0.5771342243631571,True,103.82909329824803,0.0542046239994734,0.1286427976686095,268.14914808551504,0.2853184192337493,2.042437250155888,1.8070000954524383,2.311534134477326,177.3116509050713,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575627498441118,False,False,60.0,60.0,60.0,8.05,60.0,50.650000000000006,0,268.15196517007314,0.757561325933613,0.0,s6_fast_target,M7,22,0.5,1.3,c_like
False,9.35,inf,0.5769893219758362,True,103.54977522329412,0.06285691593684165,0.1298917568692756,268.1456566351732,0.2853100124006082,2.042435049403102,1.8069933064126482,2.3115289661678977,177.0727658029379,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.757564950596898,False,False,60.0,60.0,60.0,7.95,60.0,50.7,0,268.14572356925726,0.7575646423037614,0.0,s6_fast_target,M7,23,0.5,1.3,c_like
False,9.4,inf,0.5785827574234063,True,103.45458712069171,0.049431823716484274,0.12892034415764642,268.14933690797784,0.2853195741822941,2.042438939078089,1.8070026125480685,2.311537018419015,177.04923792306505,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.757561060921911,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,268.1532859550266,0.7575550436121241,0.0,s6_fast_target,M7,24,0.5,1.3,c_like
False,9.35,inf,0.5790424864912767,True,103.3690453922196,0.05187129625561512,0.12878157091312795,268.14629173954285,0.2853117415250405,2.042435898464118,1.8069951558333381,2.311530650730392,176.99637812266184,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575641015358818,False,False,60.0,60.0,60.0,8.0,60.0,50.7,0,268.1471395577238,0.7575622933072281,0.0,s6_fast_target,M7,25,0.5,1.3,c_like
False,9.35,inf,0.5650616721408009,True,103.69045244280329,0.051839373511425375,0.12836525117957256,268.14718761410194,0.2853140074442596,2.0424367131177057,1.8069972391789475,2.3115323961869643,177.22460826102463,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575632868822941,False,False,60.0,60.0,60.0,8.0,60.0,50.7,0,268.1488933008526,0.7575605122619234,0.0,s6_fast_target,M7,26,0.5,1.3,c_like
False,9.35,inf,0.5723814877385263,True,103.61074434016673,0.06942405045262441,0.1308631695809048,268.1457283280936,0.28531023791718957,2.0424352171031552,1.8069936129448787,2.3115292786521833,177.058096844506,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575647828968446,False,False,60.0,60.0,60.0,7.9,60.0,50.7,0,268.14592548908405,0.7575641261648518,0.0,s6_fast_target,M7,27,0.5,1.3,c_like
False,9.35,inf,0.5662620496173071,True,103.87567266311069,0.07528459748590556,0.13100194282542327,268.1463649156535,0.28531165083516125,2.04243534583715,1.80699447823921,2.3115297657231446,177.25855478363292,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.75756465416285,False,False,60.0,60.0,60.0,7.95,60.0,50.7,0,268.146895873761,0.7575645541958235,0.0,s6_fast_target,M7,28,0.5,1.3,c_like
False,9.4,inf,0.5713177512198183,True,103.75474076801048,0.06731691158606214,0.13238967527060783,268.14629567354933,0.28531174375770646,2.042435885970366,1.8069951427658675,2.311530632681639,177.19348162886058,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575641140296336,False,False,60.0,60.0,60.0,7.95,60.0,50.650000000000006,0,268.14713633148176,0.7575623559792436,0.0,s6_fast_target,M7,29,0.5,1.3,c_like
False,9.4,inf,0.5795566942362174,True,103.80887986080255,0.057694596537179836,0.13072439633638636,268.1456644854613,0.28531001715828835,2.0424350249407164,1.8069932810396454,2.3115289312232346,177.23252689306747,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575649750592834,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,268.1457172164209,0.7575647734198195,0.0,s6_fast_target,M7,30,0.5,1.3,c_like
False,9.3,inf,0.5676945815003838,True,103.40337995082285,0.0749625372275649,0.1308631695809048,268.1456585530606,0.2853100125496326,2.042435041419749,1.806993297421241,2.3115289545138586,176.91965494021912,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575649585802506,False,False,60.0,60.0,60.0,7.8500000000000005,60.0,50.75,0,268.1457205674058,0.757564684042469,0.0,s6_fast_target,M7,31,0.5,1.3,c_like
False,9.450000000000001,inf,0.601760168694756,True,103.69715803787452,0.056932826170482384,0.12850402442409103,268.29969175416613,0.28570958997331264,2.0425937224856874,1.8073770338495074,2.3118618431951723,177.08645400515036,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7574062775143124,False,False,60.0,60.0,60.0,7.95,60.0,50.6,0,268.4598945982127,0.7572054601598487,0.0,s6_fast_target,M7,32,0.5,1.3,c_like
False,9.4,inf,0.5806657691711326,True,103.6789560173103,0.0568755374435615,0.12822647793505412,268.1457737927518,0.2853103774821182,2.0424353086689693,1.8069937882577607,2.3115294465256153,177.05795581747864,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575646913310305,False,False,60.0,60.0,60.0,8.0,60.0,50.650000000000006,0,268.1460495614721,0.7575638034192034,0.0,s6_fast_target,M7,33,0.5,1.3,c_like
False,9.25,inf,0.5741983908863179,True,103.6580518564328,0.06658745535761065,0.12850402442409103,268.15335333637745,0.2853301273080619,2.0424434285239226,1.8070131062429051,2.3115462044571586,177.1349752372647,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575565714760772,False,False,60.0,60.0,60.0,7.9,60.0,50.800000000000004,0,268.161704290203,0.757543584245573,0.0,s6_fast_target,M7,34,0.5,1.3,c_like
False,9.35,inf,0.5779237711357998,True,103.76313839223246,0.06650564003474047,0.13127948931446018,268.74167472291975,0.28695590808751265,2.043223203373582,1.8087187658919495,2.3131467001039967,177.15691338933334,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7567767966264176,False,False,60.0,60.0,60.0,7.95,60.0,50.7,0,269.4693207155157,0.7559623642078586,0.0,s6_fast_target,M7,35,0.5,1.3,c_like
False,9.5,inf,0.5764574147419202,True,103.61353474696199,0.058571400094719436,0.13030807660283097,268.1515132245631,0.28532510028592134,2.0424409527943816,1.8070077229433372,2.311541308024169,177.09879320608292,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575590472056182,False,False,60.0,60.0,60.0,8.0,60.0,50.550000000000004,0,268.15757736225936,0.7575505077362724,0.0,s6_fast_target,M7,36,0.5,1.3,c_like
False,9.5,inf,0.5782803999351258,True,103.88632228584942,0.04550665231309901,0.12975298362475715,268.1459289354991,0.285310740015829,2.042435395675517,1.8069940729231013,2.3115296706150357,177.37009828592446,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575646043244828,False,False,60.0,60.0,60.0,8.1,60.0,50.550000000000004,0,268.14630900629027,0.7575638222354317,0.0,s6_fast_target,M7,37,0.5,1.3,c_like
False,9.3,inf,0.5694235898088345,True,103.76460376872842,0.07285986879495614,0.13044684984734944,268.1468432799146,0.2853127979080297,2.042435641313629,1.8069953994094288,2.3115304679319357,177.10809570705473,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575643586863707,False,False,60.0,60.0,60.0,7.9,60.0,50.75,0,268.1477434889117,0.757564166870909,0.0,s6_fast_target,M7,38,0.5,1.3,c_like
False,9.35,inf,0.5795650821316799,True,104.030476624397,0.07667049508971001,0.12947543713572024,268.1985068078856,0.2854393099215126,2.042472537166668,1.8071017909912708,2.311614278055149,177.1725653308187,0,0.0,False,False,False,False,True,False,False,True,True,True,False,0.7575274628333317,False,False,60.0,60.0,60.0,8.0,60.0,50.7,0,268.24282199560065,0.7574996787739121,0.0,s6_fast_target,M7,39,0.5,1.3,c_like
False,11.9,inf,0.5432985409161951,True,143.0060895992487,0.04412941422971131,0.15778517901748543,292.3406133439736,0.2800507396250765,2.3281952918245494,2.1672520294176363,2.3186127109460117,216.99351855955362,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718047081754504,False,False,60.0,60.0,60.0,9.950000000000001,60.0,48.150000000000006,0,292.34251917370943,0.4718041535206127,0.0,s6_fast_target,M7,10,0.65,0.3,baseline
False,11.8,inf,0.5424691385894471,True,142.42836746877043,0.05522162772388405,0.15500971412711628,292.3397665603936,0.28004831708604605,2.328195047481142,2.1672509529176156,2.3186116412184385,216.45714565119266,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718049525188577,False,False,60.0,60.0,60.0,9.75,60.0,48.25,0,292.3410134218795,0.47180464486515716,0.0,s6_fast_target,M7,11,0.65,0.3,baseline
False,11.8,inf,0.544642477567351,True,142.70934879844057,0.0466204552510916,0.15584235359422705,292.338163057202,0.28004376151260857,2.3281946270492866,2.1672489711877527,2.3186096737647612,216.75816386375647,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180537295071323,False,False,60.0,60.0,60.0,9.850000000000001,60.0,48.25,0,292.338230877298,0.4718053465767248,0.0,s6_fast_target,M7,12,0.65,0.3,baseline
False,11.8,inf,0.5529055844988657,True,142.17001333339326,0.03845838347059679,0.1530668887038579,292.52764640556074,0.2805831634161809,2.3282452863913154,2.167484188279205,2.318843389462812,216.4199095260713,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4717547136086844,False,False,60.0,60.0,60.0,9.8,60.0,48.25,0,292.6698362714316,0.4717177996691501,0.0,s6_fast_target,M7,13,0.65,0.3,baseline
False,11.75,inf,0.5381729542788879,True,142.7143188967713,0.042632049252902614,0.15154038301415487,292.35535046206314,0.28009264934526784,2.3281992079449956,2.1672703105231546,2.318630863757511,216.7798759880565,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180079205500425,False,False,60.0,60.0,60.0,9.9,60.0,48.300000000000004,0,292.36818598018436,0.4717974317423213,0.0,s6_fast_target,M7,14,0.65,0.3,baseline
False,11.950000000000001,inf,0.5433061162948358,True,143.30737865323826,0.05406624930612028,0.15750763252844852,292.5798762624308,0.2807317779336459,2.3282589814190042,2.1675485699367614,2.3189074033670494,217.1108573574386,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4717410185809956,False,False,60.0,60.0,60.0,9.950000000000001,60.0,48.1,0,292.76122011416675,0.4716953138042079,0.0,s6_fast_target,M7,15,0.65,0.3,baseline
False,11.8,inf,0.5400560239919662,True,142.52467309777222,0.037347316531167685,0.15320566194837634,292.67846302225195,0.28101213910133527,2.3282843935890756,2.1676694009423287,2.319027592006605,216.63901768010936,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47171560641092425,False,False,60.0,60.0,60.0,9.850000000000001,60.0,48.25,0,292.93346877631683,0.47165532882112104,0.0,s6_fast_target,M7,16,0.65,0.3,baseline
False,12.0,inf,0.5374328135384688,True,143.34942393636246,0.035451944761165026,0.15542603386067166,292.92920088991883,0.2817232759089274,2.328345128137701,2.1679708699177622,2.3193276876136935,217.2036522924281,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4716548718622988,False,False,60.0,60.0,60.0,10.05,60.0,48.050000000000004,0,293.36764909177697,0.4715723915493204,0.0,s6_fast_target,M7,17,0.65,0.3,baseline
False,11.850000000000001,inf,0.5383192255062785,True,142.6123779404936,0.036883369586480946,0.15167915625867331,292.3490605871591,0.28007478248822487,2.3281975642465573,2.1672625457437724,2.318623154457898,216.76294257635556,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718024357534425,False,False,60.0,60.0,60.0,9.9,60.0,48.2,0,292.3572747009546,0.4718001505563608,0.0,s6_fast_target,M7,18,0.65,0.3,baseline
False,11.850000000000001,inf,0.5467376317228021,True,142.67509676392837,0.04149997604963479,0.1555648071051901,292.3538835836282,0.2800885117015473,2.3281988633448596,2.167268551801577,2.3186291192598585,216.77861631959266,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180113665514023,False,False,60.0,60.0,60.0,9.9,60.0,48.2,0,292.3657042720851,0.47179785609291547,0.0,s6_fast_target,M7,19,0.65,0.3,baseline
False,11.9,inf,0.5354976847892667,True,143.0443351652999,0.05431002484572817,0.1562586733277824,292.6001895040383,0.2807893487249978,2.3282639854706275,2.1675731648753893,2.3189318496704394,216.91222669003,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4717360145293723,False,False,60.0,60.0,60.0,9.850000000000001,60.0,48.150000000000006,0,292.7962451988559,0.4716880936990522,0.0,s6_fast_target,M7,20,0.65,0.3,baseline
False,11.850000000000001,inf,0.5448212979552531,True,142.99794497386563,0.03984331141565548,0.1537607549264502,292.34123166469857,0.2800524846614055,2.3281954385140016,2.167252772818466,2.318613448337217,216.97323118484786,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180456148599825,False,False,60.0,60.0,60.0,9.950000000000001,60.0,48.2,0,292.34356719905526,0.47180396808715486,0.0,s6_fast_target,M7,21,0.65,0.3,baseline
False,11.850000000000001,inf,0.5373764843211882,True,142.9308962493564,0.03668730916814625,0.152789342214821,292.352294015681,0.2800839552906878,2.32819839342012,2.1672665162141347,2.3186270958305264,216.9707743865896,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718016065798798,False,False,60.0,60.0,60.0,9.950000000000001,60.0,48.2,0,292.3628577897855,0.4717988383127769,0.0,s6_fast_target,M7,22,0.65,0.3,baseline
False,11.75,inf,0.5445595582156484,True,142.60290520174613,0.043357796639722654,0.1540383014154871,292.3380991891974,0.28004357811051567,2.3281946076976183,2.1672488887539636,2.318609591808709,216.72925418810988,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718053923023815,False,False,60.0,60.0,60.0,9.9,60.0,48.300000000000004,0,292.3381158001263,0.4718053881280774,0.0,s6_fast_target,M7,23,0.65,0.3,baseline
False,11.8,inf,0.5534946790692048,True,142.54736695012022,0.03535772163436664,0.15223424923674717,292.34929861237043,0.2800754629899736,2.3281976322559212,2.1672628474041797,2.3186234542072386,216.71724364257454,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718023677440786,False,False,60.0,60.0,60.0,9.9,60.0,48.25,0,292.35769701536003,0.47180001582914094,0.0,s6_fast_target,M7,24,0.65,0.3,baseline
False,11.75,inf,0.5486938327629187,True,142.46939874355414,0.037244064379156665,0.1514016097696364,292.3406277094123,0.2800507805156435,2.3281952956974337,2.167252047313507,2.318612728718788,216.67733187175733,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180470430256616,False,False,60.0,60.0,60.0,9.9,60.0,48.300000000000004,0,292.3425442838945,0.47180414684700595,0.0,s6_fast_target,M7,25,0.65,0.3,baseline
False,11.75,inf,0.5227905399810748,True,142.74887984588923,0.03702075090902455,0.15001387732445184,292.3415273386659,0.2800533405656333,2.3281955371303407,2.1672531665714194,2.318613840179407,216.8432504697236,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180446286965916,False,False,60.0,60.0,60.0,9.9,60.0,48.300000000000004,0,292.3441146081511,0.4718037245153656,0.0,s6_fast_target,M7,26,0.65,0.3,baseline
False,11.8,inf,0.5429595055711846,True,142.6003311173432,0.04566471600148733,0.15639744657230087,292.3392387158684,0.28004682524936964,2.328194919428411,2.167250314475572,2.3186110078264734,216.68911250614002,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180508057158876,False,False,60.0,60.0,60.0,9.850000000000001,60.0,48.25,0,292.3401142578072,0.47180482013889763,0.0,s6_fast_target,M7,27,0.65,0.3,baseline
False,11.850000000000001,inf,0.5336130747896003,True,142.88282028611223,0.04838488143849789,0.1562586733277824,292.34019910183486,0.2800495477594717,2.3281951633200433,2.167251490736904,2.3186121752790356,216.8866515568565,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.47180483667995654,False,False,60.0,60.0,60.0,9.9,60.0,48.2,0,292.34176802001673,0.4718044435122094,0.0,s6_fast_target,M7,28,0.65,0.3,baseline
False,11.850000000000001,inf,0.5402057462079262,True,142.79298647673892,0.044356278069964006,0.15750763252844852,292.34119924401745,0.2800524072932659,2.3281954495731005,2.167252759044667,2.3186134355092163,216.84105980238326,0,0.0,False,False,False,True,True,False,False,True,True,True,False,0.4718045504268993,False,False,60.0,60.0,60.0,9.9,60.0,48.2,0,292.34354268484,0.47180387530920453,0.0,s6_fast_target,M7,29,0.65,0.3,baseline
