scene,method,success_rate,completion_time_mean,completion_time_std,collision_rate,obs_collision_rate,agent_collision_rate,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,control_cost_mean,control_smoothness_mean,input_sat_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,dwell_geom_success_rate,dwell_success_no_collision_rate,radius_error_final_mean,success_geom_final_rate,success_no_collision_rate,gmax_reach_time_mean,time_to_inside_mean,time_to_gmax_mean,time_to_radius_mean,time_to_full_geom_mean,success_hold_time_mean,post_success_violation_count_mean,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate_mean
s4_narrow_passage_easy,M4,0.2,15.671666666666669,0.1595701841766214,0.8,0.0,0.8,1.0720133704625754,0.2659518600442846,72.2115190482984,0.06820770447470781,90.65912968746261,446.2644822149613,0.0013173860287744841,0.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,1.0,0.2,2.193111041715017,0.0,0.2,22.313333333333336,21.873333333333335,22.313333333333336,18.628333333333334,32.0,16.378333333333334,0.0,88.78516891316414,2.1654976431441537,0.9841666666666666
s4_narrow_passage_easy,M5,0.0,16.558333333333334,0.10346024834933369,1.0,0.0,1.0,1.2964036312590053,0.2505537695155954,72.29231402584273,0.06999213363438342,87.80875893096166,412.87638965164354,0.000234009360374415,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.194627344369684,0.0,0.0,23.078333333333333,22.69666666666667,23.078333333333333,19.416666666666668,32.0,15.491666666666667,0.0,103.57340679994154,2.1153930972187536,0.9143333333333333
s4_narrow_passage_easy,M6,0.0,15.671666666666669,0.1595701841766214,1.0,0.0,1.0,1.0720356541266656,0.22892263726181472,84.23622587893101,0.030036995855606555,91.81773435435639,502.0703257139863,0.001360721095510487,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.474099038519134,0.0,0.0,22.333333333333332,21.90666666666667,22.333333333333332,18.628333333333334,32.0,16.378333333333334,0.0,92.74864832444695,2.3989131287600807,0.975
s4_narrow_passage_easy,M7,0.0,16.56,0.10204799411771091,1.0,0.0,1.0,1.2969983935876193,0.2287565340211419,84.85341119174967,0.030840231991452118,88.91903233822462,470.7728956522333,0.00024267637372161555,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.4756144035829237,0.0,0.0,23.041666666666668,22.68166666666667,23.041666666666668,19.418333333333337,32.0,15.490000000000002,0.0,106.5890667623171,2.3279223227276047,0.904
s4_narrow_passage_hard,M4,0.3333333333333333,18.258333333333333,0.27294161726783533,0.6666666666666666,0.6666666666666666,0.03333333333333333,0.2542063996941873,0.45019935719515813,72.19195284454983,0.1813141157841064,105.83518730070132,1760.2466526188882,0.06526968267184753,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.827766841660235,0.0,0.3333333333333333,23.745,23.463333333333335,23.745,20.706666666666667,60.0,41.791666666666664,0.0,72.18965094643552,1.8279497532378384,1.0
s4_narrow_passage_hard,M5,0.0,21.37666666666667,0.22388934048232187,1.0,0.0,1.0,0.7230372353936759,0.35134456447498674,72.19137369888014,0.18281766975857378,103.86071995364335,1974.5291028891145,0.04125265982051994,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.82855787666943,0.0,0.0,26.591666666666665,26.403333333333332,26.591666666666665,23.625,60.0,38.67333333333333,0.0,72.17470990209337,1.8279475459608796,1.0
s4_narrow_passage_hard,M6,0.1,18.28666666666667,0.26357402066177954,0.9,0.7,0.5666666666666667,0.2482352587779049,0.39676278266272746,72.38023080502826,0.12541671766504722,105.91191947778788,1416.0514780442606,0.06521879914885743,0.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,1.0,0.1,1.9980485276471989,0.0,0.1,23.810000000000002,23.453333333333333,23.810000000000002,20.718333333333337,60.0,41.763333333333335,0.0,72.38011136281703,1.9976081568286346,1.0
s4_narrow_passage_hard,M7,0.0,21.35666666666667,0.24095118025103648,1.0,0.0,1.0,0.7158472929582409,0.3506513994646642,72.0350818265907,0.12279870997189146,104.08479774687137,1625.9645531220565,0.04132204644277916,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.9963048241909362,0.0,0.0,26.533333333333335,26.368333333333336,26.533333333333335,23.60166666666667,60.0,38.69333333333334,0.0,72.03355005363157,1.9965124306684277,1.0
s4_narrow_passage_medium,M4,0.5666666666666667,16.723333333333336,0.19988502442280584,0.43333333333333335,0.0,0.43333333333333335,0.6564765578490681,0.3545854708781158,72.18582563369058,0.09529452143466788,94.15070348188199,809.904914788271,0.06016090997364406,0.0,1.0,1.0,1.0,0.0,1.0,0.5666666666666667,1.0,1.0,0.5666666666666667,2.086486684489615,0.0,0.5666666666666667,23.026666666666667,22.616666666666667,23.026666666666667,19.475,40.0,23.326666666666668,0.0,72.30471163246416,2.0872087756588398,1.0
s4_narrow_passage_medium,M5,0.0,18.671666666666667,0.12911057365640122,1.0,0.0,1.0,0.9807526337943816,0.3100799973581793,72.20223348682133,0.09701098680594598,91.2440184851802,887.667766085827,0.02200027743098904,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.087727031818054,0.0,0.0,24.743333333333336,24.410000000000004,24.743333333333336,21.265,40.0,21.378333333333334,0.0,72.74454758325103,2.08732193700269,1.0
