step,time,agent,x,y,ux,uy
0,0.0,0,-6.088267075925242,-1.5580019712195552,0.6873248316325226,0.5563061225291528
0,0.0,1,-6.162544420585444,-0.8786419314884486,0.6165977917922906,0.31759177451134135
0,0.0,2,-6.019886458355111,-0.289881355879052,0.7985063913709173,0.033440998846590145
0,0.0,3,-5.932556594335653,0.36863492395806147,0.8382153707086998,-0.29132716703417305
0,0.0,4,-6.061985308644113,0.8639385121534067,0.6358219531317668,-0.313385738808479
0,0.0,5,-6.0603945825459,1.4348148714128728,0.6946346209836431,-0.34384641587158976
1,0.05,0,-6.053900834343616,-1.5301866650930975,0.7072553020321842,0.5078547023967405
1,0.05,1,-6.13171453099583,-0.8627623427628816,0.6068235694062523,0.2745412224121993
1,0.05,2,-5.979961138786565,-0.2882093059367225,0.8040700069462225,0.02398308418656124
1,0.05,3,-5.890645825800218,0.3540685656063528,0.8529622164595514,-0.25179214876400197
1,0.05,4,-6.030194210987524,0.8482692252129828,0.6321550048736563,-0.27293074486983887
1,0.05,5,-6.025662851496718,1.4176225506192932,0.702059013962254,-0.3062842213968871
2,0.1,0,-6.018538069242007,-1.5047939299732604,0.7250111198549154,0.4595729808342362
2,0.1,1,-6.101373352525518,-0.8490352816422716,0.5932618226874854,0.23739496269398327
2,0.1,2,-5.939757638439254,-0.28701015172739447,0.809699185072879,0.016071555390090156
2,0.1,3,-5.84799771497724,0.3414789581681527,0.8658996334726572,-0.21643702904792286
2,0.1,4,-5.998586460743842,0.8346226879694908,0.6256106806649111,-0.2371692412650403
2,0.1,5,-5.990559900798606,1.402308339549449,0.7083793226698826,-0.2712814178838259
3,0.15000000000000002,0,-5.982287513249261,-1.4818152809315486,0.7406084896152461,0.4127091867339031
3,0.15000000000000002,1,-6.071710261391144,-0.8371655335075724,0.5761111538043322,0.20604759980928264
3,0.15000000000000002,2,-5.89927267918561,-0.28620657395788995,0.8154566486742773,0.00925541667832982
3,0.15000000000000002,3,-5.804702733303608,0.33065710671575654,0.8773070956274108,-0.18510512872158824
3,0.15000000000000002,4,-5.967305926710596,0.8227642259062388,0.6163778922662074,-0.2062183709094071
3,0.15000000000000002,5,-5.955140934665112,1.3887442686552576,0.7138082448086173,-0.2391685327630405
4,0.2,0,-5.945257088768499,-1.4611798215948535,0.754211334562529,0.3683386023773163
4,0.2,1,-6.042904703700927,-0.8268631535171083,0.555464394455424,0.1801765914485449
4,0.2,2,-5.858499846751896,-0.28574380312397346,0.8213934840309391,0.0031537490890971814
4,0.2,3,-5.760837378522237,0.32140185027967716,0.8874289869707722,-0.15750655549114334
4,0.2,4,-5.936487032097285,0.8124533073607684,0.6045967625472909,-0.1799973132211603
4,0.2,5,-5.919450522424681,1.3767858420171055,0.7185662040695794,-0.21012961712494668
5,0.25,0,-5.907546522040373,-1.4427628914759876,0.7660807224430544,0.32728998755005057
5,0.25,1,-6.015131483978156,-0.817854323944681,0.5313232797761013,0.1593561053218976
5,0.25,2,-5.817430172550349,-0.2855861156695186,0.827546222571917,-0.002553307300507647
5,0.25,3,-5.716465929173698,0.31352652250512,0.8964685312676036,-0.13327761482842118
5,0.25,4,-5.906257193969921,0.8034534416997103,0.5903504787507088,-0.1582914324750036
5,0.25,5,-5.883522212221202,1.3662793611608581,0.7228665666416327,-0.1842222642175812
6,0.30000000000000004,0,-5.86924248591822,-1.426398392098485,0.7765205275732844,0.2901252665096359
6,0.30000000000000004,1,-5.988565319989351,-0.8098865186785862,0.503631320370192,0.14313437197504936
6,0.30000000000000004,2,-5.7760528614217534,-0.285713781034544,0.8339330515512131,-0.008134052888504738
6,0.30000000000000004,3,-5.671642502610318,0.30686264176369893,0.904588319169612,-0.1120258012207627
6,0.30000000000000004,4,-5.876739670032386,0.7955388700759601,0.5736680961210051,-0.14080621202722154
6,0.30000000000000004,5,-5.84737888388912,1.3570682479499792,0.7269053051204551,-0.16140571470505305
7,0.35000000000000003,0,-5.830416459539556,-1.4118921287730033,0.7858303749534066,0.25716128710083747
7,0.35000000000000003,1,-5.963383753970842,-0.8027298000798337,0.4723217552949874,0.13107846264385514
