success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed
False,28.0,inf,0.49278243623422,True,22.121672247341234,1.7126199773649895,0.0255496137849079,60.00000013179474,0.024063824135090926,0.4455251068664301,8.182724621925917e-10,8.182724621925917e-10,25.721576714281202,455,0.0,True,True,True,True,True,False,False,True,False,False,False,0.4455251068664301,True,False,0.0,0.0,0.0,4.7,4.7,0.0,0,60.000000594222186,0.4455251068649936,1.0,a3_multi_agent_safety_crossing,M7,0
False,28.0,inf,0.4608464357933089,True,21.749868166894625,1.6248758150707352,0.019310754604872252,60.00000013358707,0.024063824135226924,0.4455251068606904,8.321050937604917e-10,8.321050937604917e-10,25.846723835860733,440,0.0,True,True,True,True,True,False,False,True,False,False,False,0.4455251068606904,True,False,0.0,0.0,0.0,4.65,4.65,0.0,0,60.000001969281094,0.44552510686280966,1.0,a3_multi_agent_safety_crossing,M7,1
False,28.0,inf,0.46735255469903175,True,41.637441218987,1583.9828411785466,0.0225787284610814,73.1899664956674,0.033909331340730486,0.42087051255883307,0.0044268753537465766,0.0044268753537465766,59.69027337061204,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.42087051255883307,True,False,0.0,0.0,0.0,4.6000000000000005,4.6000000000000005,0.0,0,73.19350376345623,0.4230552291537185,1.0,a3_multi_agent_safety_crossing,M7,2
False,28.0,inf,0.4687679355089557,True,41.483760709258924,1576.4653122129037,0.0213903743315508,73.26660480723096,0.033886343834090796,0.42090534107438154,0.0044786748296267035,0.0044786748296267035,59.61768148723357,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.42090534107438154,True,False,0.0,0.0,0.0,4.6000000000000005,4.6000000000000005,0.0,0,73.20252919265187,0.42305283595314286,1.0,a3_multi_agent_safety_crossing,M7,3
False,28.0,inf,0.4693934019247499,True,42.06900222651233,1558.8896516657767,0.026440879382055853,73.13606410597876,0.030518866015663112,0.42517991934655747,0.008305175347034469,0.008305175347034469,60.08300603279864,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.42517991934655747,True,False,0.0,0.0,0.0,4.75,4.75,0.0,0,73.14377280411261,0.423055383397956,1.0,a3_multi_agent_safety_crossing,M7,4
False,28.0,inf,0.0010665289774060656,True,50.224119397463284,1711.3826172290865,0.0255496137849079,120.05899164216055,0.06504208515082652,0.28486620053432793,0.004027534772842925,0.004027534772842925,77.64596639663785,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.28486620053432793,True,False,0.0,0.0,0.0,4.7,4.7,0.0,0,117.04667366459333,0.24585488438487357,1.0,a3_multi_agent_safety_crossing,M10,0
False,28.0,inf,0.0007905985765662956,True,49.514507251690894,1678.6229435788641,0.020202020202020204,119.6308808821584,0.05369858656935977,0.2567601204288539,0.008549110142967813,0.008549110142967813,76.91009723520438,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.2567601204288539,True,False,0.0,0.0,0.0,4.65,4.65,0.0,0,117.79893881618045,0.2546308700475364,1.0,a3_multi_agent_safety_crossing,M10,1
False,28.0,inf,0.0004967566222167094,True,50.159319729320195,1731.8342042620213,0.023172905525846704,120.2516147279063,0.058465098995044214,0.2625520798226593,0.009620361014806462,0.009620361014806462,77.66399605410486,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.2625520798226593,True,False,0.0,0.0,0.0,4.6000000000000005,4.6000000000000005,0.0,0,117.82618361869565,0.2638034205807531,1.0,a3_multi_agent_safety_crossing,M10,2
False,28.0,inf,0.0005776290194481806,True,50.18450932639908,1743.2106902780188,0.021687462863933454,120.01233906669529,0.06350770773420063,0.2777479813636075,0.009718797044209436,0.009718797044209436,77.67279674677953,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.2777479813636075,True,False,0.0,0.0,0.0,4.6000000000000005,4.6000000000000005,0.0,0,118.02828058062428,0.2602728041928735,1.0,a3_multi_agent_safety_crossing,M10,3
False,28.0,inf,0.00025189486009330713,True,50.24486843709124,1672.0877852203907,0.027926322043969103,120.18837775787792,0.050345740271229435,0.24457939373801083,0.005182133266827785,0.005182133266827785,77.3200834867567,0,0.0,True,True,True,True,True,False,False,True,False,False,False,0.24457939373801083,True,False,0.0,0.0,0.0,4.75,4.75,0.0,0,117.63453260394753,0.2543767220276154,1.0,a3_multi_agent_safety_crossing,M10,4
True,15.100000000000001,inf,0.4708933974949356,False,97.13448253055338,0.06357380051199846,0.21368178324365872,272.32343956783075,0.1595649029161359,2.0698835638574553,1.8344702404571707,1.912513323702993,133.18205999143294,0,1.0,False,False,False,False,True,True,False,False,True,True,True,0.9301164361425447,False,True,65.0,65.0,65.0,14.200000000000001,65.0,49.95,0,272.3283753387635,0.9281435063702698,0.0,b3_moving_target_open_encirclement,M7,0
True,15.100000000000001,inf,0.4725921379849848,False,97.11399334096336,0.06577210859102364,0.21342557007430182,272.3501107507564,0.16023442327784113,2.0710877090653503,1.8361726986587468,1.914885990405078,133.58489358678216,0,1.0,False,False,False,False,True,True,False,False,True,True,True,0.9289122909346497,False,True,65.0,65.0,65.0,14.200000000000001,65.0,49.95,0,272.3288631048521,0.9268097134327735,0.0,b3_moving_target_open_encirclement,M7,1
