eta_min,sigma_omega,k_t,r0,lambda_curl,success_rate,collision_rate,completion_time_mean,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,input_sat_mean,control_smoothness_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,success_geom_final_rate,gmax_reach_time_mean
0.2,5.0,1.2,1.5,0.3,0.0,1.0,24.05,0.7286112474324906,0.2665070331073232,73.56572594361228,0.01606679072031435,0.025950596724951428,2595.0111211369435,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0
0.2,5.0,1.2,1.5,0.5,0.0,1.0,23.85,0.7277219849250163,0.23914620318955687,74.08967294497761,0.013873579551168474,0.03164029975020816,2937.484463164711,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.900000000000002
0.2,5.0,1.2,1.5,0.7,0.0,1.0,23.85,0.7223920938019657,0.24102997715930333,74.22072583584988,0.01605346157023782,0.040105467665834026,3464.7703681413586,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.6
0.2,5.0,1.2,1.8,0.3,0.0,1.0,25.05,0.7286285500487495,0.24944303426054862,73.22738588558639,0.014285819404226149,0.02719955592561754,2609.8105885048517,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.35
0.2,5.0,1.2,1.8,0.5,0.0,1.0,24.85,0.7276899446799121,0.24893725928706537,74.241286003479,0.016440632360296293,0.033721898417985015,2968.988352051627,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.400000000000002
0.2,5.0,1.2,1.8,0.7,0.0,1.0,24.900000000000002,0.7228956061153153,0.30121154063065214,73.00999057713352,0.014288503115055523,0.041909519844573966,3565.2321937842325,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.950000000000003
0.2,8.0,0.6,1.2,0.3,0.0,1.0,25.400000000000002,0.7285040239369998,0.19554779316225995,72.64695374872167,0.012703737016398207,0.024424091035248403,2761.809134632021,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.35
0.2,8.0,0.6,1.2,0.5,0.0,1.0,25.150000000000002,0.7276129684248251,0.19572891667404474,72.59313896728969,0.012701488640123501,0.031085206772134333,3167.1688602745753,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.05
0.2,8.0,0.6,1.2,0.7,0.0,1.0,25.0,0.7222052733551745,0.1971885250122718,72.57744568445925,0.01270104724220629,0.0395503746877602,3669.1561996955515,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.900000000000002
0.2,8.0,0.6,1.5,0.3,0.0,1.0,26.400000000000002,0.7287664567187166,0.21238317506537738,72.67031157700714,0.01285404491151714,0.025673050235914516,2745.2296149434724,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900000000000002
0.2,8.0,0.6,1.5,0.5,0.0,1.0,26.05,0.7279944924581219,0.2186645272050201,72.68130341064091,0.012854758819019062,0.03205661948376353,3183.95383285962,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.55
0.2,8.0,0.6,1.5,0.7,0.0,1.0,26.0,0.7229452879796601,0.21648630553166412,72.50276391018616,0.01284856674424068,0.04079933388842631,3729.9274918025753,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.450000000000003
0.2,8.0,0.6,1.8,0.3,0.0,1.0,27.55,0.7283577507523231,0.21651959924859082,72.53680499850847,0.012941729326014855,0.026228143213988343,2709.4521778388753,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.55
0.2,8.0,0.6,1.8,0.5,0.0,1.0,27.200000000000003,0.7277134070782634,0.21812716107502364,72.51630546561543,0.012941426174038173,0.03483208437413267,3216.8583693030478,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.200000000000003
0.2,8.0,0.6,1.8,0.7,0.0,1.0,27.150000000000002,0.7247039886292697,0.21866883811357515,72.67384026208612,0.012947114863608292,0.041909519844573966,3789.3773665712974,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.150000000000002
0.2,8.0,0.9,1.2,0.3,0.0,1.0,24.1,0.7282016533002926,0.25561618098751515,72.62212290289933,0.013402261190131493,0.025950596724951428,2848.6675627556565,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.35
0.2,8.0,0.9,1.2,0.5,0.0,1.0,23.900000000000002,0.7266915461925623,0.22258261574312632,72.51199088161871,0.0133591303635317,0.03122398001665279,3190.8462514093585,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.1
0.2,8.0,0.9,1.2,0.7,0.0,1.0,23.8,0.7223264204575093,0.2447110525490911,72.61873848295711,0.013394064744910518,0.03871773522064946,3597.42340965124,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.950000000000003
0.2,8.0,0.9,1.5,0.3,0.0,1.0,24.950000000000003,0.7286481367677584,0.21905290242208914,72.66883756241903,0.013804352505138824,0.02331390507910075,2786.3054271170718,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.75
0.2,8.0,0.9,1.5,0.5,0.0,1.0,24.700000000000003,0.7278177311950065,0.2358433907128685,72.54694725498126,0.013517590641286737,0.03025256730502359,3159.978157254088,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.400000000000002
0.2,8.0,0.9,1.5,0.7,0.0,1.0,24.75,0.7228754974271532,0.2779126733292307,72.6689317638477,0.01379723624441199,0.037607549264501806,3689.6849005282124,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.35
0.2,8.0,0.9,1.8,0.3,0.0,1.0,26.0,0.7285078442078505,0.2712498133480305,72.66988430499582,0.013832829824921103,0.02511795725784069,2645.7387070326736,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.25
0.2,8.0,0.9,1.8,0.5,0.0,1.0,25.85,0.7275683840636005,0.24477741917434878,72.67011923451517,0.013832305319964695,0.03122398001665279,3076.1313078340827,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.1
0.2,8.0,0.9,1.8,0.7,0.0,1.0,25.85,0.723588731083791,0.2774492295454253,72.67029550846472,0.013831872465295837,0.03996669442131557,3643.6557125195845,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0
0.2,8.0,1.2,1.2,0.3,0.0,1.0,23.25,0.7274340613588242,0.23099614838320265,72.39477796043208,0.014285902994662996,0.029281154593394393,2653.857438034944,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.6
0.2,8.0,1.2,1.2,0.5,0.0,1.0,23.150000000000002,0.7267179712704246,0.2312762553239386,72.3947654712111,0.014285933914346183,0.03275048570635582,2913.261988978105,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.5
0.2,8.0,1.2,1.2,0.7,0.0,1.0,23.0,0.7210563567938799,0.23381716923523954,72.39475460288375,0.014285879568630352,0.03899528170968637,3323.430435732715,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.400000000000002
0.2,8.0,1.2,1.5,0.3,0.0,1.0,23.950000000000003,0.7283302996961172,0.2814168894229681,74.45077073227434,0.01603999805520907,0.026228143213988343,2596.9393268944236,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.85
0.2,8.0,1.2,1.5,0.5,0.0,1.0,23.75,0.7276796475950233,0.23475666282110816,74.42896539449805,0.016043529296991155,0.03177907299472662,3014.34534799129,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.55
0.2,8.0,1.2,1.5,0.7,0.0,1.0,23.8,0.7225885991463608,0.26937784658065783,73.58826844122612,0.013852669036246866,0.039827921176797114,3427.9989568353412,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0
0.2,8.0,1.2,1.8,0.3,0.0,1.0,25.0,0.728441236871556,0.272347560886992,74.2783523962997,0.016443757437367625,0.027477102414654453,2545.8018589862436,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.400000000000002
0.2,8.0,1.2,1.8,0.5,0.0,1.0,24.85,0.7274590755773256,0.24137040812858424,73.99819307668204,0.014302479933956128,0.033999444907021927,2957.904934446947,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.650000000000002
0.2,8.0,1.2,1.8,0.7,0.0,1.0,24.900000000000002,0.7234578302744492,0.26538428397139413,73.29017375633724,0.014285286359617408,0.04274215931168471,3531.2472847717563,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.75
