success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_final,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,31.85,0.7386884515146301,0.19875453976548452,True,88.92965157091379,2554.9406599745444,0.02997502081598668,72.65057145319558,0.012704138327759169,0.2741857385636183,0.0021408088580511697,0.0021408088580511697,146.0150821712588,0,0.0,True,2.5258142614363814,False,False,31.950000000000003,0.05,8.0,0.6,1.2,0.3,s4_narrow_passage,M7,2
False,30.900000000000002,0.7276370823699818,0.2058766110793055,True,97.60921097218804,3185.9196340305207,0.03635859006383569,72.68920333725318,0.01270641080643708,0.2741806738591586,0.002129585047953634,0.002129585047953634,156.6440382879651,0,0.0,True,2.5258193261408413,False,False,30.950000000000003,0.05,8.0,0.6,1.2,0.5,s4_narrow_passage,M7,0
False,31.3,0.73185251547495,0.20948828260763552,True,97.88840110502494,3209.022584631376,0.03608104357479878,72.68391238122491,0.012706047733333283,0.27418147805171555,0.002131412145553387,0.002131412145553387,157.28737458293577,0,0.0,True,2.5258185219482843,False,False,31.400000000000002,0.05,8.0,0.6,1.2,0.5,s4_narrow_passage,M7,1
False,31.1,0.7284401762113373,0.19519197556451348,True,97.96620194606876,3212.6842510045653,0.03663613655287261,72.64186382791037,0.012703368935076969,0.27418734497266967,0.0021453352568355844,0.0021453352568355844,157.25248288181632,0,0.0,True,2.5258126550273303,False,False,31.150000000000002,0.05,8.0,0.6,1.2,0.5,s4_narrow_passage,M7,2
False,32.65,0.7285665971784974,0.19868708821499861,True,88.27865631770936,2546.0115564968096,0.030391340549542047,72.67127031871158,0.012854321341342656,0.2756570991458988,0.0021176251470148904,0.0021176251470148904,146.21279711647566,0,0.0,True,2.524342900854101,False,False,32.15,0.05,8.0,0.6,1.5,0.3,s4_narrow_passage,M7,0
False,33.6,0.7376997088372799,0.20291814682313677,True,87.79820422132119,2497.190052947928,0.030113794060505135,72.682163847514,0.01285468622461089,0.2756561807232151,0.0021165240257681665,0.0021165240257681665,145.24744995317144,0,0.0,True,2.5243438192767846,False,False,33.1,0.05,8.0,0.6,1.5,0.3,s4_narrow_passage,M7,1
False,33.25,0.7385873668520617,0.20195645892343328,True,88.13011605902807,2525.938346607752,0.02997502081598668,72.64322941881511,0.012852846129443095,0.27566040502794303,0.002124706316385873,0.002124706316385873,145.6462365705584,0,0.0,True,2.524339594972057,False,False,32.6,0.05,8.0,0.6,1.5,0.3,s4_narrow_passage,M7,2
False,31.900000000000002,0.7272512662909676,0.19831376784911722,True,97.81991718122579,3224.4635482141657,0.037052456286427976,72.68211504356428,0.012854972345299186,0.27565564042402885,0.002114498262165876,0.002114498262165876,157.82774713260054,0,0.0,True,2.524344359575971,False,False,31.35,0.05,8.0,0.6,1.5,0.5,s4_narrow_passage,M7,0
False,32.65,0.7373475610176994,0.23854896874888468,True,97.31636601376543,3182.7315294698637,0.03663613655287261,72.53982064232036,0.012849078183377423,0.27566864513420275,0.0021441009780297933,0.0021441009780297933,156.6675040460533,0,0.0,True,2.5243313548657973,False,False,32.0,0.05,8.0,0.6,1.5,0.5,s4_narrow_passage,M7,1
False,32.35,0.7327411073688122,0.20774458829672707,True,97.80382987601635,3228.776626180361,0.03635859006383569,72.55650989506124,0.012849547897239773,0.275667651764534,0.002141464196502935,0.002141464196502935,157.55377346906448,0,0.0,True,2.5243323482354656,False,False,31.650000000000002,0.05,8.0,0.6,1.5,0.5,s4_narrow_passage,M7,2
False,29.650000000000002,0.7286871734162734,0.21618907257329392,True,90.22008992530185,2655.1066267778388,0.030807660283097418,72.65366429535348,0.013431215062763444,0.2809909959055101,0.001876422348119041,0.001876422348119041,148.09485688337048,0,0.0,True,2.5190090040944897,False,False,29.950000000000003,0.05,8.0,0.9,1.2,0.3,s4_narrow_passage,M7,0
False,29.950000000000003,0.7377682774528502,0.20857421988421834,True,89.44930561075739,2584.4760456823024,0.030391340549542047,72.62370131263998,0.013402825461682538,0.2810397246680367,0.0020276632076695993,0.0020276632076695993,147.03317242570384,0,0.0,True,2.5189602753319633,False,False,30.8,0.05,8.0,0.9,1.2,0.3,s4_narrow_passage,M7,1
False,29.75,0.738661541731344,0.21233726582416323,True,90.36261267366814,2637.6142947126796,0.031362753261171245,72.52026650373124,0.013360117109929716,0.28118862704070174,0.0022958763402908286,0.0022958763402908286,147.91495279095548,0,0.0,True,2.518811372959298,False,False,30.35,0.05,8.0,0.9,1.2,0.3,s4_narrow_passage,M7,2
False,29.1,0.7279076411161796,0.2189042571157499,True,97.91778705481501,3204.8933676326706,0.03816264224257563,72.48743994765242,0.013358418824843116,0.28119521369843564,0.002306422392640922,0.002306422392640922,156.90234746391428,0,0.0,True,2.518804786301564,False,False,29.650000000000002,0.05,8.0,0.9,1.2,0.5,s4_narrow_passage,M7,0
False,29.35,0.7371510767363507,0.21022106031267623,True,97.90390161098962,3192.599012977228,0.03844018873161255,72.65559081245782,0.013432561614721075,0.28098869133126864,0.0018698002352913194,0.0018698002352913194,156.9061269766645,0,0.0,True,2.5190113086687314,False,False,29.85,0.05,8.0,0.9,1.2,0.5,s4_narrow_passage,M7,1
False,29.0,0.7382513830135571,0.21605055221348743,True,98.85372608569469,3251.602844210467,0.038578961976131004,72.5815593098632,0.013371430001143563,0.2811440260962334,0.002225451671648274,0.002225451671648274,158.3326136571268,0,0.0,True,2.5188559739037664,False,False,29.400000000000002,0.05,8.0,0.9,1.2,0.5,s4_narrow_passage,M7,2
