scene,method,k_s,k_t,r0,success_rate,collision_rate,obs_collision_rate,agent_collision_rate,min_obs_distance_mean,min_agent_distance_mean,completion_time_mean,input_sat_mean,control_cost_mean,control_smoothness_mean,radius_error_final_mean
s4_narrow_passage_medium,M7,3.4,1.5,1.9,0.43333333333333335,0.5666666666666667,0.0,0.5666666666666667,0.7560902530131983,0.34960047084645623,17.716666666666665,0.05289915383548342,93.03716852965404,791.2040014671263,1.9776740917974478
s4_narrow_passage_medium,M7,3.4,1.5,1.8,0.4,0.6,0.0,0.6,0.7445291100083925,0.3470774321798877,17.53166666666667,0.05175475100568734,93.11198496131996,787.202574189774,2.0202067454748933
s4_narrow_passage_medium,M7,3.4,1.5,1.7,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.7354718095828471,0.33653944230651206,17.33,0.05141489804411153,93.32557960862583,790.1131179254694,2.0641525759366
s4_narrow_passage_medium,M7,3.4,1.4,1.9,0.3,0.7,0.0,0.7,0.820897668785028,0.3380615647153843,17.908333333333335,0.04564433347204883,92.47637560750393,747.6302875695797,1.9977738578642346
s4_narrow_passage_medium,M7,3.4,1.4,1.8,0.2,0.8,0.0,0.8,0.8060408787976677,0.3335842952276541,17.696666666666665,0.045464003329171866,92.61939577382431,746.9321087794195,2.0396876949022062
s4_narrow_passage_medium,M7,3.4,1.3,1.8,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.8690636983896203,0.32867044004494966,17.875,0.03712026633374948,92.35748695872118,720.8840542571141,2.058693714918826
s4_narrow_passage_medium,M7,3.4,1.3,1.9,0.13333333333333333,0.8666666666666667,0.0,0.8666666666666667,0.8802175511642898,0.32846066199549373,18.10666666666667,0.03630878069080316,92.13868004566929,727.2965742966586,2.016292754379698
s4_narrow_passage_medium,M7,3.4,1.4,1.7,0.1,0.9,0.0,0.9,0.7766521933423058,0.3230819146669179,17.50166666666667,0.04429185740047163,92.87965663757478,745.8257608895833,2.080282871305277
s4_narrow_passage_medium,M7,3.4,1.3,1.7,0.1,0.9,0.0,0.9,0.8611083297743897,0.31955009563380454,17.685000000000002,0.03756415591621584,92.42423951972302,710.7115768715144,2.1011607691039305
