success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,k_s,k_t,r0
False,17.6,0.7925512180855685,0.3065402374349699,True,92.34663923892866,699.7071211591848,0.040366208905534745,72.0544085213292,0.09382159401498404,0.7228785947798789,0.006273678218112595,0.006273678218112595,123.44821955183622,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077121405220121,False,False,24.05,23.55,24.05,20.200000000000003,40.0,22.450000000000003,0,72.39139682516905,2.080264563723738,1.0,s4_narrow_passage_medium,M7,37,3.4,1.4,1.7
False,17.650000000000002,0.8623056738345183,0.3077454554528308,True,92.11226357898427,763.6265792635635,0.042863087806908035,72.03499265037375,0.10268504813439634,0.7165410372242679,0.00013327210630197445,0.00013327210630197445,123.43946068058429,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083458962775732,False,False,23.75,23.450000000000003,23.75,20.25,40.0,22.400000000000002,0,72.48794284937168,2.0802579541888804,1.0,s4_narrow_passage_medium,M7,38,3.4,1.4,1.7
False,17.75,0.8035041615633871,0.3080395754597069,True,93.09932998360567,781.6551349447114,0.04827299209321681,72.03784139927537,0.09386100793066639,0.722849361512258,0.006208755219041246,0.006208755219041246,124.19383429926961,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077150638487742,False,False,23.75,23.450000000000003,23.75,20.3,40.0,22.3,0,72.41365440147261,2.0802465918534985,1.0,s4_narrow_passage_medium,M7,39,3.4,1.4,1.7
False,17.75,0.7392195932751677,0.31499595042018497,True,91.75565765583778,624.0453553511995,0.04972950478568456,72.07029922024388,0.10570299915482129,0.7650499022238243,0.006545148789577164,0.006545148789577164,122.90154186995798,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349500977761754,False,False,23.450000000000003,23.200000000000003,23.450000000000003,20.25,40.0,22.3,0,72.33723813371664,2.0381305444258793,1.0,s4_narrow_passage_medium,M7,10,3.4,1.4,1.8
True,17.900000000000002,0.9161923334396282,0.3587583620609125,False,91.98285311233317,752.5717553366579,0.03766125676238036,72.08701299854586,0.10572460819347042,0.7650338248295672,0.006587826163283151,0.006587826163283151,123.65982212983963,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0349661751704327,False,True,23.55,23.450000000000003,23.55,20.450000000000003,40.0,22.150000000000002,0,72.55708696986947,2.0380772169542745,1.0,s4_narrow_passage_medium,M7,11,3.4,1.4,1.8
False,17.95,0.7744205594927644,0.30855823753839795,True,92.58255567270142,761.3434879836524,0.05035372451102788,72.04216377635126,0.11509078025985031,0.7587202173349654,0.00020491991141038463,0.00020491991141038463,123.89331699301499,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412797826650344,False,False,23.700000000000003,23.55,23.700000000000003,20.450000000000003,40.0,22.1,0,72.53656891491306,2.038091884109516,1.0,s4_narrow_passage_medium,M7,12,3.4,1.4,1.8
False,17.650000000000002,0.8002181979550202,0.3342781240953476,True,92.30889151949617,697.085717901977,0.04203079483978361,72.00706610018509,0.11509734683901414,0.758716128526313,0.00017156720814152346,0.00017156720814152346,123.68779074404749,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041283871473687,False,False,23.5,23.200000000000003,23.5,20.150000000000002,40.0,22.400000000000002,0,72.45156938719354,2.038100627016616,1.0,s4_narrow_passage_medium,M7,13,3.4,1.4,1.8
False,17.6,0.8572776870029133,0.3378886297453714,True,92.43739121937398,731.6115368492411,0.0328755722014149,72.03643299809825,0.11510592271012778,0.758710433304494,0.00016867715810438527,0.00016867715810438527,123.64302483552832,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041289566695506,False,False,23.400000000000002,23.05,23.400000000000002,20.150000000000002,40.0,22.450000000000003,0,72.49354678880324,2.0381000763062573,1.0,s4_narrow_passage_medium,M7,14,3.4,1.4,1.8
False,17.900000000000002,0.8074313225323528,0.3082858827131702,True,91.96183706379207,747.2907113544051,0.04868913857677903,72.04984991954807,0.10573308224343574,0.7650303013382764,0.006467426558589063,0.006467426558589063,123.52485916363364,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349696986617234,False,False,24.450000000000003,23.700000000000003,24.450000000000003,20.450000000000003,40.0,22.150000000000002,0,72.50414115042874,2.0380778050524286,1.0,s4_narrow_passage_medium,M7,15,3.4,1.4,1.8
False,17.650000000000002,0.7812763142218271,0.32852209938351384,True,92.7816786078401,729.5434697583464,0.04681647940074907,72.03405765523252,0.10572375233152455,0.7650370888715976,0.006481632787185298,0.006481632787185298,124.0588828456889,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.034962911128402,False,False,23.55,23.05,23.55,20.150000000000002,40.0,22.400000000000002,0,72.49720806142516,2.038094227072631,1.0,s4_narrow_passage_medium,M7,16,3.4,1.4,1.8
False,17.45,0.7791351200627845,0.3322793978206232,True,93.77568831530841,813.5457109922133,0.0570120682480233,72.01692008081935,0.10569332876564765,0.7650610067494673,0.006253844719369139,0.006253844719369139,124.12877691622732,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349389932505324,False,False,23.1,22.75,23.1,19.900000000000002,40.0,22.6,0,72.49163249013763,2.038085869317754,1.0,s4_narrow_passage_medium,M7,17,3.4,1.4,1.8
True,17.95,0.8818570509307941,0.3448703392334076,False,92.00491504999847,794.4110132268552,0.04369538077403246,72.03841369764667,0.11511577483424024,0.75870374732453,0.0002276951481798621,0.0002276951481798621,123.68747765031486,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.04129625267547,False,True,23.400000000000002,23.200000000000003,23.400000000000002,20.400000000000002,40.0,22.1,0,72.61308941825104,2.0380806637891244,1.0,s4_narrow_passage_medium,M7,18,3.4,1.4,1.8
False,17.55,0.8181687289951041,0.31862270616077804,True,92.85371843229024,747.38425310508,0.046192259675405745,72.08105969613969,0.11507507139537014,0.7587303065250216,0.00018083017991486565,0.00018083017991486565,123.85510618936934,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041269693474978,False,False,23.1,23.0,23.1,20.05,40.0,22.5,0,72.44953807123406,2.038099601694617,1.0,s4_narrow_passage_medium,M7,19,3.4,1.4,1.8
False,17.85,0.8708992336683503,0.3084504079755122,True,92.23396012022624,714.6626935513128,0.04099042863087807,72.0574591812083,0.10571721555741775,0.7650403263865136,0.0065150885490396285,0.0065150885490396285,123.88914206358908,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.034959673613486,False,False,23.650000000000002,23.55,23.650000000000002,20.35,40.0,22.200000000000003,0,72.50414312588451,2.0380852000236933,1.0,s4_narrow_passage_medium,M7,20,3.4,1.4,1.8
True,18.0,0.8194997287143939,0.3770458399603475,False,93.04274039749193,733.7677316959699,0.04203079483978361,72.14107325288543,0.10575561059846643,0.7650103009064341,0.006407107780883202,0.006407107780883202,124.48616505296653,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0349896990935656,False,True,23.400000000000002,23.3,23.400000000000002,20.5,40.0,22.05,0,72.61298101542538,2.038082196549608,1.0,s4_narrow_passage_medium,M7,21,3.4,1.4,1.8
False,17.6,0.7530459990319309,0.3203340303810902,True,90.87318211829695,633.9721798390339,0.0449438202247191,83.47575798145921,0.15648037162154396,0.7244437510016387,0.036298019684705946,0.036298019684705946,122.8561349345709,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.075556248998361,False,False,23.5,23.200000000000003,23.5,20.150000000000002,40.0,22.450000000000003,0,83.82011054687577,2.076109265797078,1.0,s4_narrow_passage_medium,M7,22,3.4,1.4,1.8
False,17.1,0.7317270593631686,0.308364953130884,True,93.02879129485987,706.0874228543566,0.05638784852267998,72.02841160884643,0.11511267934978851,0.7587057369769704,0.00016429059014938483,0.00016429059014938483,123.22627118293413,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412942630230293,False,False,23.650000000000002,23.05,23.650000000000002,19.8,40.0,22.950000000000003,0,72.39898500048224,2.0381088655312602,1.0,s4_narrow_passage_medium,M7,23,3.4,1.4,1.8
False,17.5,0.7952782441252924,0.3286647981913266,True,93.41303987167322,716.1826315674832,0.054307116104868915,72.05254279154966,0.11512092788304686,0.7587003112117096,0.0001916720503027709,0.0001916720503027709,124.29673550429324,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412996887882904,False,False,22.900000000000002,22.900000000000002,22.900000000000002,20.150000000000002,40.0,22.55,0,72.50912350808473,2.0380987455816766,1.0,s4_narrow_passage_medium,M7,24,3.4,1.4,1.8
False,17.5,0.7314566459608935,0.32436536150667555,True,93.60288919013378,833.8576778655392,0.05805243445692884,72.10650665448539,0.10573548005207391,0.7650260963063781,0.00634268804428722,0.00634268804428722,124.19621121312751,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349739036936216,False,False,24.75,22.75,24.75,19.950000000000003,40.0,22.55,0,72.49882380467814,2.038079079253552,1.0,s4_narrow_passage_medium,M7,25,3.4,1.4,1.8
False,17.7,0.8539156389047744,0.3296607722225143,True,92.54047829408363,745.6008019777412,0.04702455264253017,72.00381811611022,0.11511576613464915,0.7587037005415466,0.00020543257326761688,0.00020543257326761688,124.07009549110333,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041296299458453,False,False,23.6,23.1,23.6,20.200000000000003,40.0,22.35,0,72.51295123428568,2.0380988993031637,1.0,s4_narrow_passage_medium,M7,26,3.4,1.4,1.8
False,17.5,0.7568882989929426,0.3332628287284843,True,92.92869812665903,747.9861234328927,0.038077403245942575,71.99867466610173,0.11509854153043454,0.7587151720004367,0.00017033286845069128,0.00017033286845069128,123.8831067510454,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412848279995632,False,False,23.700000000000003,23.0,23.700000000000003,20.05,40.0,22.55,0,72.47845086809471,2.03810412049445,1.0,s4_narrow_passage_medium,M7,27,3.4,1.4,1.8
False,17.8,0.8731144382983305,0.32862376230578116,True,92.56387083309387,734.9369851698837,0.03953391593841032,72.07517606713286,0.11509435577234968,0.7587177154879701,0.0002101544799440547,0.0002101544799440547,124.0309895710674,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412822845120298,False,False,23.400000000000002,23.200000000000003,23.400000000000002,20.3,40.0,22.25,0,72.53494397838558,2.038095765045832,1.0,s4_narrow_passage_medium,M7,28,3.4,1.4,1.8
False,17.75,0.7406995745200466,0.3236651441201433,True,92.8619864819658,767.1962410320967,0.04411152725759467,72.03984009642981,0.11508835435286012,0.7587211311579827,0.00024512086784931816,0.00024512086784931816,124.04406654203827,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041278868842017,False,False,23.400000000000002,23.200000000000003,23.400000000000002,20.25,40.0,22.3,0,72.4949271202857,2.0380927611199433,1.0,s4_narrow_passage_medium,M7,29,3.4,1.4,1.8
True,17.7,0.8254976545060251,0.4163110354587382,False,93.27001916178324,787.6556961502424,0.04411152725759467,72.06643570432449,0.11507731965474616,0.7587280660194996,0.0002503296169315709,0.0002503296169315709,124.08858862850433,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0412719339805,False,True,23.75,22.950000000000003,23.75,20.200000000000003,40.0,22.35,0,72.53820491002134,2.038093867424428,1.0,s4_narrow_passage_medium,M7,30,3.4,1.4,1.8
False,17.400000000000002,0.7411982443793861,0.3277706396835468,True,92.90752759409332,724.4741094939217,0.04119850187265917,72.1303227175888,0.10575700421584701,0.7650103528648883,0.0062202748239668995,0.0062202748239668995,123.66502891645747,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349896471351117,False,False,23.150000000000002,23.05,23.150000000000002,19.950000000000003,40.0,22.650000000000002,0,72.43823852438969,2.0380979360934264,1.0,s4_narrow_passage_medium,M7,31,3.4,1.4,1.8
True,17.75,0.8874974733477388,0.4045378535423123,False,93.09373747516031,819.8071969776445,0.04577611319184353,72.059549144304,0.11506562300698493,0.7587370595051084,0.0002078290833184029,0.0002078290833184029,124.18692860439357,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0412629404948914,False,True,23.900000000000002,23.05,23.900000000000002,20.25,40.0,22.3,0,72.58372880164092,2.038084636891723,1.0,s4_narrow_passage_medium,M7,32,3.4,1.4,1.8
False,17.8,0.7609476666353656,0.31113238375612273,True,92.7999827509397,790.332644958185,0.04348730753225135,72.06561313606709,0.10571428803194473,0.7650414711317417,0.006532917509615681,0.006532917509615681,124.1208119942521,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.034958528868258,False,False,23.700000000000003,23.400000000000002,23.700000000000003,20.3,40.0,22.25,0,72.59383031191797,2.038074851923049,1.0,s4_narrow_passage_medium,M7,33,3.4,1.4,1.8
False,17.650000000000002,0.8622720414927658,0.3276380105527941,True,92.75932658730159,805.5960931528502,0.04265501456512692,72.01877998234121,0.11509383910716837,0.7587183498609456,0.00016882080766475317,0.00016882080766475317,123.73404637077917,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0412816501390543,False,False,23.0,22.900000000000002,23.0,20.1,40.0,22.400000000000002,0,72.53406912016952,2.038090518063516,1.0,s4_narrow_passage_medium,M7,34,3.4,1.4,1.8
False,17.7,0.797300951311773,0.3076787611559443,True,92.4126310568395,741.9896104493224,0.04723262588431128,72.00260277932654,0.11508496418909858,0.7587240783574626,0.00020644485934002431,0.00020644485934002431,123.81484002188478,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.041275921642537,False,False,23.700000000000003,23.450000000000003,23.700000000000003,20.200000000000003,40.0,22.35,0,72.45431702213105,2.0380983844349156,1.0,s4_narrow_passage_medium,M7,35,3.4,1.4,1.8
False,17.7,0.7352485073047059,0.3231237518751977,True,92.67722863913842,713.8639767960846,0.04827299209321681,72.06478591434214,0.10572759243539538,0.765032169630249,0.0064080071483231665,0.0064080071483231665,124.0687756561604,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349678303697507,False,False,23.55,23.25,23.55,20.200000000000003,40.0,22.35,0,72.40834854145905,2.0380937605566936,1.0,s4_narrow_passage_medium,M7,36,3.4,1.4,1.8
True,17.85,0.9154680801363984,0.396608795460972,False,92.52290343601894,791.5004125084295,0.03828547648772368,72.09115508965516,0.11509019313062263,0.7587198619163708,0.00025519980670609413,0.00025519980670609413,123.94290309102489,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.041280138083629,False,True,23.6,23.1,23.6,20.3,40.0,22.200000000000003,0,72.5855163775377,2.0380836059414436,1.0,s4_narrow_passage_medium,M7,37,3.4,1.4,1.8
False,17.8,0.7660147845517085,0.31027894009866747,True,91.71043487735736,695.0405888201574,0.04369538077403246,72.01730230056747,0.10572205175712725,0.765038964748196,0.00616943409875932,0.00616943409875932,123.10957363232724,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349610352518037,False,False,24.150000000000002,23.6,24.150000000000002,20.35,40.0,22.25,0,72.52749458979054,2.038094195974263,1.0,s4_narrow_passage_medium,M7,38,3.4,1.4,1.8
False,17.900000000000002,0.8080591907756871,0.3129510575508612,True,92.89325825864044,804.6194332298093,0.04868913857677903,72.03788681239433,0.10571630630762459,0.7650415798937052,0.0062206555598357865,0.0062206555598357865,124.2397540090502,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0349584201062947,False,False,23.8,23.5,23.8,20.400000000000002,40.0,22.150000000000002,0,72.64397624991112,2.0380665175449373,1.0,s4_narrow_passage_medium,M7,39,3.4,1.4,1.8
False,17.95,0.7617842907873451,0.3152836460929787,True,91.63030679676689,643.0220043632601,0.051394090719933415,72.03547269843561,0.11833966320832356,0.8071930709935201,0.005983414733673377,0.005983414733673377,123.05867583444777,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9928069290064796,False,False,23.25,23.150000000000002,23.25,20.35,40.0,22.1,0,72.37964909212317,1.9960130545146453,1.0,s4_narrow_passage_medium,M7,10,3.4,1.4,1.9
True,18.150000000000002,0.9079820771946643,0.37799299938613956,False,91.82517067366088,734.6147796151532,0.039950062421972535,72.034256289328,0.12824875299422786,0.8008713557620551,0.0003305835527232954,0.0003305835527232954,123.78501822899673,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9991286442379446,False,True,23.35,23.25,23.35,20.55,40.0,21.900000000000002,0,72.73879638959028,1.995908357386597,1.0,s4_narrow_passage_medium,M7,11,3.4,1.4,1.9
True,18.150000000000002,0.7636564031846957,0.34830190171605063,False,92.61969082949359,762.4813106575631,0.05513940907199334,72.05484822170975,0.12826886933104273,0.8008582597119344,0.0003712323921003881,0.0003712323921003881,124.14433568892272,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9991417402880653,False,True,23.5,23.5,23.5,20.55,40.0,21.900000000000002,0,72.70603558058201,1.9959119279894393,1.0,s4_narrow_passage_medium,M7,12,3.4,1.4,1.9
False,17.8,0.7742587661277016,0.3301868400037409,True,92.4424721818901,754.5631957600566,0.04452767374115689,72.03764050439366,0.12823314538105934,0.8008800367519395,0.0003325634138972799,0.0003325634138972799,123.91482822358913,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991199632480603,False,False,23.8,23.1,23.8,20.25,40.0,22.25,0,72.63701152260788,1.9959268998131787,1.0,s4_narrow_passage_medium,M7,13,3.4,1.4,1.9
False,17.75,0.862899079254537,0.3172740979502324,True,89.842630435403,572.3689133404496,0.03412401165210154,84.13600233620379,0.18023326366244843,0.7608058165706885,0.030749380977008172,0.030749380977008172,122.30140766960498,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0391941834293115,False,False,23.05,23.05,23.05,20.200000000000003,40.0,22.3,0,84.72968782422218,2.0387301341015354,1.0,s4_narrow_passage_medium,M7,14,3.4,1.4,1.9
False,18.1,0.8284449284628546,0.30894924522845185,True,91.9131312007193,773.4373018864651,0.04827299209321681,72.01419216761303,0.1282308208904389,0.8008820860951059,0.00038685904829791653,0.00038685904829791653,123.81827952553704,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.999117913904894,False,False,24.0,23.75,24.0,20.55,40.0,21.950000000000003,0,72.65589267725574,1.9959055890294355,1.0,s4_narrow_passage_medium,M7,15,3.4,1.4,1.9
False,17.85,0.7986206669791989,0.32915582904974305,True,92.72864840512861,744.9301420429898,0.04848106533499792,72.03647984419788,0.12822648347110915,0.8008846296321828,0.0003318046909460667,0.0003318046909460667,124.2900974518868,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.999115370367817,False,False,23.3,23.200000000000003,23.3,20.3,40.0,22.200000000000003,0,72.63979053564694,1.9959237848701972,1.0,s4_narrow_passage_medium,M7,16,3.4,1.4,1.9
False,17.75,0.7964546279361728,0.33383771870159895,True,93.3697203166994,814.5677956038026,0.05805243445692884,72.02169408621498,0.12825183238697696,0.8008688380835697,0.00029798692216542,0.00029798692216542,124.22687821116301,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991311619164303,False,False,22.900000000000002,22.8,22.900000000000002,20.1,40.0,22.3,0,72.60613598641267,1.9959250654876746,1.0,s4_narrow_passage_medium,M7,17,3.4,1.4,1.9
False,18.150000000000002,0.9110249628061398,0.30922074989234927,True,91.49205616651761,709.8810079084315,0.04078235538909696,72.02618643171672,0.11833105296002407,0.8071991996564353,0.006225658464330851,0.006225658464330851,123.73369220813957,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9928008003435647,False,False,24.05,23.650000000000002,24.05,20.6,40.0,21.900000000000002,0,72.71496172211491,1.995901093465842,1.0,s4_narrow_passage_medium,M7,18,3.4,1.4,1.9
False,17.5,0.7247329350416629,0.30902391544952684,True,92.93718831437657,727.0952561614338,0.05742821473158552,72.03850674499799,0.128225978585037,0.8008853777967623,0.00022436967864431347,0.00022436967864431347,123.60594484275774,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991146222032374,False,False,23.3,23.05,23.3,19.900000000000002,40.0,22.55,0,72.4796816807876,1.9959375401896458,1.0,s4_narrow_passage_medium,M7,19,3.4,1.4,1.9
True,18.05,0.8849309532253369,0.3644996438218784,False,92.53402246222475,766.0658846124707,0.037037037037037035,72.02959307373614,0.12825749574925357,0.800865305009697,0.00036736896005567935,0.00036736896005567935,124.4717642290217,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9991346949903028,False,True,23.5,23.400000000000002,23.5,20.5,40.0,22.0,0,72.69765482202043,1.9959115071535019,1.0,s4_narrow_passage_medium,M7,20,3.4,1.4,1.9
True,18.25,0.821229814677727,0.39706876755360665,False,92.90291437245976,722.896489627844,0.04078235538909696,72.01579960441178,0.12824875099099478,0.8008701506254075,0.0004135857441445542,0.0004135857441445542,124.71101478258002,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9991298493745924,False,True,23.450000000000003,23.35,23.450000000000003,20.700000000000003,40.0,21.8,0,72.7784850036267,1.9959013155029794,1.0,s4_narrow_passage_medium,M7,21,3.4,1.4,1.9
False,17.75,0.7600172640741298,0.3265597205923661,True,92.89138719636857,761.4066565197129,0.0478568456096546,72.03596438537016,0.12826930477984128,0.8008584213552431,0.000277269076846539,0.000277269076846539,124.21375741756785,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991415786447568,False,False,23.200000000000003,23.05,23.200000000000003,20.200000000000003,40.0,22.3,0,72.62117284760326,1.995928531739471,1.0,s4_narrow_passage_medium,M7,22,3.4,1.4,1.9
False,17.400000000000002,0.7302428867460364,0.30992367897325634,True,92.50634105635692,708.2193939540507,0.05659592176446109,72.02363317039054,0.12825151455400216,0.8008691064736023,0.0002902931374501764,0.0002902931374501764,122.94426886892467,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991308935263974,False,False,23.6,23.25,23.6,19.950000000000003,40.0,22.650000000000002,0,72.45788823547824,1.9959340346255028,1.0,s4_narrow_passage_medium,M7,23,3.4,1.4,1.9
False,17.7,0.7899383165749938,0.32766125108203814,True,93.30942164867116,746.4176231481218,0.055763628797336665,72.03792987163628,0.118350868170284,0.8071852613079521,0.00634248325234826,0.00634248325234826,124.37292847726005,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9928147386920476,False,False,23.150000000000002,23.05,23.150000000000002,20.25,40.0,22.35,0,72.61212364613525,1.9959196829105548,1.0,s4_narrow_passage_medium,M7,24,3.4,1.4,1.9
False,17.6,0.7379127344472407,0.3271065973824024,True,93.76388083905347,849.9807861770391,0.05805243445692884,72.1154660570578,0.12796871726976713,0.8010486983152946,0.00045397897028234737,0.00045397897028234737,124.3221761029582,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9989513016847051,False,False,23.450000000000003,22.650000000000002,23.450000000000003,19.950000000000003,40.0,22.450000000000003,0,72.60220450592112,1.9959202311781092,1.0,s4_narrow_passage_medium,M7,25,3.4,1.4,1.9
True,18.1,0.9023759646655234,0.3716948787584852,False,91.8920153939712,740.1520399048085,0.038909696213067,72.05452928735188,0.11832988155327025,0.8071985154527034,0.00669923156938515,0.00669923156938515,124.09740330664208,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9928014845472966,False,True,23.200000000000003,23.200000000000003,23.200000000000003,20.5,40.0,21.950000000000003,0,72.69599981546227,1.9959061015120887,1.0,s4_narrow_passage_medium,M7,26,3.4,1.4,1.9
True,17.8,0.8679885846382638,0.3605117147906457,False,92.61020341077054,743.6297824229807,0.03953391593841032,72.1248427627285,0.11834508966316915,0.8071847404751916,0.006596806793210928,0.006596806793210928,123.93447878114054,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.992815259524808,False,True,23.650000000000002,22.950000000000003,23.650000000000002,20.200000000000003,40.0,22.25,0,72.62494604503512,1.995916538333575,1.0,s4_narrow_passage_medium,M7,27,3.4,1.4,1.9
False,18.0,0.8618992685012865,0.3086357902798459,True,92.00644445626982,738.0124445968115,0.036620890553474825,72.08281057106113,0.11834144464317221,0.8071887721015466,0.006661826564165168,0.006661826564165168,123.70958448181996,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.992811227898453,False,False,24.150000000000002,23.6,24.150000000000002,20.450000000000003,40.0,22.05,0,72.62795421129555,1.9958977033196794,1.0,s4_narrow_passage_medium,M7,28,3.4,1.4,1.9
False,17.95,0.7635725851507191,0.32381629308128485,True,92.7693406899108,793.1047230230549,0.04348730753225135,72.06437973490571,0.12822352369422577,0.8008866793422104,0.0003368298573220639,0.0003368298573220639,124.22806362074941,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9991133206577896,False,False,23.400000000000002,23.200000000000003,23.400000000000002,20.35,40.0,22.1,0,72.65800185495495,1.9959103521062898,1.0,s4_narrow_passage_medium,M7,29,3.4,1.4,1.9
True,17.900000000000002,0.8525180898091282,0.3736342338489741,False,93.15303400289308,795.1878419882968,0.04265501456512692,72.07241193293281,0.11835168894407422,0.8071816261835538,0.0065851059616580995,0.0065851059616580995,124.24501519157215,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.992818373816446,False,True,23.200000000000003,23.0,23.200000000000003,20.3,40.0,22.150000000000002,0,72.70258275057142,1.9959002784212467,1.0,s4_narrow_passage_medium,M7,30,3.4,1.4,1.9
False,17.7,0.7998906169578002,0.3326114098305618,True,92.6599990436323,748.9684699091121,0.04265501456512692,72.0196951533798,0.11831539581646631,0.807210466698557,0.006105244764242335,0.006105244764242335,123.81231597444791,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9927895333014427,False,False,23.35,22.85,23.35,20.1,40.0,22.35,0,72.59246625388832,1.9959227888738438,1.0,s4_narrow_passage_medium,M7,31,3.4,1.4,1.9
True,18.0,0.8738430878237,0.4045378535423123,False,92.95916372378714,792.351594846733,0.04307116104868914,72.03963266356621,0.11832389801255022,0.8072020267459236,0.006615936194317345,0.006615936194317345,124.35173178429855,0,0.0,True,True,True,False,True,True,False,False,True,True,True,1.9927979732540764,False,True,23.200000000000003,23.1,23.200000000000003,20.400000000000002,40.0,22.05,0,72.732667532237,1.9958985237653402,1.0,s4_narrow_passage_medium,M7,32,3.4,1.4,1.9
False,17.95,0.7567158848982614,0.3390738419910448,True,92.9858195923651,768.9165106416316,0.04598418643362463,72.03582923912485,0.11833257171764396,0.8071974433825262,0.006391966210451357,0.006391966210451357,124.38544455176807,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9928025566174736,False,False,23.35,23.25,23.35,20.3,40.0,22.1,0,72.63896674099735,1.9959120987551728,1.0,s4_narrow_passage_medium,M7,33,3.4,1.4,1.9
False,17.900000000000002,0.8732327694905713,0.33119691982089144,True,92.5610223699903,824.2687392861466,0.04015813566375364,72.09574020841809,0.12093770591291587,0.8055461529726392,0.004622108735197328,0.004622108735197328,123.84411534896711,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.9944538470273607,False,False,23.05,22.950000000000003,23.05,20.3,40.0,22.150000000000002,0,72.66006605242356,1.9958898100714857,1.0,s4_narrow_passage_medium,M7,34,3.4,1.4,1.9
False,17.900000000000002,0.8408590286574571,0.30999152476298314,True,92.2869945921753,699.8259234518372,0.04078235538909696,72.05008811613764,0.11833982084109763,0.807192392841389,0.006038670172148851,0.006038670172148851,124.07190565157835,0,0.0,True,True,True,False,True,False,False,True,True,True,False,1.992807607158611,False,False,23.650000000000002,23.450000000000003,23.650000000000002,20.35,40.0,22.150000000000002,0,72.62234300977033,1.995917158548824,1.0,s4_narrow_passage_medium,M7,35,3.4,1.4,1.9
