scene,method,success_rate,completion_time_mean,completion_time_std,collision_rate,obs_collision_rate,agent_collision_rate,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,control_cost_mean,control_smoothness_mean,input_sat_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,dwell_geom_success_rate,dwell_success_no_collision_rate,radius_error_final_mean,success_geom_final_rate,success_no_collision_rate,gmax_reach_time_mean,time_to_inside_mean,time_to_gmax_mean,time_to_radius_mean,time_to_full_geom_mean,success_hold_time_mean,post_success_violation_count_mean,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate_mean
s4_narrow_passage_easy,M4,0.0,15.700000000000001,,1.0,0.0,1.0,1.110563164932966,0.24331276981271382,72.03287494833094,0.06533960737866562,90.75135093714826,453.4345468744514,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.190652516880777,0.0,0.0,22.25,21.900000000000002,22.25,18.6,32.0,16.35,0.0,88.38077288448967,2.1658847265181937,0.99
s4_narrow_passage_easy,M5,0.0,16.900000000000002,,1.0,0.0,1.0,1.428814896771231,0.24406983503722363,72.23094690850611,0.06539264915602434,87.01954537942969,429.23896026318795,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.190680758506436,0.0,0.0,23.450000000000003,22.950000000000003,23.450000000000003,19.8,32.0,15.15,0.0,112.6652342085073,2.075222400456361,0.88
s4_narrow_passage_easy,M6,0.0,15.700000000000001,,1.0,0.0,1.0,1.1108882162395481,0.20548304136722226,73.91896825071734,0.007760500137645943,99.65829933487265,1075.9100967460374,0.041081643265730626,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.591879127852316,0.0,0.0,22.8,21.8,22.8,18.6,32.0,16.35,0.0,90.7167480410686,2.509289956513737,0.975
s4_narrow_passage_easy,M7,0.0,16.900000000000002,,1.0,0.0,1.0,1.4289588559286845,0.2064611278316008,74.51680887842447,0.00625955656457449,94.78970754175856,963.0440365937907,0.0358814352574103,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.587749930609559,0.0,0.0,23.55,23.25,23.55,19.8,32.0,15.15,0.0,114.38093161963094,2.372945922030175,0.855
s4_narrow_passage_hard,M4,1.0,18.45,,0.0,0.0,0.0,0.36957053463745493,0.4948696028528118,72.19079714036452,0.1761386852944543,106.00188499120166,1760.3808212573995,0.06439078545656397,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.8250453225970742,0.0,1.0,23.85,23.55,23.85,20.8,60.0,41.6,0.0,72.19593678021461,1.8279499277937135,1.0
s4_narrow_passage_hard,M5,0.0,28.1,,1.0,0.0,1.0,0.7242037819844238,0.3313032631697055,72.19934369734197,0.17612797601652852,106.76095180865832,2587.8485412640334,0.04870940882597835,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.825039634634313,0.0,0.0,33.85,33.25,33.85,30.150000000000002,60.0,31.950000000000003,0.0,72.19705829140962,1.827949848860228,1.0
s4_narrow_passage_hard,M6,0.0,18.45,,1.0,0.0,1.0,0.3692265334986522,0.33395555332440996,72.8181333568431,0.026184019697863714,110.35245846146627,2021.81293120192,0.06439078545656397,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.4416174918396516,0.0,0.0,23.75,23.650000000000002,23.75,20.8,60.0,41.6,0.0,74.00338230565386,2.439277012259908,1.0
s4_narrow_passage_hard,M7,0.0,28.1,,1.0,0.0,1.0,0.7241902160159606,0.32327050202273994,74.18713238701287,0.026021328930623852,109.664123986304,2746.0112957648735,0.04884818207049681,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.440528684516817,0.0,0.0,34.300000000000004,32.95,34.300000000000004,30.1,60.0,31.950000000000003,0.0,74.0811736412251,2.438541493376386,1.0
s4_narrow_passage_medium,M4,0.0,16.900000000000002,,1.0,0.0,1.0,0.6785407169511342,0.3361327242548091,72.20952898989162,0.09206123540422213,94.14051456527619,824.014417775684,0.0657511444028298,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.084150235973957,0.0,0.0,22.900000000000002,22.8,22.900000000000002,19.6,40.0,23.150000000000002,0.0,72.31080247882586,2.0872098159209878,1.0
s4_narrow_passage_medium,M5,0.0,20.55,,1.0,0.0,1.0,0.9780008693490785,0.28907032798463705,72.25162972075502,0.10056643896928848,90.9443634336936,1034.31746725439,0.01893466500208073,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0902965607231,0.0,0.0,26.55,26.150000000000002,26.55,22.950000000000003,40.0,19.5,0.0,73.83498470271049,2.0868728805202785,1.0
s4_narrow_passage_medium,M6,0.0,16.900000000000002,,1.0,0.0,1.0,0.6789238016391199,0.26766890915704766,75.47562218231914,0.012056413920103646,102.89624274085693,1444.3255462873005,0.0659592176446109,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.5433825680562516,0.0,0.0,23.400000000000002,22.650000000000002,23.400000000000002,19.6,40.0,23.150000000000002,0.0,74.7929406558375,2.541343428568109,1.0
s4_narrow_passage_medium,M7,0.0,20.55,,1.0,0.0,1.0,0.9780017520430622,0.2686035964501094,72.93889110484656,0.01026167721693317,97.98123557613214,1518.5709378905199,0.01893466500208073,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.539340096646594,0.0,0.0,26.25,26.150000000000002,26.25,22.950000000000003,40.0,19.5,0.0,74.93082021277415,2.5412939471910043,1.0
