step,time,target_x,target_y,pred_target_x,pred_target_y
115,5.75,6.0,0.0,6.0,0.0
116,5.800000000000001,6.0,0.0,6.0,0.0
117,5.8500000000000005,6.0,0.0,6.0,0.0
118,5.9,6.0,0.0,6.0,0.0
119,5.95,6.0,0.0,6.0,0.0
120,6.0,6.0,0.0,6.0,0.0
121,6.050000000000001,6.0,0.0,6.0,0.0
122,6.1000000000000005,6.0,0.0,6.0,0.0
123,6.15,6.0,0.0,6.0,0.0
124,6.2,6.0,0.0,6.0,0.0
125,6.25,6.0,0.0,6.0,0.0
126,6.300000000000001,6.0,0.0,6.0,0.0
127,6.3500000000000005,6.0,0.0,6.0,0.0
128,6.4,6.0,0.0,6.0,0.0
129,6.45,6.0,0.0,6.0,0.0
130,6.5,6.0,0.0,6.0,0.0
131,6.550000000000001,6.0,0.0,6.0,0.0
132,6.6000000000000005,6.0,0.0,6.0,0.0
133,6.65,6.0,0.0,6.0,0.0
134,6.7,6.0,0.0,6.0,0.0
135,6.75,6.0,0.0,6.0,0.0
136,6.800000000000001,6.0,0.0,6.0,0.0
137,6.8500000000000005,6.0,0.0,6.0,0.0
138,6.9,6.0,0.0,6.0,0.0
139,6.95,6.0,0.0,6.0,0.0
140,7.0,6.0,0.0,6.0,0.0
141,7.050000000000001,6.0,0.0,6.0,0.0
142,7.1000000000000005,6.0,0.0,6.0,0.0
143,7.15,6.0,0.0,6.0,0.0
144,7.2,6.0,0.0,6.0,0.0
145,7.25,6.0,0.0,6.0,0.0
146,7.300000000000001,6.0,0.0,6.0,0.0
147,7.3500000000000005,6.0,0.0,6.0,0.0
148,7.4,6.0,0.0,6.0,0.0
149,7.45,6.0,0.0,6.0,0.0
150,7.5,6.0,0.0,6.0,0.0
151,7.550000000000001,6.0,0.0,6.0,0.0
152,7.6000000000000005,6.0,0.0,6.0,0.0
153,7.65,6.0,0.0,6.0,0.0
154,7.7,6.0,0.0,6.0,0.0
155,7.75,6.0,0.0,6.0,0.0
156,7.800000000000001,6.0,0.0,6.0,0.0
157,7.8500000000000005,6.0,0.0,6.0,0.0
158,7.9,6.0,0.0,6.0,0.0
159,7.95,6.0,0.0,6.0,0.0
160,8.0,6.0,0.0,6.0,0.0
161,8.05,6.0,0.0,6.0,0.0
162,8.1,6.0,0.0,6.0,0.0
163,8.15,6.0,0.0,6.0,0.0
164,8.200000000000001,6.0,0.0,6.0,0.0
165,8.25,6.0,0.0,6.0,0.0
166,8.3,6.0,0.0,6.0,0.0
167,8.35,6.0,0.0,6.0,0.0
168,8.4,6.0,0.0,6.0,0.0
169,8.450000000000001,6.0,0.0,6.0,0.0
170,8.5,6.0,0.0,6.0,0.0
171,8.55,6.0,0.0,6.0,0.0
172,8.6,6.0,0.0,6.0,0.0
173,8.65,6.0,0.0,6.0,0.0
174,8.700000000000001,6.0,0.0,6.0,0.0
175,8.75,6.0,0.0,6.0,0.0
176,8.8,6.0,0.0,6.0,0.0
177,8.85,6.0,0.0,6.0,0.0
178,8.9,6.0,0.0,6.0,0.0
179,8.950000000000001,6.0,0.0,6.0,0.0
180,9.0,6.0,0.0,6.0,0.0
181,9.05,6.0,0.0,6.0,0.0
182,9.1,6.0,0.0,6.0,0.0
183,9.15,6.0,0.0,6.0,0.0
184,9.200000000000001,6.0,0.0,6.0,0.0
185,9.25,6.0,0.0,6.0,0.0
186,9.3,6.0,0.0,6.0,0.0
187,9.35,6.0,0.0,6.0,0.0
188,9.4,6.0,0.0,6.0,0.0
189,9.450000000000001,6.0,0.0,6.0,0.0
190,9.5,6.0,0.0,6.0,0.0
191,9.55,6.0,0.0,6.0,0.0
192,9.600000000000001,6.0,0.0,6.0,0.0
193,9.65,6.0,0.0,6.0,0.0
194,9.700000000000001,6.0,0.0,6.0,0.0
195,9.75,6.0,0.0,6.0,0.0
196,9.8,6.0,0.0,6.0,0.0
197,9.850000000000001,6.0,0.0,6.0,0.0
198,9.9,6.0,0.0,6.0,0.0
199,9.950000000000001,6.0,0.0,6.0,0.0
200,10.0,6.0,0.0,6.0,0.0
201,10.05,6.0,0.0,6.0,0.0
202,10.100000000000001,6.0,0.0,6.0,0.0
203,10.15,6.0,0.0,6.0,0.0
204,10.200000000000001,6.0,0.0,6.0,0.0
205,10.25,6.0,0.0,6.0,0.0
206,10.3,6.0,0.0,6.0,0.0
207,10.350000000000001,6.0,0.0,6.0,0.0
208,10.4,6.0,0.0,6.0,0.0
209,10.450000000000001,6.0,0.0,6.0,0.0
210,10.5,6.0,0.0,6.0,0.0
211,10.55,6.0,0.0,6.0,0.0
212,10.600000000000001,6.0,0.0,6.0,0.0
213,10.65,6.0,0.0,6.0,0.0
214,10.700000000000001,6.0,0.0,6.0,0.0
215,10.75,6.0,0.0,6.0,0.0
216,10.8,6.0,0.0,6.0,0.0
217,10.850000000000001,6.0,0.0,6.0,0.0
218,10.9,6.0,0.0,6.0,0.0
219,10.950000000000001,6.0,0.0,6.0,0.0
220,11.0,6.0,0.0,6.0,0.0
221,11.05,6.0,0.0,6.0,0.0
222,11.100000000000001,6.0,0.0,6.0,0.0
223,11.15,6.0,0.0,6.0,0.0
224,11.200000000000001,6.0,0.0,6.0,0.0
225,11.25,6.0,0.0,6.0,0.0
226,11.3,6.0,0.0,6.0,0.0
227,11.350000000000001,6.0,0.0,6.0,0.0
228,11.4,6.0,0.0,6.0,0.0
229,11.450000000000001,6.0,0.0,6.0,0.0
230,11.5,6.0,0.0,6.0,0.0
231,11.55,6.0,0.0,6.0,0.0
232,11.600000000000001,6.0,0.0,6.0,0.0
233,11.65,6.0,0.0,6.0,0.0
234,11.700000000000001,6.0,0.0,6.0,0.0
235,11.75,6.0,0.0,6.0,0.0
236,11.8,6.0,0.0,6.0,0.0
237,11.850000000000001,6.0,0.0,6.0,0.0
238,11.9,6.0,0.0,6.0,0.0
239,11.950000000000001,6.0,0.0,6.0,0.0
240,12.0,6.0,0.0,6.0,0.0
241,12.05,6.0,0.0,6.0,0.0
242,12.100000000000001,6.0,0.0,6.0,0.0
243,12.15,6.0,0.0,6.0,0.0
244,12.200000000000001,6.0,0.0,6.0,0.0
245,12.25,6.0,0.0,6.0,0.0
246,12.3,6.0,0.0,6.0,0.0
247,12.350000000000001,6.0,0.0,6.0,0.0
248,12.4,6.0,0.0,6.0,0.0
249,12.450000000000001,6.0,0.0,6.0,0.0
250,12.5,6.0,0.0,6.0,0.0
251,12.55,6.0,0.0,6.0,0.0
252,12.600000000000001,6.0,0.0,6.0,0.0
253,12.65,6.0,0.0,6.0,0.0
254,12.700000000000001,6.0,0.0,6.0,0.0
255,12.75,6.0,0.0,6.0,0.0
256,12.8,6.0,0.0,6.0,0.0
257,12.850000000000001,6.0,0.0,6.0,0.0
258,12.9,6.0,0.0,6.0,0.0
259,12.950000000000001,6.0,0.0,6.0,0.0
260,13.0,6.0,0.0,6.0,0.0
261,13.05,6.0,0.0,6.0,0.0
262,13.100000000000001,6.0,0.0,6.0,0.0
263,13.15,6.0,0.0,6.0,0.0
264,13.200000000000001,6.0,0.0,6.0,0.0
265,13.25,6.0,0.0,6.0,0.0
266,13.3,6.0,0.0,6.0,0.0
267,13.350000000000001,6.0,0.0,6.0,0.0
268,13.4,6.0,0.0,6.0,0.0
269,13.450000000000001,6.0,0.0,6.0,0.0
270,13.5,6.0,0.0,6.0,0.0
271,13.55,6.0,0.0,6.0,0.0
272,13.600000000000001,6.0,0.0,6.0,0.0
273,13.65,6.0,0.0,6.0,0.0
274,13.700000000000001,6.0,0.0,6.0,0.0
275,13.75,6.0,0.0,6.0,0.0
276,13.8,6.0,0.0,6.0,0.0
277,13.850000000000001,6.0,0.0,6.0,0.0
278,13.9,6.0,0.0,6.0,0.0
279,13.950000000000001,6.0,0.0,6.0,0.0
280,14.0,6.0,0.0,6.0,0.0
281,14.05,6.0,0.0,6.0,0.0
282,14.100000000000001,6.0,0.0,6.0,0.0
283,14.15,6.0,0.0,6.0,0.0
284,14.200000000000001,6.0,0.0,6.0,0.0
285,14.25,6.0,0.0,6.0,0.0
286,14.3,6.0,0.0,6.0,0.0
287,14.350000000000001,6.0,0.0,6.0,0.0
288,14.4,6.0,0.0,6.0,0.0
289,14.450000000000001,6.0,0.0,6.0,0.0
290,14.5,6.0,0.0,6.0,0.0
291,14.55,6.0,0.0,6.0,0.0
292,14.600000000000001,6.0,0.0,6.0,0.0
293,14.65,6.0,0.0,6.0,0.0
294,14.700000000000001,6.0,0.0,6.0,0.0
295,14.75,6.0,0.0,6.0,0.0
296,14.8,6.0,0.0,6.0,0.0
297,14.850000000000001,6.0,0.0,6.0,0.0
298,14.9,6.0,0.0,6.0,0.0
299,14.950000000000001,6.0,0.0,6.0,0.0
300,15.0,6.0,0.0,6.0,0.0
301,15.05,6.0,0.0,6.0,0.0
302,15.100000000000001,6.0,0.0,6.0,0.0
303,15.15,6.0,0.0,6.0,0.0
304,15.200000000000001,6.0,0.0,6.0,0.0
305,15.25,6.0,0.0,6.0,0.0
306,15.3,6.0,0.0,6.0,0.0
307,15.350000000000001,6.0,0.0,6.0,0.0
308,15.4,6.0,0.0,6.0,0.0
309,15.450000000000001,6.0,0.0,6.0,0.0
310,15.5,6.0,0.0,6.0,0.0
311,15.55,6.0,0.0,6.0,0.0
312,15.600000000000001,6.0,0.0,6.0,0.0
313,15.65,6.0,0.0,6.0,0.0
314,15.700000000000001,6.0,0.0,6.0,0.0
315,15.75,6.0,0.0,6.0,0.0
316,15.8,6.0,0.0,6.0,0.0
317,15.850000000000001,6.0,0.0,6.0,0.0
318,15.9,6.0,0.0,6.0,0.0
319,15.950000000000001,6.0,0.0,6.0,0.0
320,16.0,6.0,0.0,6.0,0.0
321,16.05,6.0,0.0,6.0,0.0
322,16.1,6.0,0.0,6.0,0.0
323,16.150000000000002,6.0,0.0,6.0,0.0
324,16.2,6.0,0.0,6.0,0.0
325,16.25,6.0,0.0,6.0,0.0
326,16.3,6.0,0.0,6.0,0.0
327,16.35,6.0,0.0,6.0,0.0
328,16.400000000000002,6.0,0.0,6.0,0.0
329,16.45,6.0,0.0,6.0,0.0
330,16.5,6.0,0.0,6.0,0.0
331,16.55,6.0,0.0,6.0,0.0
332,16.6,6.0,0.0,6.0,0.0
333,16.650000000000002,6.0,0.0,6.0,0.0
334,16.7,6.0,0.0,6.0,0.0
335,16.75,6.0,0.0,6.0,0.0
336,16.8,6.0,0.0,6.0,0.0
337,16.85,6.0,0.0,6.0,0.0
338,16.900000000000002,6.0,0.0,6.0,0.0
339,16.95,6.0,0.0,6.0,0.0
340,17.0,6.0,0.0,6.0,0.0
341,17.05,6.0,0.0,6.0,0.0
342,17.1,6.0,0.0,6.0,0.0
343,17.150000000000002,6.0,0.0,6.0,0.0
344,17.2,6.0,0.0,6.0,0.0
345,17.25,6.0,0.0,6.0,0.0
346,17.3,6.0,0.0,6.0,0.0
347,17.35,6.0,0.0,6.0,0.0
348,17.400000000000002,6.0,0.0,6.0,0.0
349,17.45,6.0,0.0,6.0,0.0
350,17.5,6.0,0.0,6.0,0.0
351,17.55,6.0,0.0,6.0,0.0
352,17.6,6.0,0.0,6.0,0.0
353,17.650000000000002,6.0,0.0,6.0,0.0
354,17.7,6.0,0.0,6.0,0.0
355,17.75,6.0,0.0,6.0,0.0
356,17.8,6.0,0.0,6.0,0.0
357,17.85,6.0,0.0,6.0,0.0
358,17.900000000000002,6.0,0.0,6.0,0.0
359,17.95,6.0,0.0,6.0,0.0
360,18.0,6.0,0.0,6.0,0.0
361,18.05,6.0,0.0,6.0,0.0
362,18.1,6.0,0.0,6.0,0.0
363,18.150000000000002,6.0,0.0,6.0,0.0
364,18.2,6.0,0.0,6.0,0.0
365,18.25,6.0,0.0,6.0,0.0
366,18.3,6.0,0.0,6.0,0.0
367,18.35,6.0,0.0,6.0,0.0
368,18.400000000000002,6.0,0.0,6.0,0.0
369,18.45,6.0,0.0,6.0,0.0
370,18.5,6.0,0.0,6.0,0.0
371,18.55,6.0,0.0,6.0,0.0
372,18.6,6.0,0.0,6.0,0.0
373,18.650000000000002,6.0,0.0,6.0,0.0
374,18.7,6.0,0.0,6.0,0.0
375,18.75,6.0,0.0,6.0,0.0
376,18.8,6.0,0.0,6.0,0.0
377,18.85,6.0,0.0,6.0,0.0
378,18.900000000000002,6.0,0.0,6.0,0.0
379,18.95,6.0,0.0,6.0,0.0
380,19.0,6.0,0.0,6.0,0.0
381,19.05,6.0,0.0,6.0,0.0
382,19.1,6.0,0.0,6.0,0.0
383,19.150000000000002,6.0,0.0,6.0,0.0
384,19.200000000000003,6.0,0.0,6.0,0.0
385,19.25,6.0,0.0,6.0,0.0
386,19.3,6.0,0.0,6.0,0.0
387,19.35,6.0,0.0,6.0,0.0
388,19.400000000000002,6.0,0.0,6.0,0.0
389,19.450000000000003,6.0,0.0,6.0,0.0
390,19.5,6.0,0.0,6.0,0.0
391,19.55,6.0,0.0,6.0,0.0
392,19.6,6.0,0.0,6.0,0.0
393,19.650000000000002,6.0,0.0,6.0,0.0
394,19.700000000000003,6.0,0.0,6.0,0.0
395,19.75,6.0,0.0,6.0,0.0
396,19.8,6.0,0.0,6.0,0.0
397,19.85,6.0,0.0,6.0,0.0
398,19.900000000000002,6.0,0.0,6.0,0.0
399,19.950000000000003,6.0,0.0,6.0,0.0
400,20.0,6.0,0.0,6.0,0.0
401,20.05,6.0,0.0,6.0,0.0
402,20.1,6.0,0.0,6.0,0.0
403,20.150000000000002,6.0,0.0,6.0,0.0
404,20.200000000000003,6.0,0.0,6.0,0.0
405,20.25,6.0,0.0,6.0,0.0
406,20.3,6.0,0.0,6.0,0.0
407,20.35,6.0,0.0,6.0,0.0
408,20.400000000000002,6.0,0.0,6.0,0.0
409,20.450000000000003,6.0,0.0,6.0,0.0
410,20.5,6.0,0.0,6.0,0.0
411,20.55,6.0,0.0,6.0,0.0
412,20.6,6.0,0.0,6.0,0.0
413,20.650000000000002,6.0,0.0,6.0,0.0
414,20.700000000000003,6.0,0.0,6.0,0.0
415,20.75,6.0,0.0,6.0,0.0
416,20.8,6.0,0.0,6.0,0.0
417,20.85,6.0,0.0,6.0,0.0
418,20.900000000000002,6.0,0.0,6.0,0.0
419,20.950000000000003,6.0,0.0,6.0,0.0
420,21.0,6.0,0.0,6.0,0.0
421,21.05,6.0,0.0,6.0,0.0
422,21.1,6.0,0.0,6.0,0.0
423,21.150000000000002,6.0,0.0,6.0,0.0
424,21.200000000000003,6.0,0.0,6.0,0.0
425,21.25,6.0,0.0,6.0,0.0
426,21.3,6.0,0.0,6.0,0.0
427,21.35,6.0,0.0,6.0,0.0
428,21.400000000000002,6.0,0.0,6.0,0.0
429,21.450000000000003,6.0,0.0,6.0,0.0
430,21.5,6.0,0.0,6.0,0.0
431,21.55,6.0,0.0,6.0,0.0
432,21.6,6.0,0.0,6.0,0.0
433,21.650000000000002,6.0,0.0,6.0,0.0
434,21.700000000000003,6.0,0.0,6.0,0.0
435,21.75,6.0,0.0,6.0,0.0
436,21.8,6.0,0.0,6.0,0.0
437,21.85,6.0,0.0,6.0,0.0
438,21.900000000000002,6.0,0.0,6.0,0.0
439,21.950000000000003,6.0,0.0,6.0,0.0
440,22.0,6.0,0.0,6.0,0.0
441,22.05,6.0,0.0,6.0,0.0
442,22.1,6.0,0.0,6.0,0.0
443,22.150000000000002,6.0,0.0,6.0,0.0
444,22.200000000000003,6.0,0.0,6.0,0.0
445,22.25,6.0,0.0,6.0,0.0
446,22.3,6.0,0.0,6.0,0.0
447,22.35,6.0,0.0,6.0,0.0
448,22.400000000000002,6.0,0.0,6.0,0.0
449,22.450000000000003,6.0,0.0,6.0,0.0
450,22.5,6.0,0.0,6.0,0.0
451,22.55,6.0,0.0,6.0,0.0
452,22.6,6.0,0.0,6.0,0.0
453,22.650000000000002,6.0,0.0,6.0,0.0
454,22.700000000000003,6.0,0.0,6.0,0.0
455,22.75,6.0,0.0,6.0,0.0
456,22.8,6.0,0.0,6.0,0.0
457,22.85,6.0,0.0,6.0,0.0
458,22.900000000000002,6.0,0.0,6.0,0.0
459,22.950000000000003,6.0,0.0,6.0,0.0
460,23.0,6.0,0.0,6.0,0.0
461,23.05,6.0,0.0,6.0,0.0
462,23.1,6.0,0.0,6.0,0.0
463,23.150000000000002,6.0,0.0,6.0,0.0
464,23.200000000000003,6.0,0.0,6.0,0.0
465,23.25,6.0,0.0,6.0,0.0
466,23.3,6.0,0.0,6.0,0.0
467,23.35,6.0,0.0,6.0,0.0
468,23.400000000000002,6.0,0.0,6.0,0.0
469,23.450000000000003,6.0,0.0,6.0,0.0
470,23.5,6.0,0.0,6.0,0.0
471,23.55,6.0,0.0,6.0,0.0
472,23.6,6.0,0.0,6.0,0.0
473,23.650000000000002,6.0,0.0,6.0,0.0
474,23.700000000000003,6.0,0.0,6.0,0.0
475,23.75,6.0,0.0,6.0,0.0
476,23.8,6.0,0.0,6.0,0.0
477,23.85,6.0,0.0,6.0,0.0
478,23.900000000000002,6.0,0.0,6.0,0.0
479,23.950000000000003,6.0,0.0,6.0,0.0
480,24.0,6.0,0.0,6.0,0.0
481,24.05,6.0,0.0,6.0,0.0
482,24.1,6.0,0.0,6.0,0.0
483,24.150000000000002,6.0,0.0,6.0,0.0
484,24.200000000000003,6.0,0.0,6.0,0.0
485,24.25,6.0,0.0,6.0,0.0
486,24.3,6.0,0.0,6.0,0.0
487,24.35,6.0,0.0,6.0,0.0
488,24.400000000000002,6.0,0.0,6.0,0.0
489,24.450000000000003,6.0,0.0,6.0,0.0
490,24.5,6.0,0.0,6.0,0.0
491,24.55,6.0,0.0,6.0,0.0
492,24.6,6.0,0.0,6.0,0.0
493,24.650000000000002,6.0,0.0,6.0,0.0
494,24.700000000000003,6.0,0.0,6.0,0.0
495,24.75,6.0,0.0,6.0,0.0
496,24.8,6.0,0.0,6.0,0.0
497,24.85,6.0,0.0,6.0,0.0
498,24.900000000000002,6.0,0.0,6.0,0.0
499,24.950000000000003,6.0,0.0,6.0,0.0
500,25.0,6.0,0.0,6.0,0.0
501,25.05,6.0,0.0,6.0,0.0
502,25.1,6.0,0.0,6.0,0.0
503,25.150000000000002,6.0,0.0,6.0,0.0
504,25.200000000000003,6.0,0.0,6.0,0.0
505,25.25,6.0,0.0,6.0,0.0
506,25.3,6.0,0.0,6.0,0.0
507,25.35,6.0,0.0,6.0,0.0
508,25.400000000000002,6.0,0.0,6.0,0.0
509,25.450000000000003,6.0,0.0,6.0,0.0
510,25.5,6.0,0.0,6.0,0.0
511,25.55,6.0,0.0,6.0,0.0
512,25.6,6.0,0.0,6.0,0.0
513,25.650000000000002,6.0,0.0,6.0,0.0
514,25.700000000000003,6.0,0.0,6.0,0.0
515,25.75,6.0,0.0,6.0,0.0
516,25.8,6.0,0.0,6.0,0.0
517,25.85,6.0,0.0,6.0,0.0
518,25.900000000000002,6.0,0.0,6.0,0.0
519,25.950000000000003,6.0,0.0,6.0,0.0
520,26.0,6.0,0.0,6.0,0.0
521,26.05,6.0,0.0,6.0,0.0
522,26.1,6.0,0.0,6.0,0.0
523,26.150000000000002,6.0,0.0,6.0,0.0
524,26.200000000000003,6.0,0.0,6.0,0.0
525,26.25,6.0,0.0,6.0,0.0
526,26.3,6.0,0.0,6.0,0.0
527,26.35,6.0,0.0,6.0,0.0
528,26.400000000000002,6.0,0.0,6.0,0.0
529,26.450000000000003,6.0,0.0,6.0,0.0
530,26.5,6.0,0.0,6.0,0.0
531,26.55,6.0,0.0,6.0,0.0
532,26.6,6.0,0.0,6.0,0.0
533,26.650000000000002,6.0,0.0,6.0,0.0
534,26.700000000000003,6.0,0.0,6.0,0.0
535,26.75,6.0,0.0,6.0,0.0
536,26.8,6.0,0.0,6.0,0.0
537,26.85,6.0,0.0,6.0,0.0
538,26.900000000000002,6.0,0.0,6.0,0.0
539,26.950000000000003,6.0,0.0,6.0,0.0
540,27.0,6.0,0.0,6.0,0.0
541,27.05,6.0,0.0,6.0,0.0
542,27.1,6.0,0.0,6.0,0.0
543,27.150000000000002,6.0,0.0,6.0,0.0
544,27.200000000000003,6.0,0.0,6.0,0.0
545,27.25,6.0,0.0,6.0,0.0
546,27.3,6.0,0.0,6.0,0.0
547,27.35,6.0,0.0,6.0,0.0
548,27.400000000000002,6.0,0.0,6.0,0.0
549,27.450000000000003,6.0,0.0,6.0,0.0
550,27.5,6.0,0.0,6.0,0.0
551,27.55,6.0,0.0,6.0,0.0
552,27.6,6.0,0.0,6.0,0.0
553,27.650000000000002,6.0,0.0,6.0,0.0
554,27.700000000000003,6.0,0.0,6.0,0.0
555,27.75,6.0,0.0,6.0,0.0
556,27.8,6.0,0.0,6.0,0.0
557,27.85,6.0,0.0,6.0,0.0
558,27.900000000000002,6.0,0.0,6.0,0.0
559,27.950000000000003,6.0,0.0,6.0,0.0
560,28.0,6.0,0.0,6.0,0.0
561,28.05,6.0,0.0,6.0,0.0
562,28.1,6.0,0.0,6.0,0.0
563,28.150000000000002,6.0,0.0,6.0,0.0
564,28.200000000000003,6.0,0.0,6.0,0.0
565,28.25,6.0,0.0,6.0,0.0
566,28.3,6.0,0.0,6.0,0.0
567,28.35,6.0,0.0,6.0,0.0
568,28.400000000000002,6.0,0.0,6.0,0.0
569,28.450000000000003,6.0,0.0,6.0,0.0
570,28.5,6.0,0.0,6.0,0.0
571,28.55,6.0,0.0,6.0,0.0
572,28.6,6.0,0.0,6.0,0.0
573,28.650000000000002,6.0,0.0,6.0,0.0
574,28.700000000000003,6.0,0.0,6.0,0.0
575,28.75,6.0,0.0,6.0,0.0
576,28.8,6.0,0.0,6.0,0.0
577,28.85,6.0,0.0,6.0,0.0
578,28.900000000000002,6.0,0.0,6.0,0.0
579,28.950000000000003,6.0,0.0,6.0,0.0
580,29.0,6.0,0.0,6.0,0.0
581,29.05,6.0,0.0,6.0,0.0
582,29.1,6.0,0.0,6.0,0.0
583,29.150000000000002,6.0,0.0,6.0,0.0
584,29.200000000000003,6.0,0.0,6.0,0.0
585,29.25,6.0,0.0,6.0,0.0
586,29.3,6.0,0.0,6.0,0.0
587,29.35,6.0,0.0,6.0,0.0
588,29.400000000000002,6.0,0.0,6.0,0.0
589,29.450000000000003,6.0,0.0,6.0,0.0
590,29.5,6.0,0.0,6.0,0.0
591,29.55,6.0,0.0,6.0,0.0
592,29.6,6.0,0.0,6.0,0.0
