obstacle,center_x,center_y,radius
0,0.03357255584814633,2.4505223173267723,1.45
1,-0.04017400277481736,-2.4692094065086163,1.45
2,3.989139988301357,2.470727069323981,1.45
3,4.026980068427337,-2.479605462634941,1.45
