step,time,agent,omega,rho,psi_tilde,phi
0,0.0,0,0.0,0.9972710753659906,0.9982929651197029,0.0
0,0.0,1,0.0,0.9972710753659906,0.9982929651197029,0.0
0,0.0,2,0.0,0.9972710753659906,0.9982929651197029,0.0
0,0.0,3,0.0,0.9972710753659906,0.9982929651197029,0.0
0,0.0,4,0.0,0.9972710753659906,0.9982929651197029,0.0
0,0.0,5,0.0,0.9972710753659906,0.9982929651197029,0.0
1,0.05,0,0.0,0.9972594351034931,0.998285677488847,0.0
1,0.05,1,0.0,0.9972594351034931,0.998285677488847,0.0
1,0.05,2,0.0,0.9972594351034931,0.998285677488847,0.0
1,0.05,3,0.0,0.9972594351034931,0.998285677488847,0.0
1,0.05,4,0.0,0.9972594351034931,0.998285677488847,0.0
1,0.05,5,0.0,0.9972594351034931,0.998285677488847,0.0
2,0.1,0,0.0,0.9972494905465705,0.9982794514479466,0.0
2,0.1,1,0.0,0.9972494905465705,0.9982794514479466,0.0
2,0.1,2,0.0,0.9972494905465705,0.9982794514479466,0.0
2,0.1,3,0.0,0.9972494905465705,0.9982794514479466,0.0
2,0.1,4,0.0,0.9972494905465705,0.9982794514479466,0.0
2,0.1,5,0.0,0.9972494905465705,0.9982794514479466,0.0
3,0.15000000000000002,0,0.0,0.9972414384037867,0.9982744101722397,0.0
3,0.15000000000000002,1,0.0,0.9972414384037867,0.9982744101722397,0.0
3,0.15000000000000002,2,0.0,0.9972414384037867,0.9982744101722397,0.0
3,0.15000000000000002,3,0.0,0.9972414384037864,0.9982744101722396,0.0
3,0.15000000000000002,4,0.0,0.9972414384037864,0.9982744101722396,0.0
3,0.15000000000000002,5,0.0,0.9972414384037864,0.9982744101722396,0.0
4,0.2,0,0.0,0.997235413656077,0.9982706381889113,0.0
4,0.2,1,0.0,0.997235413656077,0.9982706381889113,0.0
4,0.2,2,0.0,0.997235413656077,0.9982706381889113,0.0
4,0.2,3,0.0,0.997235413656077,0.9982706381889113,0.0
4,0.2,4,0.0,0.997235413656077,0.9982706381889113,0.0
4,0.2,5,0.0,0.997235413656077,0.9982706381889113,0.0
5,0.25,0,0.0,0.9972315076445213,0.9982681926995629,0.0
5,0.25,1,0.0,0.9972315076445213,0.9982681926995629,0.0
5,0.25,2,0.0,0.9972315076445213,0.9982681926995629,0.0
5,0.25,3,0.0,0.9972315076445213,0.9982681926995629,0.0
5,0.25,4,0.0,0.9972315076445213,0.9982681926995629,0.0
5,0.25,5,0.0,0.9972315076445213,0.9982681926995629,0.0
6,0.30000000000000004,0,0.0,0.9972297798901897,0.9982671109791893,0.0
6,0.30000000000000004,1,0.0,0.9972297798901897,0.9982671109791893,0.0
6,0.30000000000000004,2,0.0,0.9972297798901897,0.9982671109791893,0.0
6,0.30000000000000004,3,0.0,0.9972297798901897,0.9982671109791893,0.0
6,0.30000000000000004,4,0.0,0.9972297798901897,0.9982671109791893,0.0
6,0.30000000000000004,5,0.0,0.9972297798901897,0.9982671109791893,0.0
