success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_final,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,scene,method,seed,t_pred,beta_lead,r_c
False,60.0,inf,0.5217807371267851,True,267.45744192976775,0.025950289597604283,0.2991951151817929,319.61408882222935,0.32939879790441684,3.2654969995899763,3.1659863515187503,3.1659863515187503,308.23824567331746,0,0.0,False,0.06549699958997612,False,False,60.0,s6_fast_target,M6,2,0.0,0.35,3.2
False,60.0,inf,0.5594208885686215,True,267.7251772481798,0.027103565691185584,0.31695809048015544,320.99074851530565,0.33390467535218726,3.2665263430782807,3.1679938957308007,3.1679938957308007,308.3041119398457,0,0.0,False,0.06652634307828054,False,False,60.0,s6_fast_target,M7,0,0.0,0.35,3.2
False,60.0,inf,0.5272731630492739,True,267.5703755802481,0.027797198148204187,0.302248126561199,318.09570214154974,0.3260396695471685,3.265326064494658,3.165083902977603,3.165083902977603,308.301677869803,0,0.0,False,0.06532606449465783,False,False,60.0,s6_fast_target,M7,1,0.0,0.35,3.2
False,60.0,inf,0.5217807371267851,True,267.45744192976775,0.025950289597604283,0.2991951151817929,319.61408882222935,0.32939879790441684,3.2654969995899763,3.1659863515187503,3.1659863515187503,308.23824567331746,0,0.0,False,0.06549699958997612,False,False,60.0,s6_fast_target,M7,2,0.0,0.35,3.2
False,60.0,inf,0.565146353384918,True,263.51844107964973,0.0314975571639364,0.28892589508742716,322.7536054716419,0.3347380391388262,3.65946383171577,3.5687445614255404,3.5687445614255404,305.9339989730764,0,0.0,False,0.05946383171577008,False,False,60.0,s6_fast_target,M4,0,0.0,0.35,3.6
False,60.0,inf,0.536889813206708,True,263.32198387229437,0.031561032556547165,0.2729669719678046,322.91524016125214,0.3351047474522242,3.6594973783606526,3.568853798465807,3.568853798465807,305.9059156417355,0,0.0,False,0.0594973783606525,False,False,60.0,s6_fast_target,M4,1,0.0,0.35,3.6
False,60.0,inf,0.5381501044166009,True,263.2241610207377,0.02957095626390525,0.27116291978906465,324.100055065998,0.3374945272321955,3.6597008950624086,3.569551505101011,3.569551505101011,305.85079106230427,0,0.0,False,0.0597008950624085,False,False,60.0,s6_fast_target,M4,2,0.0,0.35,3.6
False,60.0,inf,0.565146353384918,True,263.51844107964973,0.0314975571639364,0.28892589508742716,322.7536054716419,0.3347380391388262,3.65946383171577,3.5687445614255404,3.5687445614255404,305.9339989730764,0,0.0,False,0.05946383171577008,False,False,60.0,s6_fast_target,M5,0,0.0,0.35,3.6
False,60.0,inf,0.536889813206708,True,263.32198387229437,0.031561032556547165,0.2729669719678046,322.91524016125214,0.3351047474522242,3.6594973783606526,3.568853798465807,3.568853798465807,305.9059156417355,0,0.0,False,0.0594973783606525,False,False,60.0,s6_fast_target,M5,1,0.0,0.35,3.6
False,60.0,inf,0.5381501044166009,True,263.2241610207377,0.02957095626390525,0.27116291978906465,324.100055065998,0.3374945272321955,3.6597008950624086,3.569551505101011,3.569551505101011,305.85079106230427,0,0.0,False,0.0597008950624085,False,False,60.0,s6_fast_target,M5,2,0.0,0.35,3.6
False,60.0,inf,0.5646308156028248,True,263.49922949211543,0.02997701762368857,0.2885095753538718,322.7625805361479,0.32717137233766264,3.659456063879844,3.56879669525633,3.56879669525633,305.92454080336154,0,0.0,False,0.059456063879844034,False,False,60.0,s6_fast_target,M6,0,0.0,0.35,3.6
False,60.0,inf,0.5362437469290848,True,263.3037125534627,0.030223236448725377,0.2729669719678046,322.90550022192497,0.32750286429368053,3.659485767173582,3.5688935762188474,3.5688935762188474,305.8943901066734,0,0.0,False,0.059485767173582005,False,False,60.0,s6_fast_target,M6,1,0.0,0.35,3.6
False,60.0,inf,0.5370041854873354,True,263.2060618313139,0.028282691393108517,0.2710241465445462,324.0732171022069,0.32991495774060703,3.65969342086103,3.569591228546923,3.569591228546923,305.83963391455546,0,0.0,False,0.0596934208610298,False,False,60.0,s6_fast_target,M6,2,0.0,0.35,3.6
False,60.0,inf,0.5646308156028248,True,263.49922949211543,0.02997701762368857,0.2885095753538718,322.7625805361479,0.32717137233766264,3.659456063879844,3.56879669525633,3.56879669525633,305.92454080336154,0,0.0,False,0.059456063879844034,False,False,60.0,s6_fast_target,M7,0,0.0,0.35,3.6
False,60.0,inf,0.5362437469290848,True,263.3037125534627,0.030223236448725377,0.2729669719678046,322.90550022192497,0.32750286429368053,3.659485767173582,3.5688935762188474,3.5688935762188474,305.8943901066734,0,0.0,False,0.059485767173582005,False,False,60.0,s6_fast_target,M7,1,0.0,0.35,3.6
False,60.0,inf,0.5370041854873354,True,263.2060618313139,0.028282691393108517,0.2710241465445462,324.0732171022069,0.32991495774060703,3.65969342086103,3.569591228546923,3.569591228546923,305.83963391455546,0,0.0,False,0.0596934208610298,False,False,60.0,s6_fast_target,M7,2,0.0,0.35,3.6
False,60.0,inf,0.5548487882416225,True,272.06031168335016,0.026289449471199513,0.3454066056064391,311.0301787238305,0.3222506286047888,2.874355172555535,2.75900793718668,2.75900793718668,310.76045894710353,0,0.0,False,0.07435517255553536,False,False,60.0,s6_fast_target,M4,0,0.0,0.5,2.8
False,60.0,inf,0.5188798022296531,True,271.8567980090222,0.02703215332483689,0.33069664168748264,311.93332657544613,0.3359148702791266,2.873783994515231,2.761362867754124,2.761362867754124,310.7215058277152,0,0.0,False,0.07378399451523121,False,False,60.0,s6_fast_target,M4,1,0.0,0.5,2.8
False,60.0,inf,0.5072372345679398,True,271.72776749785635,0.025106577573602424,0.3269497640854843,314.1936889220658,0.3408316630859696,2.8737377224699507,2.762487311591201,2.762487311591201,310.64815863714955,0,0.0,False,0.07373772246995092,False,False,60.0,s6_fast_target,M4,2,0.0,0.5,2.8
False,60.0,inf,0.5548487882416225,True,272.06031168335016,0.026289449471199513,0.3454066056064391,311.0301787238305,0.3222506286047888,2.874355172555535,2.75900793718668,2.75900793718668,310.76045894710353,0,0.0,False,0.07435517255553536,False,False,60.0,s6_fast_target,M5,0,0.0,0.5,2.8
False,60.0,inf,0.5188798022296531,True,271.8567980090222,0.02703215332483689,0.33069664168748264,311.93332657544613,0.3359148702791266,2.873783994515231,2.761362867754124,2.761362867754124,310.7215058277152,0,0.0,False,0.07378399451523121,False,False,60.0,s6_fast_target,M5,1,0.0,0.5,2.8
False,60.0,inf,0.5072372345679398,True,271.72776749785635,0.025106577573602424,0.3269497640854843,314.1936889220658,0.3408316630859696,2.8737377224699507,2.762487311591201,2.762487311591201,310.64815863714955,0,0.0,False,0.07373772246995092,False,False,60.0,s6_fast_target,M5,2,0.0,0.5,2.8
False,60.0,inf,0.5542475433841666,True,272.0322134658525,0.02485646291910967,0.3452678323619206,311.2425462492539,0.3142187954666427,2.8737309763322547,2.7596607240232767,2.7596607240232767,310.746518421691,0,0.0,False,0.0737309763322549,False,False,60.0,s6_fast_target,M6,0,0.0,0.5,2.8
False,60.0,inf,0.5180478032226242,True,271.83613175584054,0.02585083291178955,0.33069664168748264,311.9850638055474,0.32398367754420915,2.8736517959908077,2.76164273218248,2.76164273218248,310.70846177071087,0,0.0,False,0.07365179599080784,False,False,60.0,s6_fast_target,M6,1,0.0,0.5,2.8
False,60.0,inf,0.5059301722763588,True,271.7090839181433,0.024065058335751153,0.32708853733000276,314.14476061311495,0.3288781863580427,2.873644748326211,2.7627764273796185,2.7627764273796185,310.6364156083916,0,0.0,False,0.07364474832621104,False,False,60.0,s6_fast_target,M6,2,0.0,0.5,2.8
False,60.0,inf,0.5542475433841666,True,272.0322134658525,0.02485646291910967,0.3452678323619206,311.2425462492539,0.3142187954666427,2.8737309763322547,2.7596607240232767,2.7596607240232767,310.746518421691,0,0.0,False,0.0737309763322549,False,False,60.0,s6_fast_target,M7,0,0.0,0.5,2.8
False,60.0,inf,0.5180478032226242,True,271.83613175584054,0.02585083291178955,0.33069664168748264,311.9850638055474,0.32398367754420915,2.8736517959908077,2.76164273218248,2.76164273218248,310.70846177071087,0,0.0,False,0.07365179599080784,False,False,60.0,s6_fast_target,M7,1,0.0,0.5,2.8
False,60.0,inf,0.5059301722763588,True,271.7090839181433,0.024065058335751153,0.32708853733000276,314.14476061311495,0.3288781863580427,2.873644748326211,2.7627764273796185,2.7627764273796185,310.6364156083916,0,0.0,False,0.07364474832621104,False,False,60.0,s6_fast_target,M7,2,0.0,0.5,2.8
False,60.0,inf,0.5599766731600122,True,267.7834778782775,0.029047914178060637,0.3172356369691923,317.8538754662697,0.3348845068246036,3.265338808640468,3.164805290032684,3.164805290032684,308.3441352720676,0,0.0,False,0.06533880864046804,False,False,60.0,s6_fast_target,M4,0,0.0,0.5,3.2
False,60.0,inf,0.5279885021725388,True,267.58937010168984,0.029048432435520626,0.30183180682764366,318.087175029855,0.33544981000345797,3.265371153279584,3.1649635304385666,3.1649635304385666,308.3136741737135,0,0.0,False,0.06537115327958398,False,False,60.0,s6_fast_target,M4,1,0.0,0.5,3.2
False,60.0,inf,0.5229776481600382,True,267.4753766139908,0.02708573526178008,0.2987787954482376,319.64712553118557,0.33880008551669305,3.265530627849882,3.1658673220010654,3.1658673220010654,308.2494097428769,0,0.0,False,0.06553062784988173,False,False,60.0,s6_fast_target,M4,2,0.0,0.5,3.2
False,60.0,inf,0.5599766731600122,True,267.7834778782775,0.029047914178060637,0.3172356369691923,317.8538754662697,0.3348845068246036,3.265338808640468,3.164805290032684,3.164805290032684,308.3441352720676,0,0.0,False,0.06533880864046804,False,False,60.0,s6_fast_target,M5,0,0.0,0.5,3.2
False,60.0,inf,0.5279885021725388,True,267.58937010168984,0.029048432435520626,0.30183180682764366,318.087175029855,0.33544981000345797,3.265371153279584,3.1649635304385666,3.1649635304385666,308.3136741737135,0,0.0,False,0.06537115327958398,False,False,60.0,s6_fast_target,M5,1,0.0,0.5,3.2
False,60.0,inf,0.5229776481600382,True,267.4753766139908,0.02708573526178008,0.2987787954482376,319.64712553118557,0.33880008551669305,3.265530627849882,3.1658673220010654,3.1658673220010654,308.2494097428769,0,0.0,False,0.06553062784988173,False,False,60.0,s6_fast_target,M5,2,0.0,0.5,3.2
False,60.0,inf,0.5594208885686215,True,267.72517724817965,0.027103565691185518,0.31695809048015544,320.99074851530554,0.3339046753521869,3.2665263430782794,3.167993895730796,3.167993895730796,308.3041119398457,0,0.0,False,0.0665263430782792,False,False,60.0,s6_fast_target,M6,0,0.0,0.5,3.2
False,60.0,inf,0.527273163049274,True,267.57037558024814,0.027797198148204152,0.302248126561199,318.09570214154974,0.3260396695471685,3.265326064494658,3.165083902977603,3.165083902977603,308.301677869803,0,0.0,False,0.06532606449465783,False,False,60.0,s6_fast_target,M6,1,0.0,0.5,3.2
False,60.0,inf,0.5217807371267851,True,267.45744192976775,0.025950289597604283,0.2991951151817929,319.61408882222923,0.3293987979044162,3.2654969995899776,3.16598635151875,3.16598635151875,308.2382456733175,0,0.0,False,0.06549699958997746,False,False,60.0,s6_fast_target,M6,2,0.0,0.5,3.2
False,60.0,inf,0.5594208885686215,True,267.72517724817965,0.027103565691185518,0.31695809048015544,320.99074851530554,0.3339046753521869,3.2665263430782794,3.167993895730796,3.167993895730796,308.3041119398457,0,0.0,False,0.0665263430782792,False,False,60.0,s6_fast_target,M7,0,0.0,0.5,3.2
False,60.0,inf,0.527273163049274,True,267.57037558024814,0.027797198148204152,0.302248126561199,318.09570214154974,0.3260396695471685,3.265326064494658,3.165083902977603,3.165083902977603,308.301677869803,0,0.0,False,0.06532606449465783,False,False,60.0,s6_fast_target,M7,1,0.0,0.5,3.2
False,60.0,inf,0.5217807371267851,True,267.45744192976775,0.025950289597604283,0.2991951151817929,319.61408882222923,0.3293987979044162,3.2654969995899776,3.16598635151875,3.16598635151875,308.2382456733175,0,0.0,False,0.06549699958997746,False,False,60.0,s6_fast_target,M7,2,0.0,0.5,3.2
False,60.0,inf,0.565146353384918,True,263.5184410796497,0.031497557163936325,0.28892589508742716,322.75360547164183,0.3347380391388262,3.6594638317157706,3.5687445614255404,3.5687445614255404,305.9339989730764,0,0.0,False,0.05946383171577052,False,False,60.0,s6_fast_target,M4,0,0.0,0.5,3.6
False,60.0,inf,0.5368898132067079,True,263.32198387229437,0.03156103255654718,0.2729669719678046,322.91524016125214,0.3351047474522242,3.6594973783606526,3.568853798465807,3.568853798465807,305.9059156417354,0,0.0,False,0.0594973783606525,False,False,60.0,s6_fast_target,M4,1,0.0,0.5,3.6
False,60.0,inf,0.5381501044166009,True,263.2241610207377,0.029570956263905258,0.27116291978906465,324.100055065998,0.3374945272321955,3.6597008950624086,3.569551505101011,3.569551505101011,305.85079106230427,0,0.0,False,0.0597008950624085,False,False,60.0,s6_fast_target,M4,2,0.0,0.5,3.6
False,60.0,inf,0.565146353384918,True,263.5184410796497,0.031497557163936325,0.28892589508742716,322.75360547164183,0.3347380391388262,3.6594638317157706,3.5687445614255404,3.5687445614255404,305.9339989730764,0,0.0,False,0.05946383171577052,False,False,60.0,s6_fast_target,M5,0,0.0,0.5,3.6
False,60.0,inf,0.5368898132067079,True,263.32198387229437,0.03156103255654718,0.2729669719678046,322.91524016125214,0.3351047474522242,3.6594973783606526,3.568853798465807,3.568853798465807,305.9059156417354,0,0.0,False,0.0594973783606525,False,False,60.0,s6_fast_target,M5,1,0.0,0.5,3.6
False,60.0,inf,0.5381501044166009,True,263.2241610207377,0.029570956263905258,0.27116291978906465,324.100055065998,0.3374945272321955,3.6597008950624086,3.569551505101011,3.569551505101011,305.85079106230427,0,0.0,False,0.0597008950624085,False,False,60.0,s6_fast_target,M5,2,0.0,0.5,3.6
False,60.0,inf,0.5646308156028247,True,263.4992294921153,0.029977017623688654,0.2885095753538718,322.7625805361479,0.32717137233766264,3.659456063879844,3.56879669525633,3.56879669525633,305.92454080336154,0,0.0,False,0.059456063879844034,False,False,60.0,s6_fast_target,M6,0,0.0,0.5,3.6
False,60.0,inf,0.5362437469290849,True,263.3037125534626,0.03022323644872538,0.2729669719678046,322.90550022192497,0.32750286429368053,3.659485767173582,3.5688935762188474,3.5688935762188474,305.8943901066734,0,0.0,False,0.059485767173582005,False,False,60.0,s6_fast_target,M6,1,0.0,0.5,3.6
False,60.0,inf,0.5370041854873354,True,263.2060618313139,0.028282691393108517,0.2710241465445462,324.0732171022069,0.32991495774060703,3.65969342086103,3.569591228546923,3.569591228546923,305.83963391455546,0,0.0,False,0.0596934208610298,False,False,60.0,s6_fast_target,M6,2,0.0,0.5,3.6
False,60.0,inf,0.5646308156028247,True,263.4992294921153,0.029977017623688654,0.2885095753538718,322.7625805361479,0.32717137233766264,3.659456063879844,3.56879669525633,3.56879669525633,305.92454080336154,0,0.0,False,0.059456063879844034,False,False,60.0,s6_fast_target,M7,0,0.0,0.5,3.6
False,60.0,inf,0.5362437469290849,True,263.3037125534626,0.03022323644872538,0.2729669719678046,322.90550022192497,0.32750286429368053,3.659485767173582,3.5688935762188474,3.5688935762188474,305.8943901066734,0,0.0,False,0.059485767173582005,False,False,60.0,s6_fast_target,M7,1,0.0,0.5,3.6
False,60.0,inf,0.5370041854873354,True,263.2060618313139,0.028282691393108517,0.2710241465445462,324.0732171022069,0.32991495774060703,3.65969342086103,3.569591228546923,3.569591228546923,305.83963391455546,0,0.0,False,0.0596934208610298,False,False,60.0,s6_fast_target,M7,2,0.0,0.5,3.6
False,60.0,inf,0.5545087619026164,True,274.1155756312126,0.024978308613556776,0.3591451568137663,305.94277642136046,0.3197351942742817,2.6834560813447044,2.5566211803501098,3.099967271776518,311.9203202162703,0,0.0,False,0.11654391865529545,False,False,60.0,s6_fast_target,M4,0,0.7,0.35,2.8
False,60.0,inf,0.517454287559324,True,273.90847323933866,0.025717867432841525,0.34457396613932834,306.81842216701443,0.32774328867959757,2.68392080078551,2.5590988505185823,3.102444088627927,311.880011642207,0,0.0,False,0.11607919921448984,False,False,60.0,s6_fast_target,M4,1,0.7,0.35,2.8
False,60.0,inf,0.5018886668372018,True,273.7667118648599,0.023701367024047407,0.3398556758257008,309.4191918549843,0.33360468610710264,2.6838966052877744,2.560609319866217,3.103952697580607,311.7997413930324,0,0.0,False,0.11610339471222542,False,False,60.0,s6_fast_target,M4,2,0.7,0.35,2.8
False,60.0,inf,0.5545087619026164,True,274.1155756312126,0.024978308613556776,0.3591451568137663,305.94277642136046,0.3197351942742817,2.6834560813447044,2.5566211803501098,3.099967271776518,311.9203202162703,0,0.0,False,0.11654391865529545,False,False,60.0,s6_fast_target,M5,0,0.7,0.35,2.8
False,60.0,inf,0.517454287559324,True,273.90847323933866,0.025717867432841525,0.34457396613932834,306.81842216701443,0.32774328867959757,2.68392080078551,2.5590988505185823,3.102444088627927,311.880011642207,0,0.0,False,0.11607919921448984,False,False,60.0,s6_fast_target,M5,1,0.7,0.35,2.8
False,60.0,inf,0.5018886668372018,True,273.7667118648599,0.023701367024047407,0.3398556758257008,309.4191918549843,0.33360468610710264,2.6838966052877744,2.560609319866217,3.103952697580607,311.7997413930324,0,0.0,False,0.11610339471222542,False,False,60.0,s6_fast_target,M5,2,0.7,0.35,2.8
False,60.0,inf,0.553917470800076,True,274.0867580836575,0.02349913280892925,0.3588676103247294,305.95825083295694,0.30098988664693815,2.6836509613276007,2.5563080306561967,3.0996541442812378,311.90978177963564,0,0.0,False,0.1163490386723991,False,False,60.0,s6_fast_target,M6,0,0.7,0.35,2.8
False,60.0,inf,0.5166185045215766,True,273.88739323255066,0.02452158321518829,0.34457396613932834,306.8452442083659,0.31327620304629883,2.683825981567201,2.559344203145655,3.1026894654927846,311.86676949080197,0,0.0,False,0.11617401843279884,False,False,60.0,s6_fast_target,M6,1,0.7,0.35,2.8
False,60.0,inf,0.5006350485204059,True,273.7485416867124,0.02270237561045837,0.3401332223147377,309.2708565986748,0.3190074135018662,2.6838654225760084,2.5608571447227106,3.1042003191386174,311.7883639570175,0,0.0,False,0.11613457742399147,False,False,60.0,s6_fast_target,M6,2,0.7,0.35,2.8
False,60.0,inf,0.553917470800076,True,274.0867580836575,0.02349913280892925,0.3588676103247294,305.95825083295694,0.30098988664693815,2.6836509613276007,2.5563080306561967,3.0996541442812378,311.90978177963564,0,0.0,False,0.1163490386723991,False,False,60.0,s6_fast_target,M7,0,0.7,0.35,2.8
False,60.0,inf,0.5166185045215766,True,273.88739323255066,0.02452158321518829,0.34457396613932834,306.8452442083659,0.31327620304629883,2.683825981567201,2.559344203145655,3.1026894654927846,311.86676949080197,0,0.0,False,0.11617401843279884,False,False,60.0,s6_fast_target,M7,1,0.7,0.35,2.8
False,60.0,inf,0.5006350485204059,True,273.7485416867124,0.02270237561045837,0.3401332223147377,309.2708565986748,0.3190074135018662,2.6838654225760084,2.5608571447227106,3.1042003191386174,311.7883639570175,0,0.0,False,0.11613457742399147,False,False,60.0,s6_fast_target,M7,2,0.7,0.35,2.8
False,60.0,inf,0.559435894965037,True,269.7864752606671,0.026982894970769424,0.3305578684429642,314.8990626299559,0.3152343827568506,3.076705578374422,2.9645111041583263,3.5078571010926622,309.4770902633343,0,0.0,False,0.12329442162557802,False,False,60.0,s6_fast_target,M4,0,0.7,0.35,3.2
False,60.0,inf,0.526193403183074,True,269.59931043711896,0.027530636294053272,0.3158479045240078,314.42484827668926,0.32960155337120994,3.0759924510311656,2.966519168823248,3.5098647984361215,309.4474045319614,0,0.0,False,0.12400754896883459,False,False,60.0,s6_fast_target,M4,1,0.7,0.35,3.2
False,60.0,inf,0.5176254910132327,True,269.4736987207459,0.02552432063542785,0.3116847071884541,316.25123914900917,0.33362135898164896,3.0761983827138617,2.967690754125736,3.5110350830779917,309.3769927912417,0,0.0,False,0.12380161728613848,False,False,60.0,s6_fast_target,M4,2,0.7,0.35,3.2
False,60.0,inf,0.559435894965037,True,269.7864752606671,0.026982894970769424,0.3305578684429642,314.8990626299559,0.3152343827568506,3.076705578374422,2.9645111041583263,3.5078571010926622,309.4770902633343,0,0.0,False,0.12329442162557802,False,False,60.0,s6_fast_target,M5,0,0.7,0.35,3.2
False,60.0,inf,0.526193403183074,True,269.59931043711896,0.027530636294053272,0.3158479045240078,314.42484827668926,0.32960155337120994,3.0759924510311656,2.966519168823248,3.5098647984361215,309.4474045319614,0,0.0,False,0.12400754896883459,False,False,60.0,s6_fast_target,M5,1,0.7,0.35,3.2
False,60.0,inf,0.5176254910132327,True,269.4736987207459,0.02552432063542785,0.3116847071884541,316.25123914900917,0.33362135898164896,3.0761983827138617,2.967690754125736,3.5110350830779917,309.3769927912417,0,0.0,False,0.12380161728613848,False,False,60.0,s6_fast_target,M5,2,0.7,0.35,3.2
False,60.0,inf,0.558889282857307,True,269.7313540151458,0.02560274837003453,0.33041909519844576,317.7663157764364,0.32825043312617985,3.0765048237917214,2.9694047374300507,3.5127504985876334,309.43978455096783,0,0.0,False,0.12349517620827877,False,False,60.0,s6_fast_target,M6,0,0.7,0.35,3.2
False,60.0,inf,0.5254876188931463,True,269.58017171403293,0.02629138354904159,0.3157091312794893,314.41257409120493,0.3185416311578246,3.075969570364947,2.966596629654057,3.5099422749634055,309.4353431159616,0,0.0,False,0.12403042963505317,False,False,60.0,s6_fast_target,M6,1,0.7,0.35,3.2
