success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed
False,38.0,inf,1.037885781542176,False,13.97685479030335,0.46522211070586755,0.05431449846692948,60.000000147409864,8.604812148730004e-19,1.0407598662904436,1.909294227487712e-09,1.909294227487712e-09,14.96933534235166,701,0.0,True,True,True,False,True,True,False,False,False,False,False,0.7592401337095565,False,True,0.0,0.0,0.0,1.4000000000000001,1.4000000000000001,0.0,0,60.00000081563543,0.7592401337095563,1.0,b1_static_uniform_encirclement,M4,0
False,38.0,inf,1.0327740150951752,False,13.66800801219458,0.4109297355143344,0.052562417871222074,60.00000015044304,8.6381549103582005e-19,1.0407598662904436,1.917534506699441e-09,1.917534506699441e-09,14.698037594961429,702,0.0,True,True,True,False,True,True,False,False,False,False,False,0.7592401337095565,False,True,0.0,0.0,0.0,1.35,1.35,0.0,0,60.000001288671356,0.7592401337095562,1.0,b1_static_uniform_encirclement,M4,1
False,38.0,inf,1.026963230804414,False,13.824578494080354,0.41016996857395993,0.053219448094612355,60.00000017264728,1.220712010446063e-18,1.0407598662904438,2.329062270425692e-09,2.329062270425692e-09,14.924490771158654,701,0.0,True,True,True,False,True,True,False,False,False,False,False,0.7592401337095562,False,True,0.0,0.0,0.0,1.35,1.35,0.0,0,60.00000204875267,0.7592401337095558,1.0,b1_static_uniform_encirclement,M4,2
False,38.0,inf,0.9177670005741302,False,13.037332738109544,0.15116051748711692,0.03745072273324573,60.000549449975,2.2280550721506448e-13,0.9235333541638054,4.8157858438568e-06,4.8157858438568e-06,15.634978177148692,681,0.0,True,True,True,False,True,True,False,False,False,False,False,0.8764666458361946,False,True,0.0,0.0,0.0,1.4000000000000001,1.4000000000000001,0.0,0,60.00169875976586,0.8764666457023992,1.0,b1_static_uniform_encirclement,M7,0
False,38.0,inf,0.9134121107161459,False,12.729063029569513,0.13930787624721577,0.03591765221200175,60.000799033188464,5.712454855366407e-13,0.9235333541783396,7.709118276003585e-06,7.709118276003585e-06,15.347828955661805,682,0.0,True,True,True,False,True,True,False,False,False,False,False,0.8764666458216605,False,True,0.0,0.0,0.0,1.35,1.35,0.0,0,60.002452070166356,0.8764666454870684,1.0,b1_static_uniform_encirclement,M7,1
False,38.0,inf,0.9125733222320437,False,12.875414610625704,0.13851080731592869,0.03679369250985545,60.00110809544838,9.798896956882835e-13,0.9235333542030256,1.0099385026117572e-05,1.0099385026117572e-05,15.498869975138476,682,0.0,True,True,True,False,True,True,False,False,False,False,False,0.8764666457969744,False,True,0.0,0.0,0.0,1.4000000000000001,1.4000000000000001,0.0,0,60.00336547343762,0.8764666452127139,1.0,b1_static_uniform_encirclement,M7,2
False,80.0,inf,0.08320855627859802,True,29.198262863440064,0.35373194941989416,0.04382677493233396,275.4222304201124,0.18406075962064125,1.7758706955280268,1.5971140047344408,1.5971140047344408,36.15085489840131,1405,0.0,False,False,False,False,True,False,False,True,False,False,False,1.024129304471973,False,False,80.0,80.0,80.0,3.85,80.0,0.0,0,275.4222342984672,1.0241292965273707,0.0,s2_same_side_expansion,M4,0
False,80.0,inf,0.1975929789767084,True,28.67050236781247,0.5201649090722978,0.043306266916510516,275.42222898901474,0.18406075711383307,1.775870692596482,1.5971139997286203,1.5971139997286203,33.87522253404269,1431,0.0,False,False,False,False,True,False,False,True,False,False,False,1.0241293074035178,False,False,80.0,80.0,80.0,3.8000000000000003,80.0,0.0,0,275.4222289892405,1.024129307402932,0.0,s2_same_side_expansion,M4,1
False,80.0,inf,0.14916942515324655,True,28.75472001373499,0.32850251055677115,0.04403497813866333,275.4222296134425,0.18406075820761578,1.775870693875573,1.5971140019127748,1.5971140019127748,35.15924384662058,1409,0.0,False,False,False,False,True,False,False,True,False,False,False,1.0241293061244268,False,False,80.0,80.0,80.0,3.75,80.0,0.0,0,275.4222313057445,1.0241293026577059,0.0,s2_same_side_expansion,M4,2
False,80.0,inf,0.08320855627859802,True,29.198262863440064,0.35373194941989416,0.04382677493233396,275.4222304201124,0.18406075962064125,1.7758706955280268,1.5971140047344408,1.5971140047344408,36.15085489840131,1405,0.0,False,False,False,False,True,False,False,True,False,False,False,1.024129304471973,False,False,80.0,80.0,80.0,3.85,80.0,0.0,0,275.4222342984672,1.0241292965273707,0.0,s2_same_side_expansion,M5,0
False,80.0,inf,0.1975929789767084,True,28.67050236781247,0.5201649090722978,0.043306266916510516,275.42222898901474,0.18406075711383307,1.775870692596482,1.5971139997286203,1.5971139997286203,33.87522253404269,1431,0.0,False,False,False,False,True,False,False,True,False,False,False,1.0241293074035178,False,False,80.0,80.0,80.0,3.8000000000000003,80.0,0.0,0,275.4222289892405,1.024129307402932,0.0,s2_same_side_expansion,M5,1
False,80.0,inf,0.14916942515324655,True,28.75472001373499,0.32850251055677115,0.04403497813866333,275.4222296134425,0.18406075820761578,1.775870693875573,1.5971140019127748,1.5971140019127748,35.15924384662058,1409,0.0,False,False,False,False,True,False,False,True,False,False,False,1.0241293061244268,False,False,80.0,80.0,80.0,3.75,80.0,0.0,0,275.4222313057445,1.0241293026577059,0.0,s2_same_side_expansion,M5,2
False,80.0,inf,0.08320855627859802,True,29.178737005577542,0.35212983389532393,0.04372267332916927,274.10650248463855,0.1590939519061044,1.7754390231827957,1.5905562830023903,1.5905562830023903,36.04126042941719,1416,0.0,False,False,False,False,True,False,False,True,False,False,False,1.0245609768172041,False,False,80.0,80.0,80.0,3.85,80.0,0.0,0,274.10651358387486,1.0245609551554136,0.0,s2_same_side_expansion,M6,0
